MeanTemperatureofWarmestQuarter,ContainsCereals,MeanDiurnalRange,Isothermality,PrecipitationofWettestMonth,Longitude,BulkDensity,MeanTemperatureofWettestQuarter,AnnualMeanTemperature,SoilOrganicCarbon
17.08333396911621,1.665302365136365,11.90833377838135,25.33687973022461,66.0,-106.0,0.82,15.13333320617676,2.020833253860474,0.059
17.08333396911621,1.8402176361982354,11.90833377838135,25.33687973022461,66.0,-106.0,0.81,15.13333320617676,2.020833253860474,0.052
17.08333396911621,1.665302365136365,11.90833377838135,25.33687973022461,66.0,-106.0,1.11,15.13333320617676,2.020833253860474,0.036
22.26666641235352,1.9106698437411629,10.00833320617676,43.70451354980469,109.0,-8.5,1.3916599999999995,11.85000038146973,16.46249961853027,0.073256
22.26666641235352,1.9853822087682889,10.00833320617676,43.70451354980469,109.0,-8.5,1.5037999999999994,11.85000038146973,16.46249961853027,0.073256
22.26666641235352,1.9629313911711581,10.00833320617676,43.70451354980469,109.0,-8.5,1.5048599999999996,11.85000038146973,16.46249961853027,0.073256
22.26666641235352,1.9652465060787774,10.00833320617676,43.70451354980469,109.0,-8.5,1.5231699999999992,11.85000038146973,16.46249961853027,0.073256
22.26666641235352,2.006590767373027,10.00833320617676,43.70451354980469,109.0,-8.5,1.4192999999999998,11.85000038146973,16.46249961853027,0.073256
22.26666641235352,2.0078957756697067,10.00833320617676,43.70451354980469,109.0,-8.5,1.3976899999999992,11.85000038146973,16.46249961853027,0.073256
22.26666641235352,2.0474298034352416,10.00833320617676,43.70451354980469,109.0,-8.5,1.3862199999999993,11.85000038146973,16.46249961853027,0.073256
22.26666641235352,2.0804086666924793,10.00833320617676,43.70451354980469,109.0,-8.5,1.3940799999999993,11.85000038146973,16.46249961853027,0.073256
22.26666641235352,2.0977461143064833,10.00833320617676,43.70451354980469,109.0,-8.5,1.3877799999999993,11.85000038146973,16.46249961853027,0.073256
22.26666641235352,2.115056637784577,10.00833320617676,43.70451354980469,109.0,-8.5,1.3889799999999994,11.85000038146973,16.46249961853027,0.073256
25.45000076293945,2.1083568059324675,11.35833358764648,41.60561370849609,46.0,-1.0,1.42,19.0,17.8791675567627,0.0062209
25.45000076293945,2.094978969749863,11.35833358764648,41.60561370849609,46.0,-1.0,1.36,19.0,17.8791675567627,0.0062209
17.68333435058594,2.082127935552776,8.716666221618652,35.87105560302734,63.0,1.8,1.3871290953600002,15.76666641235352,10.57499980926514,0.010291
17.68333435058594,2.108910628586858,8.716666221618652,35.87105560302734,63.0,1.8,1.3986586308099993,15.76666641235352,10.57499980926514,0.010872
17.68333435058594,2.1143442776748276,8.716666221618652,35.87105560302734,63.0,1.8,1.3564272616199997,15.76666641235352,10.57499980926514,0.010814
17.68333435058594,2.1010304368944563,8.716666221618652,35.87105560302734,63.0,1.8,1.4300386308099993,15.76666641235352,10.57499980926514,0.010291
17.68333435058594,2.134617791333482,8.716666221618652,35.87105560302734,63.0,1.8,1.4074886308099992,15.76666641235352,10.57499980926514,0.010291
17.68333435058594,2.149004408783185,8.716666221618652,35.87105560302734,63.0,1.8,1.3626372616199995,15.76666641235352,10.57499980926514,0.0057
17.68333435058594,2.163774515224959,8.716666221618652,35.87105560302734,63.0,1.8,1.3582968948699996,15.76666641235352,10.57499980926514,0.0057
24.39999961853027,1.5508024909897822,16.29999923706055,41.58163452148438,86.0,-102.0,1.18,24.39999961853027,13.72500038146973,0.01
24.39999961853027,2.1676741701277544,16.29999923706055,41.58163452148438,86.0,-102.0,1.25,24.39999961853027,13.72500038146973,0.013
24.39999961853027,2.1507566037081016,16.29999923706055,41.58163452148438,86.0,-102.0,1.17,24.39999961853027,13.72500038146973,0.0225
24.39999961853027,1.6726973645230572,16.29999923706055,41.58163452148438,86.0,-102.0,1.18,24.39999961853027,13.72500038146973,0.01
24.39999961853027,2.1460668101978473,16.29999923706055,41.58163452148438,86.0,-102.0,1.25,24.39999961853027,13.72500038146973,0.013
24.39999961853027,2.1174791387299177,16.29999923706055,41.58163452148438,86.0,-102.0,1.17,24.39999961853027,13.72500038146973,0.0225
24.39999961853027,1.6918103708342571,16.29999923706055,41.58163452148438,86.0,-102.0,1.18,24.39999961853027,13.72500038146973,0.01
