MeanTemperatureofWarmestQuarter,SiltContent,BulkDensity,Isothermality,Longitude,PrecipitationofColdestQuarter,SoilTypeWRB,AnnualMeanTemperature,PrecipitationofDriestQuarter,SoilOrganicCarbon,SoilTextureUSDA,MeanTemperatureofDriestQuarter
17.08333396911621,0.38,0.82,25.33687973022461,-106.0,45.0,1.4735732651134856,2.020833253860474,45.0,0.059,1.4735732651134856,-12.43333339691162
17.08333396911621,0.39,0.81,25.33687973022461,-106.0,45.0,1.7443530861867957,2.020833253860474,45.0,0.052,1.7443530861867957,-12.43333339691162
17.08333396911621,0.34,1.11,25.33687973022461,-106.0,45.0,1.8467601437335366,2.020833253860474,45.0,0.036,1.8467601437335366,-12.43333339691162
22.26666641235352,0.279,1.48817,43.70451354980469,-8.5,289.0,1.4735732651134856,16.46249961853027,32.0,0.073256,1.4735732651134856,21.98333358764648
22.26666641235352,0.279,1.4626379706599995,43.70451354980469,-8.5,289.0,1.8415462844815762,16.46249961853027,32.0,0.073256,1.8415462844815762,21.98333358764648
22.26666641235352,0.279,1.4552926894799996,43.70451354980469,-8.5,289.0,1.852073563248596,16.46249961853027,32.0,0.073256,1.852073563248596,21.98333358764648
22.26666641235352,0.279,1.43809268948,43.70451354980469,-8.5,289.0,1.8350086359133997,16.46249961853027,32.0,0.073256,1.8350086359133997,21.98333358764648
22.26666641235352,0.279,1.4355926894799997,43.70451354980469,-8.5,289.0,1.8568205224390546,16.46249961853027,32.0,0.073256,1.8568205224390546,21.98333358764648
22.26666641235352,0.279,1.4344299999999996,43.70451354980469,-8.5,289.0,1.8835222409902894,16.46249961853027,32.0,0.073256,1.8835222409902894,21.98333358764648
22.26666641235352,0.279,1.4331099999999994,43.70451354980469,-8.5,289.0,1.847273861384126,16.46249961853027,32.0,0.073256,1.847273861384126,21.98333358764648
22.26666641235352,0.279,1.4436199999999997,43.70451354980469,-8.5,289.0,1.8165348457384944,16.46249961853027,32.0,0.073256,1.8165348457384944,21.98333358764648
22.26666641235352,0.279,1.43759,43.70451354980469,-8.5,289.0,1.806041849516613,16.46249961853027,32.0,0.073256,1.806041849516613,21.98333358764648
22.26666641235352,0.279,1.4370926894799998,43.70451354980469,-8.5,289.0,1.8058444689649646,16.46249961853027,32.0,0.073256,1.8058444689649646,21.98333358764648
