SoilTypeWRB,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,BulkDensity,AverageAridityIndex,Method,MeanTemperatureofWarmestQuarter
0.8171651209153226,-106.0,397.0,-12.43333339691162,0.059,11.90833377838135,0.82,0.0413,0.8171651209153226,17.08333396911621
0.9760989285802633,-106.0,397.0,-12.43333339691162,0.052,11.90833377838135,0.81,0.0413,0.9760989285802633,17.08333396911621
1.0079939843829855,-106.0,397.0,-12.43333339691162,0.036,11.90833377838135,1.11,0.0413,1.0079939843829855,17.08333396911621
0.8171651209153226,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.2873,0.0458,0.8171651209153226,22.26666641235352
1.0694962733235547,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.23907811736,0.0458,1.0694962733235547,22.26666641235352
1.1276824634600653,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.2316533496300002,0.0458,1.1276824634600653,22.26666641235352
1.1396893652928437,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.2331533496300002,0.0458,1.1396893652928437,22.26666641235352
1.1048534963599546,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.2319533496300001,0.0458,1.1048534963599546,22.26666641235352
1.1030087019083712,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.23135674817,0.0458,1.1030087019083712,22.26666641235352
1.0734167543236208,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.2271467481699998,0.0458,1.0734167543236208,22.26666641235352
1.0424277831227053,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.2266367481700002,0.0458,1.0424277831227053,22.26666641235352
1.0364001784094887,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.22724674817,0.0458,1.0364001784094887,22.26666641235352
1.0250967448078183,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.22724674817,0.0458,1.0250967448078183,22.26666641235352
0.8171651209153226,-1.0,303.0,25.26666641235352,0.0062209,11.35833358764648,1.42,0.0177,0.8171651209153226,25.45000076293945
1.0317808817462804,-1.0,303.0,25.26666641235352,0.0062209,11.35833358764648,1.36,0.0177,1.0317808817462804,25.45000076293945
0.8171651209153226,1.8,621.0,6.666666507720947,0.010291,8.716666221618652,1.2537018092899996,0.0648,1.0424662361981556,17.68333435058594
0.47376070389982966,1.8,621.0,6.666666507720947,0.010872,8.716666221618652,1.2920909535399998,0.0648,0.9664570737553375,17.68333435058594
0.40013936955156765,1.8,621.0,6.666666507720947,0.010814,8.716666221618652,1.3086633496299995,0.0648,0.9115678143014687,17.68333435058594
0.2677215981102112,1.8,621.0,6.666666507720947,0.010291,8.716666221618652,1.3244999999999996,0.0648,0.8372035621218025,17.68333435058594
0.25641458017031915,1.8,621.0,6.666666507720947,0.010291,8.716666221618652,1.3623700000000003,0.0648,0.7954690918743991,17.68333435058594
0.2230141679527562,1.8,621.0,6.666666507720947,0.0057,8.716666221618652,1.31736,0.0648,0.749253030311308,17.68333435058594
0.2717202537917257,1.8,621.0,6.666666507720947,0.0057,8.716666221618652,1.3672200000000005,0.0648,0.7383532502239101,17.68333435058594
0.8171651209153226,-102.0,470.0,3.116666555404663,0.01,16.29999923706055,1.18,0.0216,0.8171651209153226,24.39999961853027
1.1712255606359663,-102.0,470.0,3.116666555404663,0.013,16.29999923706055,1.25,0.0216,1.1712255606359663,24.39999961853027
1.1898030465070404,-102.0,470.0,3.116666555404663,0.0225,16.29999923706055,1.17,0.0216,1.1898030465070404,24.39999961853027
1.1450312386253858,-102.0,470.0,3.116666555404663,0.01,16.29999923706055,1.18,0.0216,1.1450312386253858,24.39999961853027
1.151189605261616,-102.0,470.0,3.116666555404663,0.013,16.29999923706055,1.25,0.0216,1.151189605261616,24.39999961853027
1.109638954902651,-102.0,470.0,3.116666555404663,0.0225,16.29999923706055,1.17,0.0216,1.109638954902651,24.39999961853027
1.082540173480895,-102.0,470.0,3.116666555404663,0.01,16.29999923706055,1.18,0.0216,1.082540173480895,24.39999961853027
1.1364682745743022,-102.0,470.0,3.116666555404663,0.013,16.29999923706055,1.25,0.0216,1.1364682745743022,24.39999961853027
1.1091324417359198,-102.0,470.0,3.116666555404663,0.0225,16.29999923706055,1.17,0.0216,1.1091324417359198,24.39999961853027
0.8171651209153226,-75.0,990.0,-6.849999904632568,0.0216,10.32499980926514,1.3031100000000004,0.104,0.7241012040733122,19.29999923706055
0.5244791363525989,-75.0,990.0,-6.849999904632568,0.0216,10.32499980926514,1.3508483129599997,0.104,0.6981902539531313,19.29999923706055
0.29798227450690373,-89.5,811.0,-7.583333492279053,0.0052326,11.94166660308838,1.37,0.07880000000000001,0.6507589776369084,20.16666603088379
0.4146306998558773,-89.5,811.0,-7.583333492279053,0.0046512,11.94166660308838,1.57,0.07880000000000001,0.6839522693040873,20.16666603088379
0.8171651209153226,-76.0,1146.0,0.5499999523162842,0.11,10.58333301544189,1.13,0.0922,0.6991946845079248,22.04999923706055
0.4933276393223597,-76.0,1146.0,0.5499999523162842,0.015,10.58333301544189,1.5,0.0922,0.6761640529088584,22.04999923706055
0.44708922269554446,-76.0,1146.0,0.5499999523162842,0.03,10.58333301544189,1.58,0.0922,0.662766066931069,22.04999923706055
0.45110147032394154,-76.0,1146.0,0.5499999523162842,0.014,10.58333301544189,1.69,0.0922,0.6547809527821914,22.04999923706055
0.4071192093812769,-76.0,1146.0,0.5499999523162842,0.11,10.58333301544189,1.13,0.0922,0.6384889994294387,22.04999923706055
0.38218419831456824,-76.0,1146.0,0.5499999523162842,0.015,10.58333301544189,1.5,0.0922,0.6243786343757938,22.04999923706055
0.39230629344400614,-76.0,1146.0,0.5499999523162842,0.03,10.58333301544189,1.58,0.0922,0.6182593568702524,22.04999923706055
0.36859345058320636,-76.0,1146.0,0.5499999523162842,0.014,10.58333301544189,1.69,0.0922,0.6039263980318853,22.04999923706055
0.3024882644790583,-78.0,1038.0,-3.150000095367432,0.071,11.19999980926514,0.88,0.09860000000000001,0.5762504106190183,19.26666641235352
0.3152867249332578,-78.0,1038.0,-3.150000095367432,0.014,11.19999980926514,1.56,0.09860000000000001,0.5715479092771484,19.26666641235352
0.33465123135354113,-78.0,1038.0,-3.150000095367432,0.02,11.19999980926514,1.47,0.09860000000000001,0.5701962963483742,19.26666641235352
0.36240392719070286,-78.0,1038.0,-3.150000095367432,0.012,11.19999980926514,1.59,0.09860000000000001,0.5731504565014381,19.26666641235352
0.3803414202785285,-78.0,1038.0,-3.150000095367432,0.071,11.19999980926514,0.88,0.09860000000000001,0.5738104824082321,19.26666641235352
0.3667857640681143,-78.0,1038.0,-3.150000095367432,0.014,11.19999980926514,1.56,0.09860000000000001,0.5628605324346464,19.26666641235352
0.3504217397815778,-78.0,1038.0,-3.150000095367432,0.02,11.19999980926514,1.47,0.09860000000000001,0.5505956676384081,19.26666641235352
0.327919667738691,-78.0,1038.0,-3.150000095367432,0.012,11.19999980926514,1.59,0.09860000000000001,0.53545493573184,19.26666641235352
0.30319463257841567,-76.0,1146.0,0.5499999523162842,0.11,10.58333301544189,1.64,0.0922,0.5189322813708445,22.04999923706055
0.31750766786892143,-76.0,1146.0,0.5499999523162842,0.013,10.58333301544189,1.6,0.0922,0.520006563074349,22.04999923706055
0.31597612865432223,-76.0,1146.0,0.5499999523162842,0.021,10.58333301544189,1.55,0.0922,0.5142166095672787,22.04999923706055
0.3290471838632777,-76.0,1146.0,0.5499999523162842,0.005,10.58333301544189,1.78,0.0922,0.5157576003786483,22.04999923706055
0.34140218929897986,-76.0,1146.0,0.5499999523162842,0.11,10.58333301544189,1.64,0.0922,0.5174896169889904,22.04999923706055
0.3480302969801721,-76.0,1146.0,0.5499999523162842,0.013,10.58333301544189,1.6,0.0922,0.5167856853912282,22.04999923706055
0.33797772695698036,-76.0,1146.0,0.5499999523162842,0.021,10.58333301544189,1.55,0.0922,0.5076955831424902,22.04999923706055
0.3122062129203304,-76.0,1146.0,0.5499999523162842,0.005,10.58333301544189,1.78,0.0922,0.49017926774104337,22.04999923706055
