MeanTemperatureofWarmestQuarter,SoilTypeWRB,BulkDensity,SoilOrganicCarbon,Season_sin,SoilTextureUSDA,AnnualPrecipitation,UpperD_m,Longitude,MeanTemperatureofDriestQuarter,SiltContent,AnnualMeanTemperature,PrecipitationofDriestQuarter,AverageAridityIndex
0.04979345812059357,0.14714148616046166,0.25401050363276956,0.04088948501959087,0.040676951175374426,-0.012389939574677511,-0.03310348677701145,0.07210429881530306,0.03704538497060695,-0.07362970818275187,0.05267583425911225,-0.03855178686218449,-0.019916044340910957,-0.02484250011234538
0.04590117872039134,0.037958889545131796,0.24594484601580696,0.049310747826205086,0.04087056311733991,-0.0018267964438081132,-0.0327887570433059,0.07100581016565746,0.024697541037736904,-0.060792454432434945,0.04228867838319986,-0.03914236001797846,-0.03091406476125047,-0.025464488412620237
0.041849742961704635,-0.07289016912649797,0.07508048212503815,0.019541535719130126,0.03865029172596798,-0.009144464391601386,-0.04769437680574692,0.0728662036869942,0.016985987521719016,-0.05895077767826232,0.013030522001343978,-0.06467750597977284,-0.05140259317909417,-0.0268106649017279
-0.059350516384090723,0.1818980907293074,0.0807205238795195,0.013573062327975494,0.020677400275252396,-0.012540584586698043,0.0035303339821823646,0.16134680436902113,0.057445486850938664,0.07990758698920683,0.042486095699460213,0.03480194802523916,-0.05183621250622877,-0.021993012873975815
-0.04740022584659634,-0.004260091789085936,0.06447966750278245,0.0034543931134538657,0.01664344413586514,-0.0035839419488861114,-0.0017202365287720337,0.15948722791522618,0.041886847527066215,0.06605409704606448,0.0330693074191223,0.033788889476568905,-0.06913139751049824,-0.01785854262427976
-0.04785249605952491,-0.004955594449116971,0.07084977582449402,0.010874183271544888,0.024472672370896963,-0.004624726707089133,-0.0020862510083197033,0.15289052218361016,0.04803124024349098,0.06978163300683896,0.03208706177279589,0.032831997664742756,-0.06864523985276919,-0.017323418632905957
-0.04785249605952491,-0.004955594449116971,0.07084977582449402,0.010874183271544888,0.024472672370896963,-0.004624726707089133,-0.0020862510083197033,0.15289052218361016,0.04803124024349098,0.06978163300683896,0.03208706177279589,0.032831997664742756,-0.06864523985276919,-0.017323418632905957
-0.04785249605952491,-0.010045653064644632,0.07507377126827715,0.011132930804711451,0.024472672370896963,-0.004624726707089133,-0.0020862510083197033,0.15289052218361016,0.04803124024349098,0.06978163300683896,0.03208706177279589,0.03343931330332073,-0.06864523985276919,-0.017323418632905957
-0.04767256367348671,-0.021127338276392058,0.06577324961094316,0.0015939115772731754,0.01623791122093547,-0.004246854827925568,-0.003991491305872575,0.16188333840906327,0.04000210508903285,0.06978163300683896,0.033259522398463144,0.03511241733608149,-0.06958088958159858,-0.018414529588200394
-0.04819685846723307,-0.07520476218494127,0.06609565028596645,0.000860816075261038,0.01623791122093547,-0.0021186698078569377,-0.003991491305872575,0.16135617499200614,0.04000210508903285,0.06988518898615108,0.033390836429713466,0.03511241733608149,-0.06958088958159858,-0.01983625618492972
-0.04837679085327126,-0.06892567503173949,0.06963088041030847,0.010399835302699311,0.024100365794981236,-0.0024965416870205022,-0.002473157962963648,0.15196104183714468,0.04641028444045575,0.06988518898615108,0.03221837580404621,0.03343931330332073,-0.0691543948132862,-0.019181502991887853
-0.04810569743388202,-0.04025558407402889,0.07934303161466706,0.018152504536866988,0.024100365794981236,-0.0024965416870205022,-0.0013337943836164922,0.15377465362510584,0.049230259774274095,0.06988518898615108,0.03221837580404621,0.03497408370282007,-0.06864523985276919,-0.019181502991887853
-0.047794161479730576,0.006490740013527896,0.09112817294383194,0.02446193182600355,0.02415579286996795,0.0036842277687452085,-0.0013337943836164922,0.15377465362510584,0.05270805574784121,0.07131461708221982,0.036998281494669286,0.037418179227050735,-0.06864523985276919,-0.019181502991887853
-0.10115113370520254,0.1654492604332849,-0.03730787160317557,0.25885180585646633,-0.048546177737802905,0.010718669431989793,0.008884011839556838,0.08736342562961458,0.0752559535528508,0.06985628365776723,0.041179453963373136,-0.0008474762113008671,-0.0819429306475027,0.17423117122692763
-0.10137223171556334,-0.013187784663539913,0.00042196793845149623,0.22493125139878545,-0.048975542735090576,0.00602136740187747,0.0026285695204989012,0.09117216415442708,0.08012090112164626,0.06743217172331017,0.02839679133456811,0.0017510419646981946,-0.09248710579812248,0.17365679094871553
0.08156829741992346,0.1434961578532528,0.025337135990861258,0.10627168414947373,-0.033631647374671586,-0.015324884649182961,-0.03650544846761448,-0.3508706931183987,0.06884425589307197,-0.07644211167554321,-0.05634223208992665,0.03340384678459252,-0.048492180373831614,-0.025536565814801706
0.06987708251627063,0.05762058020166444,0.033769687073102156,-0.00862756799819671,-0.049587190240847144,0.006130308737379487,-0.037096283595258225,-0.2872760263907044,0.06190557156893096,-0.07666622512007534,-0.054587027672599146,0.027076185436538964,-0.04926155925900615,-0.02732320754974206
0.09105252573873886,-0.06943176985892728,0.011539241678938626,-0.005594841178899444,-0.03592534418161624,-0.01823537076583891,-0.031323676000251315,-0.2716323684557014,0.05380444029936935,-0.07705130521387445,-0.043908223450981186,0.02684375494418372,-0.04845755591785191,-0.04338306165750777
0.0991613729089768,-0.01286215712279355,0.02484262496814783,0.10214037468759661,0.03365387416667184,0.019091640945322248,-0.026380148329767542,-0.3745542152861481,0.059814113580940846,-0.07089043157727862,-0.05576175312436563,0.03473331622583437,-0.02858130430801583,-0.03854350566342114
0.09834509798612838,-0.02760874108393812,-0.01810465143705531,0.10982398305076835,-0.058710156949875025,0.009704032681101777,-0.02680188577589719,-0.356553122039257,0.061106813506751186,-0.06434027929501479,-0.05602222337961523,0.03125079549505202,-0.05121171656512907,-0.04195783718393766
0.08825586041691097,-0.006777455487640409,-0.0018122739908658415,0.09705936141584247,0.03412063674993082,-0.009866729798624933,-0.01832489712953942,-0.37039539902415336,0.06627989591272682,-0.06235332711839095,0.030365742141911838,0.0294836613570507,-0.05131353255802695,-0.03865165593483084
0.08745070231953558,-0.015236762371256396,-0.030943575448448037,0.12933175191347876,-0.04358125559081478,-0.0017508844003879605,-0.020324695342448008,-0.3434013256211586,0.06369129003660554,-0.06407175560559956,0.03356170473239811,0.028402324506505615,-0.06730340368633203,-0.037608448532152595
-0.09484574943404679,0.1746994637724387,0.09622654128335507,0.15177059918049984,0.01886934147826399,0.004008272467364395,-0.04580704856972769,0.09790947173849693,0.08592885820413504,-0.05493223108644295,0.03172184500503146,0.03810600178981207,-0.07160501715185212,0.1728774010742845
-0.07983539353824554,0.04657425316390363,0.054071575903149954,-0.06847591767344734,0.028962171017304347,-0.005976250220585252,-0.045792802189631096,0.0836136138459505,0.05744522975127046,-0.027698936073403464,0.04646383575953916,0.034333144285079116,-0.07452790767258775,0.15720413125536403
