SoilTypeWRB,Method,BulkDensity,AverageAridityIndex,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,Longitude,MeanDiurnalRange
0.8171651209153226,0.8171651209153226,0.82,0.0413,397.0,-12.43333339691162,0.059,-106.0,11.90833377838135
0.9760989285802633,0.9760989285802633,0.81,0.0413,397.0,-12.43333339691162,0.052,-106.0,11.90833377838135
1.0079939843829855,1.0079939843829855,1.11,0.0413,397.0,-12.43333339691162,0.036,-106.0,11.90833377838135
0.8171651209153226,0.8171651209153226,1.2873,0.0458,692.0,21.98333358764648,0.073256,-8.5,10.00833320617676
1.0694962733235547,1.0694962733235547,1.23907811736,0.0458,692.0,21.98333358764648,0.073256,-8.5,10.00833320617676
1.1276824634600653,1.1276824634600653,1.2316533496300002,0.0458,692.0,21.98333358764648,0.073256,-8.5,10.00833320617676
1.1396893652928437,1.1396893652928437,1.2331533496300002,0.0458,692.0,21.98333358764648,0.073256,-8.5,10.00833320617676
1.1048534963599546,1.1048534963599546,1.2319533496300001,0.0458,692.0,21.98333358764648,0.073256,-8.5,10.00833320617676
1.1030087019083712,1.1030087019083712,1.23135674817,0.0458,692.0,21.98333358764648,0.073256,-8.5,10.00833320617676
1.0734167543236208,1.0734167543236208,1.2271467481699998,0.0458,692.0,21.98333358764648,0.073256,-8.5,10.00833320617676
1.0424277831227053,1.0424277831227053,1.2266367481700002,0.0458,692.0,21.98333358764648,0.073256,-8.5,10.00833320617676
1.0364001784094887,1.0364001784094887,1.22724674817,0.0458,692.0,21.98333358764648,0.073256,-8.5,10.00833320617676
1.0250967448078183,1.0250967448078183,1.22724674817,0.0458,692.0,21.98333358764648,0.073256,-8.5,10.00833320617676
0.8171651209153226,0.8171651209153226,1.42,0.0177,303.0,25.26666641235352,0.0062209,-1.0,11.35833358764648
1.0317808817462804,1.0317808817462804,1.36,0.0177,303.0,25.26666641235352,0.0062209,-1.0,11.35833358764648
0.8171651209153226,1.0424662361981556,1.2537018092899996,0.0648,621.0,6.666666507720947,0.010291,1.8,8.716666221618652
0.47376070389982966,0.9664570737553375,1.2920909535399998,0.0648,621.0,6.666666507720947,0.010872,1.8,8.716666221618652
0.40013936955156765,0.9115678143014687,1.3086633496299995,0.0648,621.0,6.666666507720947,0.010814,1.8,8.716666221618652
0.2677215981102112,0.8372035621218025,1.3244999999999996,0.0648,621.0,6.666666507720947,0.010291,1.8,8.716666221618652
0.25641458017031915,0.7954690918743991,1.3623700000000003,0.0648,621.0,6.666666507720947,0.010291,1.8,8.716666221618652
0.2230141679527562,0.749253030311308,1.31736,0.0648,621.0,6.666666507720947,0.0057,1.8,8.716666221618652
0.2717202537917257,0.7383532502239101,1.3672200000000005,0.0648,621.0,6.666666507720947,0.0057,1.8,8.716666221618652
0.8171651209153226,0.8171651209153226,1.18,0.0216,470.0,3.116666555404663,0.01,-102.0,16.29999923706055
1.1712255606359663,1.1712255606359663,1.25,0.0216,470.0,3.116666555404663,0.013,-102.0,16.29999923706055
1.1898030465070404,1.1898030465070404,1.17,0.0216,470.0,3.116666555404663,0.0225,-102.0,16.29999923706055
1.1450312386253858,1.1450312386253858,1.18,0.0216,470.0,3.116666555404663,0.01,-102.0,16.29999923706055
1.151189605261616,1.151189605261616,1.25,0.0216,470.0,3.116666555404663,0.013,-102.0,16.29999923706055
1.109638954902651,1.109638954902651,1.17,0.0216,470.0,3.116666555404663,0.0225,-102.0,16.29999923706055
1.082540173480895,1.082540173480895,1.18,0.0216,470.0,3.116666555404663,0.01,-102.0,16.29999923706055
1.1364682745743022,1.1364682745743022,1.25,0.0216,470.0,3.116666555404663,0.013,-102.0,16.29999923706055
1.1091324417359198,1.1091324417359198,1.17,0.0216,470.0,3.116666555404663,0.0225,-102.0,16.29999923706055
