Isothermality,SoilOrganicCarbon,AnnualMeanTemperature,Longitude,BulkDensity,ContainsCereals,CropClass,MeanTemperatureofWarmestQuarter,SoilTypeWRB,MeanDiurnalRange,MeanTemperatureofWettestQuarter
25.33687973022461,0.059,2.020833253860474,-106.0,0.82,1.665302365136365,1.6189172191961658,17.08333396911621,1.665302365136365,11.90833377838135,15.13333320617676
25.33687973022461,0.052,2.020833253860474,-106.0,0.81,1.8402176361982354,1.7644580277668585,17.08333396911621,1.8402176361982354,11.90833377838135,15.13333320617676
25.33687973022461,0.036,2.020833253860474,-106.0,1.11,1.665302365136365,1.665302365136365,17.08333396911621,1.9106698437411629,11.90833377838135,15.13333320617676
43.70451354980469,0.073256,16.46249961853027,-8.5,1.3916599999999995,1.9106698437411629,1.665302365136365,22.26666641235352,1.665302365136365,10.00833320617676,11.85000038146973
43.70451354980469,0.073256,16.46249961853027,-8.5,1.5037999999999994,1.9853822087682889,1.9374108344930159,22.26666641235352,1.9374108344930159,10.00833320617676,11.85000038146973
43.70451354980469,0.073256,16.46249961853027,-8.5,1.5048599999999996,1.9629313911711581,1.9159832632562226,22.26666641235352,1.9159832632562226,10.00833320617676,11.85000038146973
43.70451354980469,0.073256,16.46249961853027,-8.5,1.5231699999999992,1.9652465060787774,1.9311929675963853,22.26666641235352,1.9311929675963853,10.00833320617676,11.85000038146973
43.70451354980469,0.073256,16.46249961853027,-8.5,1.4192999999999998,2.006590767373027,1.9958856411048127,22.26666641235352,1.9958856411048127,10.00833320617676,11.85000038146973
43.70451354980469,0.073256,16.46249961853027,-8.5,1.3976899999999992,2.0078957756697067,1.9994098398784212,22.26666641235352,1.9994098398784212,10.00833320617676,11.85000038146973
43.70451354980469,0.073256,16.46249961853027,-8.5,1.3862199999999993,2.0474298034352416,2.051451580690007,22.26666641235352,2.051451580690007,10.00833320617676,11.85000038146973
43.70451354980469,0.073256,16.46249961853027,-8.5,1.3940799999999993,2.0804086666924793,2.0921724376047086,22.26666641235352,2.0921724376047086,10.00833320617676,11.85000038146973
43.70451354980469,0.073256,16.46249961853027,-8.5,1.3877799999999993,2.0977461143064833,2.1120555656982436,22.26666641235352,2.1120555656982436,10.00833320617676,11.85000038146973
