PrecipitationofDriestQuarter,BulkDensity,AverageAridityIndex,AnnualPrecipitation,SiltContent,Longitude,Season_sin,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,SoilTypeWRB,MeanTemperatureofWarmestQuarter,PrecipitationofColdestQuarter,Method
0.003276492418668788,0.2555905227679966,0.10001230608203317,-0.005636776360825897,0.05388211240340031,0.014291886399908358,0.020353358229226584,-0.1269144084327627,-0.0007909590029640541,0.0867953654036972,0.05541544317302149,0.026983399477909273,0.01275623201412567,-0.01091361028973884
0.0009403792108300117,0.2358538455248305,0.08977080926371869,-0.014830554388076822,0.06520612461865002,0.016780203021108452,0.030524888686400808,-0.11405070758885318,-0.007505982476667574,0.08784126466486569,-0.04907731686711529,0.021001406728724192,0.0101119810145349,0.052586465474206597
-0.002951308161762316,0.06476038008759342,0.08902024007125565,-0.020325806583409788,-0.008800845425439302,0.019514479501875386,0.03235872305700194,-0.10835770625372226,-0.026741247256205438,0.08983018057687146,-0.18384491915472634,-0.011517382026908666,0.008874807997337905,-0.0005132094487255165
-0.006172335201900526,0.09679747254651068,0.10496697248518909,0.021489528201708106,0.029370635931196726,0.06173577700134526,0.028169132767710308,0.1804163823830169,0.030694701964466043,-0.04707772317838276,0.06453338587500135,0.007524057735511025,-0.02139510649594385,-0.006716950964878322
-0.012933249753680778,0.0880363531673747,0.09210457270043569,0.011713518105053077,0.009991718712698192,0.05951388021000085,0.010146081012294188,0.16928836428102567,0.009860133767323106,-0.05169386548033188,-0.07626976104218836,0.006477688115550116,-0.018509010905403116,0.008287340465763147
-0.01203759017502865,0.0635964626481805,0.09523326723746617,0.006774579803561514,0.009054670128782683,0.06279113936012609,0.03356916194161787,0.17523481546819455,0.013207714567675171,-0.057142986048929804,-0.05087669030464284,0.008055977972920715,-0.01685333022195917,0.004291204541914411
-0.01203759017502865,0.0635964626481805,0.09523326723746617,0.006774579803561514,0.009054670128782683,0.06279113936012609,0.03356916194161787,0.17523481546819455,0.013207714567675171,-0.057142986048929804,-0.05087669030464284,0.008055977972920715,-0.01685333022195917,0.004291204541914411
-0.01203759017502865,0.0689056825716431,0.09523326723746617,0.006774579803561514,0.009555708196778515,0.06279113936012609,0.03505424804761498,0.17523481546819455,0.013641505007179358,-0.057142986048929804,-0.05174151248690615,0.008055977972920715,-0.01685333022195917,0.004291204541914411
-0.012997651303491887,0.055726528151588496,0.09245879421218256,0.005375645208801995,0.012267865302573566,0.05064131757172528,0.002335232578726485,0.16396952583134242,0.003359636492659514,-0.05180862677513073,-0.08787485454153177,0.006631501757810234,-0.016126231411689496,0.001899593351089319
-0.012997651303491887,0.05441728664596727,0.09183186163130434,0.0032583735780560724,0.014474201999025521,0.05075961200307836,0.001364513288992153,0.16396952583134242,0.003359636492659514,-0.052055578421247965,-0.20230073958612213,0.006631501757810234,-0.016126231411689496,-0.0025657140389954486
-0.01203759017502865,0.05243012561145391,0.09460633465658796,0.0046573081728155915,0.00924872102086765,0.06190196350724438,0.036276235616050846,0.17523481546819455,0.013465882863819743,-0.05738993769504704,-0.17033262939353863,0.008055977972920715,-0.01685333022195917,-0.004506525616879042
-0.01203759017502865,0.07441769366245256,0.09460633465658796,0.0046573081728155915,0.013931888853667883,0.061473180957472395,0.0334420649153262,0.17497157057046842,0.017668181435571757,-0.05738993769504704,-0.12731637176429111,0.008144743551795364,-0.01685333022195917,0.0008603212308342953
-0.008454252390010119,0.08365717272064453,0.09493359385190384,0.009325850388176848,0.016028369107385036,0.06328748481149674,0.034679174332427114,0.17807343449491198,0.028109805180221457,-0.05668221652748524,-0.031149807255019955,0.008144743551795364,-0.019534212875731868,0.018313338274966475
0.008159670589048254,-0.07891926469522638,0.14213884725767728,0.15800161199142476,0.07704701179358342,0.05279286207815421,-0.05358172203238528,0.2432902041547379,0.11674965438981402,-0.1064423781732798,0.06903242393185469,-0.04043455193696778,0.03010518843320181,-0.006709645398820322
0.0023502265097071783,0.014581474666624511,0.1460072739988771,0.16858809750538248,0.08347209254046949,0.052743103997644245,-0.05486703603264503,0.23588403675593123,0.10126814700868161,-0.09904704649276767,-0.12442893154511425,-0.03012047986045355,0.029081055543344475,0.08401719589113756
-0.0033528376224529646,0.06037266128765478,-0.08428104720345861,-0.09316374878443602,-0.060410937732731124,0.035643016369391746,-0.045571668168712,-0.1051747244165662,0.043653975384535935,-0.12330010299018965,0.06593688317468382,-0.021673901711539618,-0.01955629356585897,0.06731436219409424
-0.004907669731640938,0.043724948497169354,-0.07175043549638503,-0.09272858255772205,-0.05510907088209982,0.03838799111648417,-0.06722562562429585,-0.10892692715550968,0.0033679398095353627,-0.12231189443857585,-0.011346629129738153,-0.022398814115066164,-0.02282166852315915,0.06460233163378994
-0.0038324462185711987,0.02747069927338895,-0.06735182497601465,-0.09095857331784284,-0.055889667736524866,0.032172712898770675,-0.06697054703173759,-0.11070990286771369,0.002289694617470964,-0.12097722759929758,-0.03267609975725375,-0.014853339978850669,-0.02296475570730811,0.06697051101624675
-0.0008374228314556371,0.0662255530702601,-0.06820834786481435,-0.09581153396466253,-0.04457953862083732,0.04049693912510789,0.04643911145389036,-0.103297127058053,0.032535929308838106,-0.1254410869906186,0.014108356576321554,-0.010437387038753514,-0.021441022715236686,0.06705819175944291
-0.005274260190955259,0.047268409730374425,-0.07840709468370373,-0.079443496331475,-0.050631206491312204,0.0370546723638541,-0.07014133280868275,-0.09223912990467108,0.039966162502446924,-0.12354269422608005,-0.0096378386983604,-0.01118636481301648,-0.0201860020156324,0.07742342030363632
-0.000691817140008649,0.023152109335971595,-0.08863806245390593,-0.091693038677011,0.08810160186239879,0.05583180564160356,0.041431028628648954,-0.14671072711178046,-0.10636821458420784,-0.16904950233152682,0.020437133304706166,-0.022202888138650314,-0.017110075035575142,0.06228625589115866
-0.0029773473753733713,-0.056059928699114255,-0.10205889459827366,-0.07655993555976308,0.09197380951454465,0.054100522329962174,-0.034595719604407216,-0.15330425969134662,-0.01587074612593112,-0.17918094797131345,0.005165127125628448,-0.02001351545196942,-0.012108867792105684,0.0684878356962015
0.004299875262736768,0.1447692634271694,0.1885973644990181,0.017576555125673493,0.027698195102699243,0.027113270199309886,0.015366064475746347,-0.04579000699199443,0.016350043201870477,0.24635385398244306,0.07492300792847971,-0.04221621682173143,0.027671144215126314,0.007950178503532501
0.0010485774899044527,0.012346898950528738,0.13096826225270844,-0.0015617726561206473,0.021897557637689087,0.02933041831644699,0.041963587632360286,-0.03622414705635933,-0.1424846721634082,0.11812856774553336,-0.028937343543071054,-0.0506310532124613,0.03059209995371743,0.05287931367296245
0.002212268101952416,0.07800980220025255,0.13557586674427544,0.004218570380115812,-0.0034776455193977346,0.023134144251701832,0.04379526422492754,-0.038214877588839465,-0.06829178906882612,0.1293062499118953,-0.058796099371174186,-0.0475381656297226,0.029617335499105744,0.033089840070773126
0.0010485774899044527,0.08242877915570401,0.1975259828099669,0.01103760038900816,0.005986067431073725,0.035410537052041134,0.027259080557622717,-0.051760167907074904,0.007092258726354713,0.24634095479194026,-0.05560532130850452,-0.03832604342108248,0.021384331612051763,0.03871171534638437
0.0010485774899044527,0.011966879358633428,0.13096826225270844,-0.0015617726561206473,0.017879656335614686,0.02933041831644699,0.041963587632360286,-0.036310396443916,-0.1424846721634082,0.11812856774553336,-0.03003006711141171,-0.0506310532124613,0.03059209995371743,0.05287931367296245
0.002212268101952416,0.08166786192420385,0.13378744068098794,0.0011474079045575858,-0.008160306350015165,0.0232524386830549,0.0436711870825635,-0.03730548195388952,-0.06829178906882612,0.13047962834097057,-0.172157505727914,-0.0475381656297226,0.029617335499105744,0.027353195415340474
0.0010485774899044527,0.08787962055126516,0.19573755674667945,0.007966437913449944,0.0187416654478671,0.03552883148339421,0.02713500341525868,-0.051760167907074904,0.007512312458312391,0.24660493758606555,-0.16643775590406712,-0.03854999058426973,0.021384331612051766,0.03400577721026646
0.0010485774899044527,0.011966879358633428,0.13096826225270844,-0.0015617726561206473,0.017879656335614686,0.02933041831644699,0.041963587632360286,-0.036310396443916,-0.1424846721634082,0.11812856774553336,-0.03003006711141171,-0.0506310532124613,0.03059209995371743,0.05287931367296245
0.002212268101952416,0.08166786192420385,0.13378744068098794,0.0011474079045575858,-0.008160306350015165,0.0232524386830549,0.0436711870825635,-0.03730548195388952,-0.06829178906882612,0.13047962834097057,-0.172157505727914,-0.0475381656297226,0.029617335499105744,0.027353195415340474
-0.02352158002008182,-0.061355090395473655,-0.10539193251077332,-0.01752942158338645,0.019771551143388657,0.03545159083920454,-0.008758529360560097,-0.1676374681273437,-0.0049035729108055015,-0.12447729724169838,0.056434781949834506,-0.03398794824351492,-0.025350937111882944,0.06305843142659692
-0.023582012798224253,-0.13814768512551368,-0.12259895212859163,-0.026703810749404415,-0.013975783569663834,0.02966689327884655,-0.009689134351236197,-0.17887428882638587,-0.02155681725049046,-0.13887143474335284,-0.05928520127050165,-0.034308512616546355,-0.03405573578620529,-0.06317639546756525
-0.0034375922239794575,0.019224277977197383,-0.07773979692509583,-7.316614162532155e-05,0.07335732186044533,0.10850109341546868,0.05193787232829953,-0.1640612406134163,0.07422469250113951,0.2703134801583999,0.0020808014140611944,0.08844573010243649,0.020307890289847332,-0.011548398480943368
-0.004965541228133257,-0.1690427511089037,-0.09012384214423964,-0.00024225640831397648,0.03797885073614454,0.10267929925196767,0.04547729986518565,-0.1448083163267195,0.11050620384994066,0.28474339272219584,-0.018835071678569064,0.09499999435456907,0.016399850574562044,-0.015339508785095832
0.01498704391292155,0.10516952620065187,-0.08437848031951506,-0.017665796739389866,-0.004436467248352185,0.005859333393170961,0.021252890025297195,-0.16031144304548406,0.06239987905270403,-0.09176125345215129,0.054066129668307754,-0.06315480053404399,-0.002334292796063376,-0.04800465493338868
0.01808432502105557,-0.09911556832401451,-0.08953347981201874,0.018556073048255232,-0.008262350869365519,0.028850993347461232,0.06347945680960526,-0.1393308992655717,-0.03404683694160699,-0.1027676920127105,-0.026599508292618482,-0.04108777005543012,-0.0011695181937704537,-0.044684072902988675
0.015459788094798067,-0.2135284775908602,-0.08726004182606988,-0.0012000881143261583,0.07212144062881777,0.03567238449720134,0.06039133008515877,-0.11879627063769665,0.05458128386680103,-0.10382181420504003,0.0040990523814525845,-0.05295404075201573,0.001779232969060306,-0.024667432243347377
0.018055549061383472,-0.17770412589900206,-0.08810966196796567,0.01805758386209422,-0.041655770286585854,0.023379285878921748,0.057557199731744696,-0.13757179655216886,-0.021666048004070904,-0.10294539923194035,-0.002195512527207163,-0.045148810600336854,-0.00021590188856103292,-0.04093323874606626
0.012278520880733475,0.1080006715841481,-0.09443826871660016,-0.013370081396208234,-0.012181364789002481,0.013052170273783454,-0.10544826271770436,-0.15598805530799084,0.050302632571771984,-0.09499352495739813,-0.02863790681067499,-0.058022922313937624,-0.000514721439768818,-0.042706451396788796
0.014850581588018434,-0.09980378769432471,-0.10041832770469908,0.012283463934639914,-0.012448785040922707,0.034186319593942485,-0.09612511781279619,-0.14581324714141938,-0.040558168498714464,-0.10482809184187766,-0.022576880938274445,-0.04133534975484426,8.55025058338319e-05,-0.04494509585603595
0.01222604466176093,-0.20739791805376415,-0.09849399353745654,-0.006082892933965449,0.0737710751696574,0.03664333454062791,-0.08495300839047035,-0.12223283506374708,0.04681469827840571,-0.10588221403420724,-0.011164546809899699,-0.053201620451429864,0.00219442401459463,-0.02258693308366504
0.01968573786438405,-0.17375006077330346,-0.09867310825002172,0.00870750900676666,-0.04623521000809699,0.023934350220271225,-0.09497912941476068,-0.14104216601751232,-0.028677295239356988,-0.10500579906110755,-0.018683520479430386,-0.04539639029975099,0.0010391188110432524,-0.0373340869890473
-0.01847387217428494,0.25521949644631636,-0.07182205055221788,-0.027165993798311035,-0.045369585206149816,0.01154968852049974,0.04610562705580987,-0.1758588877407165,0.08100306578490651,-0.08976856409796753,-0.014643922788163137,0.01666144118684739,-0.016369087901833432,-0.05960194348049433
-0.011439807084591953,-0.16720790687693857,-0.09211321225285549,0.04154217322156966,-0.04084682328211856,0.026095501631816117,0.0680760414890756,-0.14550013427675249,-0.02920107536246662,-0.09376973210044891,0.009043280750546024,0.009448696981709168,-0.018993947883001835,0.003560371089591693
-0.01000327685962217,-0.08642610029552276,-0.09253934356470156,0.033937495925066626,-0.05165860714417366,0.02987713755196671,0.0760282623400336,-0.1492369250687884,-0.0020339855414597944,-0.10564794560380868,0.006716336809984147,0.0005503584058275382,-0.02113885910488432,0.007233577688154032
-0.011639311817579302,-0.19937041404468434,-0.09270886155384091,0.04260981156035907,0.0669398962446617,0.043347112214719666,0.07136438548389139,-0.13403235291853968,-0.006415074394634486,-0.09566683496228291,0.016999924449972472,0.007584329313692777,-0.021401132457514932,0.0008090502376785266
-0.02170761560732207,0.2691601286083192,-0.081494508906381,-0.022885374157339593,-0.050468019850883485,0.017149224935406986,-0.09843543271175656,-0.17489279127546647,0.07286807097936303,-0.09490679039862505,-0.03101310738638064,0.016004505829250948,-0.016166982806031942,-0.05743380556464785
-0.014263360471688575,-0.1647814412582358,-0.10118215898094403,0.027559088342008414,-0.045438831131911876,0.028015421475412878,-0.09887952159041959,-0.14847890169184272,-0.035700809697363965,-0.10093649029635617,-0.011200498649740364,0.008791761624112729,-0.018584718763280716,-0.008439113625298821
-0.013237020292659309,-0.09074610817303472,-0.1016082902927901,0.024778799358942047,-0.05629208339686977,0.03179705739556348,-0.10454004897554535,-0.15436047324469734,-0.01116038207274636,-0.11281470379971593,-0.016295246666898175,-0.0001065769517689031,-0.0207296299851632,-0.009540684163910502
