SoilTypeWRB,Method,BulkDensity,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,MeanTemperatureofWarmestQuarter
0.058684802835484065,0.033019223233477016,0.25565504506767367,0.03565230466324177,0.08006491330814862,-0.1457542024380145,-0.04000277905320906,0.1669079226459736,-0.03416182284146762
-0.052399161431259736,0.02719583977543446,0.24232436410765537,0.030685454323997014,0.07191316567530075,-0.14216748918464042,-0.029358144259229082,0.17228867208667697,-0.03212618138265314
-0.09583110349874437,0.021635833817859006,0.07126904046864901,0.01829685319715122,0.06421494479033285,-0.14298266605787058,-0.031118211042635204,0.14887708295572377,-0.04798200573128551
0.06500411556597048,0.0543372364417848,0.086999507037997,0.03180539865895904,-0.03083260160271443,0.27997900768442424,-0.019350614945914876,-0.0560666456152066,0.0527881537802608
-0.06827765793488727,0.02652761176801623,0.04366306907986761,0.023619704265187873,-0.02910089739389141,0.27533827583161796,-0.008015315477461931,-0.05229389569956861,0.033804686285242684
0.026405595593653464,0.0019662658277145974,-0.0038136653551214504,0.021458223693072227,-0.024189603328070516,0.2803406377155922,-0.01975226317633946,-0.05229389569956861,0.03045514419670929
0.026405595593653464,0.0019662658277145974,-0.0038136653551214504,0.021458223693072227,-0.024189603328070516,0.2803406377155922,-0.01975226317633946,-0.05229389569956861,0.03045514419670929
-0.06827765793488727,0.008515217614672816,-0.004564290879509705,0.021458223693072227,-0.02910089739389141,0.27790236028717535,-0.009340123006514881,-0.05229389569956861,0.03235303630269099
0.018430448575778812,0.0019662658277145974,-0.0038136653551214504,0.021458223693072227,-0.024189603328070516,0.2803406377155922,-0.01975226317633946,-0.05229389569956861,0.03045514419670929
-0.06827765793488727,0.008515217614672816,-0.004564290879509705,0.021458223693072227,-0.02910089739389141,0.27790236028717535,-0.009340123006514881,-0.05229389569956861,0.03235303630269099
-0.06827765793488727,0.008515217614672816,-0.004564290879509705,0.021458223693072227,-0.02910089739389141,0.27790236028717535,-0.009340123006514881,-0.05229389569956861,0.03235303630269099
-0.06827765793488727,0.012016017360501145,0.008919731045467942,0.022714703146215657,-0.028339605438732127,0.28308449070311803,-0.009340123006514881,-0.04889520839913195,0.03235303630269099
-0.06557690056561685,0.02436921606569477,0.011692179522927731,0.02309653905062287,-0.02729200233286726,0.2843983439905315,-0.0073727276614342935,-0.04889520839913195,0.03379332869232274
0.0633958541636897,0.08702922585371832,-0.08981351072387997,0.07344100230520878,0.16341801838702072,0.23195046895171018,0.12846796177981354,-0.1870206818693898,-0.0030473841218280626
-0.06489934259045786,0.06286402259213236,0.06960832771916348,0.06336060618019883,0.17589739828101458,0.295994476892622,0.10616786966893353,-0.14243094257537564,0.011146346706767202
0.08107678424985641,-0.01911072260927367,0.03193032141769677,0.051981481504799455,-0.1258232930143186,-0.12692305302548812,0.0008346075901551411,-0.18929748587452258,-0.07728298323280086
-0.06497211158949102,-0.010212412173146196,-0.009480766233330865,0.044331390632573194,-0.11793334649973555,-0.12644373234267078,-0.03199901386889879,-0.20161635164180516,-0.07742782650033662
-0.09940669220981696,-0.0040728928014235645,-0.04090151341708209,0.046006766928220415,-0.112072405219067,-0.1329344169916911,-0.03205428694980665,-0.20826382118522999,-0.06455913566551487
-0.09313435655829543,0.015164554996755713,-0.01911897534243976,0.04243641763517122,-0.10696856411985727,-0.14912153627480537,-0.03261232267902692,-0.22622129067524316,-0.06451394962903714
-0.1027618379852656,0.015535125570040189,-0.016250363913966562,0.049392410836416836,-0.10633384133620494,-0.11245566261703464,-0.026091247419629763,-0.2275612596443864,-0.0617118489946506
-0.06955439916649307,0.02659138332578725,0.038618205284276945,0.05036665841879769,-0.10234280174691665,-0.1647667366008704,0.03834868627774787,-0.24813145783761145,-0.061427719371070146
-0.05811860347603688,0.02733060583648211,0.001757003987671918,0.050967601806944776,-0.09947735309872131,-0.14237989407947982,0.052727194152508705,-0.2614109761835947,-0.058598995467034516
0.09292099383836344,0.045800014743225995,0.09772517559427381,0.047047947968590374,0.04600936733088011,-0.04461102268682706,0.08387267414736348,0.3267183385446624,0.02688981437135535
0.14559163263890623,0.01937405103020359,-0.016525568153864013,0.028974373599560576,0.001821756058306751,-0.033756238416876,-0.17865962184667605,0.19386501562902553,0.032746736476042794
0.11092452473850767,0.036625062950546704,0.04726693138817338,0.023919461890441137,0.004257123929670394,-0.03141525799732981,-0.0778190694470419,0.2154421538625314,0.03090081591007181
0.02638973381393664,0.012316754913320793,0.06323046795452796,0.04189095916127819,0.037581379150955385,-0.0448198632182928,0.08094466857791134,0.33176539074875294,0.032579305252837636
0.04264674664881684,0.017932901488055226,-0.016525568153864013,0.03088270157430018,0.020236507655152496,-0.034939338785438215,-0.18528486570709402,0.19386501562902553,0.032720570283105585
-0.09861397020963832,0.012598579691622272,0.05372844038624012,0.025892273725120252,0.01857556103653822,-0.03173784292824379,-0.08589633299163409,0.2154421538625314,0.03113001944156719
-0.09897545350949029,0.01763768137801265,0.0678301871426689,0.04018663036457256,0.03278330971626703,-0.04388726137549912,0.07653405074881,0.33176539074875294,0.03380640494735994
0.04407840818476963,0.01789002089629034,-0.015473068595216228,0.029178372777594556,0.020058132252356503,-0.034741185496172805,-0.18516337266540311,0.19386501562902553,0.032720570283105585
-0.09861397020963832,0.019069587316223966,0.054213281363464705,0.025892273725120252,0.01857556103653822,-0.03173784292824379,-0.08589633299163409,0.2154421538625314,0.032101749411656916
0.053191183593238746,0.007703503467651619,0.02584567747547907,0.03152974107831027,-0.03646866849850179,-0.2895540486762378,-0.06147969230688154,-0.21578746734158108,-0.07522225381836964
-0.08626090689749646,-0.14829570803868092,-0.06215786323397615,0.006509200958545212,-0.036775257249300725,-0.29672072076934314,-0.07603491119511875,-0.22117157846904748,-0.0732559912116656
-0.046365348421225444,-0.09497933710126447,0.0009875813758314003,0.032143312438584946,-0.018822870730299958,-0.14171792028446287,0.2187397404329957,0.30453071488093075,0.048176153229472045
-0.037011941974417095,-0.09430440289890249,-0.13891822042622387,0.029079032089335932,-0.010651444821188811,-0.11364337357870515,0.19181666789784263,0.30052729878415163,0.049600153195651316
0.052559511372019314,-0.10339202113143879,0.12174649827128489,0.026210072938298905,-0.056950293872614174,-0.2207149552773892,-0.01809681159332722,-0.18507056016985007,0.022028376712725794
-0.03346219206664329,-0.1322548343951157,-0.08346475855423852,0.03339337342087119,-0.0020835647301258586,-0.18041067236897326,-0.07024440500400393,-0.18644454882380881,0.04966249793906605
-0.02778162259073217,-0.11744267946586955,-0.16496108860643227,0.030215881865832458,-0.033865728040706845,-0.1676753182528739,0.020362327388064462,-0.20950993485868633,0.04741647980639203
-0.040567926674444824,-0.11889389914994604,-0.16390534737685583,0.032096829670630524,-0.007124456268262409,-0.1678558993948143,-0.07463755216112221,-0.1761225608933812,0.04809976813476513
-0.05805054931098638,-0.11156378546615767,0.11304630624741227,0.03266286526698895,-0.053325287715781995,-0.21392895786036445,-0.004370760977598559,-0.1760918390158954,0.02770923517830255
-0.05766430765764206,-0.09132330058111476,-0.07297768176961233,0.05321292333425373,-0.00772307652205513,-0.16926640017229605,-0.06882913264848455,-0.1799050231384967,0.044038730259873975
-0.050910526995549016,-0.09478690019864973,-0.16915860136545408,0.04958915536348722,-0.03866454125732491,-0.1565310460561967,0.017125011179926836,-0.2028742175944887,0.045214064445120696
-0.06268880011822155,-0.0799641558231019,-0.16502732321943656,0.054073881429858445,-0.011300319331248141,-0.15064255017643186,-0.07393888877508095,-0.16534049690080113,0.04462220429719147
