ContainsCereals,MeanDiurnalRange,Isothermality,BulkDensity,AnnualMeanTemperature,Longitude,MeanTemperatureofWettestQuarter,SoilOrganicCarbon,SoilTypeWRB,CropClass,PrecipitationofWettestMonth
-0.14825905640261866,-0.08313144011337435,-0.06769048061803287,0.2605753542015204,0.03172162831265047,0.09622976213823355,0.07474943739927781,0.09529830376035263,0.006122482445693285,0.027608625825380578,0.017489087910350636
0.008298592346760749,-0.08710044738238926,-0.10005922116526567,0.22381526472221347,0.037453097972412655,0.0800068555683068,0.07050706370072826,0.09171833899495757,-0.02729924518233978,0.06483542799980965,0.025168313625235177
-0.19448871037665658,-0.12237439020263756,-0.11202862677565431,0.014645986692194619,0.05610010864615887,0.06342847721275796,0.06422096579567416,0.021904841588716535,-0.057482863441607995,0.02397049070764618,0.024093024797336562
0.0934121405442752,-0.035345502517083564,-0.013908746532155288,-0.03803548227905706,0.01155933802491772,0.07506841490777019,0.2018907854070978,0.1278764396601414,0.020810500704880972,0.03852921983767393,0.06505158804854175
0.09223770642221038,-0.05455257503913637,-0.023102741807631506,-0.16242634948722498,0.03049795640843923,0.09642790777193584,0.1703644282842881,0.14054359681758175,0.00385510871901364,-0.010049990470047511,0.05962008198330929
0.09891584730410158,-0.05635628739540974,-0.02276014037995166,-0.16422085903391662,0.016352006290797187,0.0858610591741036,0.17569674063184657,0.14032520140008375,-0.056291688570239404,-0.0026297778033133557,0.05962008198330929
0.09730288937607676,-0.05455257503913637,-0.023102741807631506,-0.16242634948722498,0.03049795640843923,0.09642790777193584,0.1703644282842881,0.14054359681758175,0.00385510871901364,-0.0026297778033133557,0.05962008198330929
0.09571659991502501,-0.05705054566757138,-0.02080763011017608,-0.029373610019510794,0.0336988937705163,0.09614918350103568,0.1657227189204894,0.13742129919937887,0.052928709400710955,-0.0005576183229908485,0.060316730370977505
0.09566076835969914,-0.05641205033746054,-0.020393725477295514,-0.029490730925817225,0.03340035978441923,0.0959283102115433,0.1661937976685514,0.1332142186460075,0.054857201648487966,0.0010206606182134653,0.06018592076153587
0.09753663987622524,-0.047188239639230085,-0.0166788225705119,0.022708232425421363,0.03338082216304229,0.09626834778858212,0.16373469251083408,0.134277078764546,0.06156351318169616,0.005999040978601941,0.06072684668554669
0.09566076835969914,-0.05641205033746054,-0.020393725477295514,-0.027136747466765702,0.03340035978441923,0.09611993700278251,0.1652232866158863,0.13324253595381957,0.053886690595822864,0.0011563801090217094,0.059417295817955
0.09753663987622524,-0.047188239639230085,-0.0166788225705119,0.022708232425421363,0.03338082216304229,0.09626834778858212,0.16373469251083408,0.134277078764546,0.06156351318169616,0.005999040978601941,0.06072684668554669
0.09572492091290444,-0.05641205033746054,-0.0166788225705119,-0.019482859834460745,0.03338082216304229,0.09611993700278251,0.1652232866158863,0.13324253595381957,0.054021687832794624,0.001684243319607363,0.060520133024420115
0.1068529104616131,-0.15879139174330173,-0.013415672027974987,-0.042852245226127114,-0.1720001154974218,0.112130491829061,0.024065570003336548,0.1660423002764454,0.017047096278888278,0.035841613130063725,-0.0030080692266248824
0.08861709036708332,-0.16693818527633233,-0.010505977031564303,0.0020944791212035084,-0.15699295052390225,0.1096166659230002,0.02478084844077462,0.15249366671444745,-0.040518411458372865,0.0765485652974333,-0.005346291482747545
0.1506898137678854,0.04450212377966937,0.13564198476861677,0.024696482639371155,0.0741835688234694,0.16939626730135732,0.07476970685717699,0.05175290748853148,0.02094161614831541,-0.015875935022561134,0.047018682578528696
0.13821905829449388,0.02955497077444872,0.1392837355255524,-0.03167770330581187,0.05111595469880509,0.17799718288296595,0.07410266460365339,-0.02746729591062118,0.0489567841284452,-0.015907285832713267,0.03587974083611982
0.13997010079052,0.03877878147267918,0.13749667291546272,0.029394366567715376,0.051187731512766795,0.17970896628001803,0.07404663787394974,-0.02989185699514079,0.04650586532477379,-0.011504560656135641,0.03139138004308223
0.13813756320425752,0.02558143064777478,0.13925704193096508,-0.03573146835181231,0.0532724877979777,0.1810800039317223,0.07136209370140961,0.01879445680996923,0.04659578350577895,-0.01492981264536593,0.03815210214659458
0.136121394705989,0.024542875557271485,0.13925704193096508,-0.04114685568720324,0.053599558120981085,0.18098954791630814,0.07183317244947164,0.018763012163054954,0.04740577806012157,-0.013693483046333764,0.03849101795287517
0.13614052522827225,-0.0028588973210149312,0.13735204850835672,0.021895411166358476,0.053740019337786014,0.1852398623531894,0.0699512961536185,0.09415339863341982,0.04672960607935297,-0.008869861552544324,0.03938434854524023
0.1357889933853092,-0.0028588973210149312,0.13734240173739753,0.02361040169040552,0.05383133377312468,0.1852398623531894,0.0703013349028549,0.09439396728126764,0.04672960607935297,-0.010323010191187839,0.03285994902386764
-0.06338205863230145,0.09911268638743674,-0.002151728200887197,0.05334647468991999,0.0701542244485346,0.07674336791013363,-0.07033283013918065,0.03340112829930365,0.0022643988202534727,-0.003959184633550652,-0.014669574233981877
0.07397360938994878,0.08181952737224496,-0.030855839028223135,0.00465864055163207,0.05640660726225874,0.05373471513858599,-0.07041382831624603,-0.07924138034652681,-0.0645805354534692,-0.011139352396676953,-0.030878233807558043
0.07230971469393623,0.09537984859877485,-0.027665709515761208,0.05285931332476248,0.05951126357341642,0.05458770549259103,-0.07237053053717746,-0.010439252044131715,-0.056475713208951867,-0.01225281182232496,-0.027519967162344092
-0.1246315070012457,0.09324055987968827,-0.01534351536663467,0.053586473427681164,0.07140245546518538,0.08004632061490145,-0.0662499573761036,0.012471643238414199,-0.05452824423818139,-0.0024410760613582353,-0.016272664853258623
0.07548502957949997,0.08181952737224496,-0.02777734362240786,0.0059681448029838356,0.057520241942772284,0.057735710687067475,-0.06844610477850697,-0.07567443878430598,-0.046037636686126454,-0.008945013881155615,-0.030878233807558043
0.07405962733927655,0.09515576564587225,-0.02785245542117823,0.05226207077650263,0.05953821404034766,0.05176016635236709,-0.07496904326324544,-0.012362454162578349,-0.07342925452322313,-0.012611107244157347,-0.02750164162956953
-0.061669908009277734,0.10176396119825612,-0.014041201790411526,0.05507193036557449,0.0753280514856277,0.07748833553362296,-0.06238861118253052,0.036293863101147725,-0.0178650400189367,0.00014062741983543329,-0.0161535179732975
0.07572352203528905,0.08159544441934238,-0.02665501796414798,0.004319729839199082,0.05643355772918998,0.05043011073857035,-0.07336003426012784,-0.08116458246497343,-0.08510533536640649,-0.011764429761115597,-0.030843008061224714
