AnnualMeanTemperature,PrecipitationofWarmestQuarter,Longitude,SamplingTimeClass,MeanTemperatureofWarmestQuarter,ContainsCereals,MeanDiurnalRange,SoilOrganicCarbon,BulkDensity,PrecipitationofWettestMonth,Isothermality,CropClass,MeanTemperatureofWettestQuarter
2.020833253860474,179.0,-106.0,1.7336029661887056,17.08333396911621,1.665302365136365,11.90833377838135,0.059,0.82,66.0,25.33687973022461,1.6189172191961658,15.13333320617676
2.020833253860474,179.0,-106.0,1.7392940402725414,17.08333396911621,1.8402176361982354,11.90833377838135,0.052,0.81,66.0,25.33687973022461,1.7644580277668585,15.13333320617676
2.020833253860474,179.0,-106.0,1.665302365136365,17.08333396911621,1.665302365136365,11.90833377838135,0.036,1.11,66.0,25.33687973022461,1.665302365136365,15.13333320617676
16.46249961853027,39.0,-8.5,1.665302365136365,22.26666641235352,1.9106698437411629,10.00833320617676,0.073256,1.3916599999999995,109.0,43.70451354980469,1.665302365136365,11.85000038146973
16.46249961853027,39.0,-8.5,1.550802490989782,22.26666641235352,1.9853822087682889,10.00833320617676,0.073256,1.5037999999999994,109.0,43.70451354980469,1.9374108344930159,11.85000038146973
16.46249961853027,39.0,-8.5,1.6582443675874001,22.26666641235352,1.9629313911711581,10.00833320617676,0.073256,1.5048599999999996,109.0,43.70451354980469,1.9159832632562226,11.85000038146973
16.46249961853027,39.0,-8.5,1.7378887958447684,22.26666641235352,1.9652465060787774,10.00833320617676,0.073256,1.5231699999999992,109.0,43.70451354980469,1.9311929675963853,11.85000038146973
16.46249961853027,39.0,-8.5,1.8412423037035193,22.26666641235352,2.006590767373027,10.00833320617676,0.073256,1.4192999999999998,109.0,43.70451354980469,1.9958856411048127,11.85000038146973
16.46249961853027,39.0,-8.5,1.9374108344930154,22.26666641235352,2.0078957756697067,10.00833320617676,0.073256,1.3976899999999992,109.0,43.70451354980469,1.9994098398784212,11.85000038146973
16.46249961853027,39.0,-8.5,1.87054039204401,22.26666641235352,2.0474298034352416,10.00833320617676,0.073256,1.3862199999999993,109.0,43.70451354980469,2.051451580690007,11.85000038146973
16.46249961853027,39.0,-8.5,1.9429229697530972,22.26666641235352,2.0804086666924793,10.00833320617676,0.073256,1.3940799999999993,109.0,43.70451354980469,2.0921724376047086,11.85000038146973
16.46249961853027,39.0,-8.5,1.9839476723397755,22.26666641235352,2.0977461143064833,10.00833320617676,0.073256,1.3877799999999993,109.0,43.70451354980469,2.1120555656982436,11.85000038146973
16.46249961853027,39.0,-8.5,2.0196726416402013,22.26666641235352,2.115056637784577,10.00833320617676,0.073256,1.3889799999999994,109.0,43.70451354980469,2.13139724873278,11.85000038146973
17.8791675567627,41.0,-1.0,1.9719352315577716,25.45000076293945,2.1083568059324675,11.35833358764648,0.0062209,1.42,46.0,41.60561370849609,1.665302365136365,19.0
17.8791675567627,41.0,-1.0,1.9719222481074867,25.45000076293945,2.094978969749863,11.35833358764648,0.0062209,1.36,46.0,41.60561370849609,1.7931847322561834,19.0
