MeanTemperatureofWarmestQuarter,ContainsCereals,MeanDiurnalRange,Isothermality,PrecipitationofWettestMonth,Longitude,BulkDensity,MeanTemperatureofWettestQuarter,AnnualMeanTemperature,SoilOrganicCarbon
0.036883514841686324,-0.13124450004853644,-0.2198725691557446,-0.09662823246723376,0.02089632437221596,0.06711771516516443,0.2238575812872228,0.12881627678011348,0.03594702611743966,0.21342591069503133
0.04491340042394257,0.014295263818143203,-0.21118479778764015,-0.10528963311336456,0.041370295874641916,0.06651788909130828,0.19401965898007667,0.0898460091524014,0.031262918332099994,0.2098157119645405
0.03709982489492261,-0.16411416130544404,-0.2466532729385674,-0.13053638260439085,0.020622390535804072,0.057432446117357275,0.041820392335504594,0.1268754315614071,0.026129185604091634,0.13497283275440514
-0.046358516044987086,0.10289781297641738,-0.05589470545008902,-0.009432920967682326,0.06728495541362745,0.12007719094553183,-0.005420462396352576,0.08656874128064913,0.006842042605214215,0.30099091989805526
-0.05645868421482379,0.08145214639540829,-0.054553405942897655,-0.018768780071198157,0.06198859810250297,0.11744294789185801,-0.15826263027382845,0.082959446865918,0.004958087701783522,0.30753118489574705
-0.05645868421482379,0.08145214639540829,-0.054553405942897655,-0.018768780071198157,0.06198859810250297,0.11744294789185801,-0.15826263027382845,0.082959446865918,0.004958087701783522,0.30753118489574705
-0.05645868421482379,0.08145214639540829,-0.054553405942897655,-0.018768780071198157,0.06198859810250297,0.11744294789185801,-0.15826263027382845,0.082959446865918,0.004958087701783522,0.30753118489574705
-0.04676196536020576,0.09890530291062023,-0.05888683339079639,-0.01028417082925604,0.06652742542939463,0.1184824623966682,-0.021346271859302667,0.08627949983527297,0.006842042605214215,0.31221981475757904
-0.04676196536020576,0.09529248884334147,-0.05985777399854849,-0.009432920967682326,0.06708537696829023,0.1184824623966682,-0.01589509659807457,0.08656874128064913,0.006842042605214215,0.3130733277023532
-0.04676196536020576,0.09529248884334147,-0.05705570343263828,-0.009826493668199791,0.07003270646997846,0.12029359476597667,0.013289486447761392,0.08617516858013168,0.007969757355298552,0.2997661159436332
-0.04676196536020576,0.09529248884334147,-0.05705570343263828,-0.009432920967682326,0.06708537696829023,0.11982603473315552,-0.005866308588238534,0.08656874128064913,0.006842042605214215,0.2988988967901195
-0.04676196536020576,0.09529248884334147,-0.05705570343263828,-0.009826493668199791,0.07003270646997846,0.12029359476597667,0.013289486447761392,0.08617516858013168,0.007969757355298552,0.2997661159436332
-0.04676196536020576,0.09529248884334147,-0.05705570343263828,-0.009432920967682326,0.06708537696829023,0.11982603473315552,-0.005866308588238534,0.08656874128064913,0.006842042605214215,0.2988988967901195
-0.01753984682650598,0.1049964026375127,-0.20641716121665898,-0.05553664992162844,0.0072455656054862755,0.09572888247445872,-0.034968758517368484,0.03329681086001842,-0.01923205694255814,0.15159902105627412
-0.01753984682650598,0.10355997283866175,-0.19523667182437313,-0.059599425831329836,0.009364260150319704,0.10114346406856348,0.00441797280747981,0.03371938886399561,-0.01932955947361201,0.14640203196055115
0.08710063982916771,0.13866661499286737,0.09832083731098254,0.18852241391833988,0.0330533121248366,0.14367159958268175,-0.008918969343013268,0.0864550829675793,0.00356990837286025,0.02649204905321619
0.08710063982916771,0.13866661499286737,0.1092209119771691,0.1542551441962104,0.030701479066487427,0.13941719083104465,-0.04117004497747791,0.08448090196193284,0.0038926021937167087,-0.05308596082898584
0.08710063982916771,0.1381659559380406,0.09963248735433428,0.15810510342614262,0.03325941541568323,0.14086928961676015,-0.012080894812651012,0.0864550829675793,0.0035491452833000922,-0.052725140162399854
0.08710063982916771,0.14227942906014612,0.10978729214005367,0.18284198158834997,0.03193279008844278,0.14256755126408432,-0.03990878180133863,0.08419166051655667,0.004159331664196344,0.025355382977181033
0.08710063982916771,0.13866661499286737,0.10790926193381736,0.1836932314499237,0.03249074162733838,0.14256755126408432,-0.038445935530902045,0.08448090196193284,0.004159331664196344,0.026208895921955154
0.07913443002587917,0.1509392012439299,0.09281785227732212,0.1859340426456706,0.03498194433088051,0.14666463758178366,-0.008308465746578023,0.08507979481125937,-0.002197086894891828,0.1480213882862324
0.07913443002587917,0.15043854218910313,0.09281785227732212,0.18495481940718664,0.03697731018257809,0.14666463758178366,-0.008823949304964867,0.08507979481125937,-0.002197086894891828,0.1480213882862324
-0.04030975523221252,-0.05241479857120678,0.1398801699917315,-0.06403569720398312,0.03266525903728436,0.1078324081910743,0.07130139114128176,-0.02928411904859284,0.02865161729727142,0.0032574936139184757
-0.04199626806390587,0.06216350118263855,0.05532591025441757,-0.06513716180043747,0.013768845449634297,0.09407067432218696,-0.01618939082260526,0.0005794491658379462,0.0107468657114925,-0.1008746585427743
-0.03754787479097435,0.0628931989436338,0.06137652663574219,-0.05774490924132356,0.018136573251902172,0.09721998749492904,0.0581801580439078,-0.016331749060158017,0.018808175931669738,-0.037746247282974925
-0.04030975523221252,-0.15112963954002562,0.14087069735115304,-0.06403569720398312,0.0317923909115564,0.10784540727037649,0.06409782873168235,-0.02928411904859284,0.02887704805427415,0.0035177309302909976
