SoilTypeWRB,Method,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,MeanDiurnalRange,SoilOrganicCarbon,BulkDensity,AverageAridityIndex,MeanTemperatureofWarmestQuarter
0.05768601815570301,0.008078680763929537,0.060803772238644006,0.045296126952813986,-0.1570136429945749,0.2033524956530323,0.0025385967416083617,0.11536155782916598,0.019977497077751837,-0.028409930551234537
0.043096992301606955,-0.04150068342022448,0.0626629205799525,0.043845575305738724,-0.15220876521502055,0.1979798488413847,0.008373165480536099,0.10044520170839669,0.01912220601382944,-0.03037272658599284
-0.032466708453184175,-0.046284190350451525,0.06244016439186289,0.043845575305738724,-0.14476969504179765,0.1979798488413847,0.0011892841748341746,0.04993778818917522,0.01154373967345296,-0.04376523960304549
0.07725006759284163,0.006404665870341027,0.05724611445572654,-0.005538814192272987,0.24669833748165418,-0.057596050918281884,0.04409992622940204,0.05754073348954277,-0.012186357479087856,0.006714702907711541
0.01625869838210266,-0.0518667505949366,0.061438651530888504,-0.010950872498433134,0.2363117638583211,-0.0564445399575774,0.02005221898431562,0.046212691195329364,-0.022622821751726585,0.0016774764663144762
0.01625869838210266,-0.0518667505949366,0.061438651530888504,-0.010950872498433134,0.2363117638583211,-0.0564445399575774,0.02005221898431562,0.046212691195329364,-0.022622821751726585,0.0016774764663144762
0.01625869838210266,-0.0518667505949366,0.061438651530888504,-0.010950872498433134,0.2363117638583211,-0.0564445399575774,0.02005221898431562,0.046212691195329364,-0.022622821751726585,0.0016774764663144762
0.01625869838210266,-0.0518667505949366,0.061438651530888504,-0.010950872498433134,0.2363117638583211,-0.0564445399575774,0.02005221898431562,0.046212691195329364,-0.022622821751726585,0.0016774764663144762
0.01625869838210266,-0.0518667505949366,0.061438651530888504,-0.010950872498433134,0.2363117638583211,-0.0564445399575774,0.02005221898431562,0.046212691195329364,-0.022622821751726585,0.0016774764663144762
0.012518759619333557,-0.05318481708713731,0.061438651530888504,-0.010950872498433134,0.2363117638583211,-0.0564445399575774,0.020194178668098344,0.051128736766516455,-0.022622821751726585,0.0016774764663144762
-0.025763858406536916,-0.05401632519800547,0.06101778199119733,-0.010950872498433134,0.2363117638583211,-0.0564445399575774,0.0348137015787152,0.05125950687138249,-0.022622821751726585,0.0016774764663144762
-0.025763858406536916,-0.05401632519800547,0.06101778199119733,-0.010950872498433134,0.2363117638583211,-0.0564445399575774,0.0348137015787152,0.05125950687138249,-0.022622821751726585,0.0016774764663144762
-0.025763858406536916,-0.0435311212665014,0.06101778199119733,-0.00974221961375689,0.23943143831082514,-0.0564445399575774,0.03881145104714256,0.05125950687138249,-0.022622821751726585,0.0016774764663144762
0.05304124851997137,0.03540062487390898,0.12628480936537648,0.12619428588064852,0.11667182465503166,-0.1677279484499639,0.13356713732796657,-0.05636085728687083,0.1464313689451068,-0.001706332058010654
-0.014045666855462125,0.021677650663738137,0.12837606110197172,0.11929658244463295,0.15104736429366042,-0.17155592685352408,0.14196493915918013,-0.06237498297117441,0.13556631404066577,0.002652618522792526
0.06239060735494969,-0.06164837335399657,0.11247463826936875,-0.1125533800585099,-0.12183084193399614,-0.19450996709969254,-0.08759006588576064,0.021906603637004415,-0.08576198106861516,-0.05051734253335695
-0.056482552221333256,-0.04990121096373598,0.11520751138582229,-0.10064911528077033,-0.11889170508250467,-0.1894140928842048,-0.10180500630461202,0.08585655348647987,-0.08544611324600758,-0.045028541080716855
-0.1183557749788205,-0.03261301767818179,0.112047561808885,-0.10255577108468335,-0.1256832918491371,-0.19526700630217345,-0.10650951420200795,0.08886174996501657,-0.08152386096057174,-0.04323338749493469
-0.1239496308970781,-0.03261301767818179,0.10653574191325227,-0.10255577108468335,-0.1018628900708242,-0.2119567745793762,-0.10213500802335858,0.035801238574657696,-0.08212468465941922,-0.04323338749493469
-0.12477510071457887,-0.03867914942771366,0.1066555924178977,-0.09299467548202046,-0.12569122289108664,-0.22862190526301204,-0.10345897732980223,-0.053742102929462195,-0.0821919222630029,-0.04404817480175871
-0.09715519748463934,-0.045461044440183694,0.12764551967787785,-0.09272392287798706,-0.08897298312786982,-0.2089425715587725,0.07772681085015999,0.05941685781491635,-0.07184217974177651,-0.038441315847499324
-0.09741666745173268,-0.052981759159918464,0.12445969304814483,-0.0869759082145334,-0.1183935051292802,-0.23228987416188332,0.08217338935394149,-0.05086820794425327,-0.0719094173453602,-0.039256103154323346
0.07573061806326653,0.0140086594636838,0.09093259591656482,-0.05493928463687481,-0.046932419699152114,0.32871359843150055,0.050940207461414394,0.0869474753893993,0.16254727632681698,-0.009741214382818612
0.00887085421951795,0.0936901190567774,0.07566842981951546,-0.05862422248479811,-0.05285177365718359,0.2332599338738944,-0.21088367738227978,-0.01159403569663582,0.12879369699529977,-0.0026039118681175748
0.17791177934783176,0.06015793645927877,0.07161947310107646,-0.06964514366672656,-0.053296434841391536,0.23290202035298133,-0.1312039874150821,0.03721906707188505,0.14420242942036843,-0.004487726654530502
0.015419213425724268,-0.02874024376738768,0.09085012804654825,-0.05628020409712352,-0.04985639139135215,0.3227445304192073,0.049628459319922914,0.06306822860009914,0.15411984970300013,-0.004926625909479836
0.013769726384156538,-0.027530070328572548,0.07962450003425552,-0.06644941718104543,-0.05285177365718359,0.2332599338738944,-0.2215994959497298,-0.022620090726156148,0.13209174486851247,-0.0036357568523313006
0.01603274732549093,-0.041071499419601504,0.0819298155122721,-0.05869386512440322,-0.050355117571552005,0.23143414564290152,-0.1463772783293566,0.06800135948739064,0.14688864079637218,-0.005031611995985544
0.015419213425724268,-0.02874024376738768,0.09085012804654825,-0.05628020409712352,-0.04985639139135215,0.3227445304192073,0.049628459319922914,0.06306822860009914,0.15411984970300013,-0.004926625909479836
0.013769726384156538,-0.027530070328572548,0.07962450003425552,-0.06644941718104543,-0.05285177365718359,0.2332599338738944,-0.2215994959497298,-0.022620090726156148,0.13209174486851247,-0.0036357568523313006
0.01603274732549093,-0.041071499419601504,0.0819298155122721,-0.05869386512440322,-0.050355117571552005,0.23143414564290152,-0.1463772783293566,0.06800135948739064,0.14688864079637218,-0.005031611995985544
0.05487912699146234,-0.09130992647608621,0.06672198842759101,0.017079536575287494,-0.3252640326903973,-0.17108061468070548,-0.11133836007921454,0.04709179362119119,-0.0803395617166696,-0.04298005149212515
-0.09475954164089094,-0.11610208510764403,0.05347867608619011,0.006075231720553403,-0.27715706092220155,-0.19163336240891535,-0.1265682035518863,-0.06497464487852503,-0.08560615850990497,-0.039774736200881726
-0.0672677178971461,-0.054080020012144875,0.09954148353945928,0.017059959364132606,-0.1509482607380675,0.3318330275252169,0.1784578430331378,-0.0327935850082533,-0.07511338936113501,0.020310269766490596
-0.044149611030727204,-0.07994058069357675,0.09648665495893048,0.012931876903215981,-0.13853478236820713,0.33815835150617773,0.19954771782521616,-0.06487348566821632,-0.08926561285205123,0.020647640243574367
0.0631661920627184,-0.066305205453091,0.07336561821430487,-0.011879291689418772,-0.1949526788354413,-0.1264116757935459,0.04909895385320962,0.11519591252392375,-0.07363151725358154,-0.0034971193215663004
-0.05774709200333861,-0.11414002010716699,0.08390217700257296,0.015143391451855498,-0.17105501541399906,-0.16111614329199483,-0.13714479006925193,-0.11012254673086545,-0.07999060148105662,0.005731867980254399
-0.05491192735174191,-0.09677934235570869,0.06343390469850094,-0.013568741972925784,-0.15825566705669655,-0.15755359642135552,0.043096080729475496,-0.1278039788228605,-0.07800141899850807,0.006065801863518288
-0.05889983045968614,-0.07861049904574914,0.08390217700257296,0.01776288485322805,-0.16611663676064534,-0.16111614329199483,-0.1386698623196762,-0.10881166924414461,-0.07657315679987335,0.005731867980254399
-0.08700613984887703,-0.05874790159177126,0.06303758805036677,-0.013147628231563693,-0.18958015941291317,-0.13609122362144294,0.046304143528283895,0.0960420417384908,-0.0744724937939632,-0.004432027502107993
-0.10610392330709296,-0.06528557487711864,0.08097299063609746,0.015398675928319958,-0.16040734864499984,-0.1679999652293094,-0.1290296362001531,-0.1081078267258155,-0.06851036396394262,0.006131863235604214
-0.10051455211570746,-0.0647978027095649,0.06050471833202541,-0.013568741972925784,-0.1525463789410511,-0.1624746373157011,0.04322121282068425,-0.12468811170403546,-0.06652118148139409,0.006465797118868104
