SoilTypeWRB,Method,AverageAridityIndex,BulkDensity,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,PrecipitationofDriestQuarter,PrecipitationofColdestQuarter
0.09239875383090833,0.03767541398503536,0.023420894833618883,0.27639712664149,0.006624871496534021,-0.018481464320323614,-0.13139544501845113,-7.34583006755177e-05,0.1571788160159125,-0.02663596867098572,-0.023462923219346725
0.03395755754181219,0.034867072753519565,0.018809079814525898,0.25437087489556887,0.005077038927260574,-0.02274667550216943,-0.12038687971272205,0.007071883258573438,0.1602152896454162,-0.02807208371135302,-0.00556684293346118
-0.04972331148982042,-0.011247067130915629,-0.01674698542059829,0.05995257182846064,0.004022472749149717,-0.04757421760638753,-0.11251014746116673,0.0019189210740838333,0.15538231987683493,-0.04433584600573781,-0.002903772476663334
0.10405000416630439,0.05591957965203493,-0.029013822138404255,0.07448301427156714,0.06673874628082346,0.033360264616702384,0.25721138545394523,-0.005754655448425304,-0.057853700637539064,-0.023194000434702718,-0.021449578209136833
-0.055887149267736115,0.010511487730568835,-0.03674171365576583,0.06212297005549806,0.055705279031745526,0.03926185529829501,0.23398420356052896,-0.0023069844731941546,-0.05973788345528795,-0.02765952704789056,-0.019039398988831165
-0.02739387013861658,-0.0062235900503339265,-0.023972407429571994,0.03230219241384389,0.05239781933615704,0.0372858915522387,0.24152788173073336,-0.001339129151308553,-0.05973788345528795,-0.027742599121758568,-0.016833448364274667
-0.02805059177313911,-0.007247122439588095,-0.02384463564378023,0.0334958288081632,0.0531610762109461,0.0372858915522387,0.24112641021849507,-0.0014251407440617056,-0.05973788345528795,-0.02765952704789056,-0.016833448364274667
-0.06498053655405446,0.0031227915438541243,-0.023972407429571994,0.06148652446825639,0.05086792326669332,0.03899824894492748,0.2507884032334046,0.005644592048203918,-0.05198687439499536,-0.027301088655550844,-0.016446422707500165
-0.0271797891186575,-0.009587874715180106,-0.023972407429571994,0.028511699877827527,0.05086792326669332,0.0372858915522387,0.24152788173073336,-0.005360506868013906,-0.05973788345528795,-0.027301088655550844,-0.016446422707500165
-0.06331992100534056,0.0031227915438541243,-0.023972407429571994,0.028511699877827527,0.05086792326669332,0.03899824894492748,0.23653200300527905,0.005644592048203918,-0.05973788345528795,-0.027301088655550844,-0.016446422707500165
-0.07110082230606848,0.0031227915438541243,-0.023972407429571994,0.06148652446825639,0.05086792326669332,0.03899824894492748,0.2507884032334046,0.005644592048203918,-0.05198687439499536,-0.027301088655550844,-0.015700864961459737
-0.07332991023651343,0.004282205532436852,-0.024393135839771415,0.07365530947949053,0.04898427524072945,0.03899824894492748,0.24612989110820993,0.010046345562278833,-0.05132162320442514,-0.027301088655550844,-0.01640858139017899
0.028442124508795415,0.05115231366009078,-0.023134723980401273,0.08780511279139294,0.05686461493447268,0.03964094596251692,0.25721695575732234,0.011263053397438496,-0.04749690999174373,-0.02773244867491348,-0.018748547016437047
0.10905543560797482,0.07478510624138238,0.17103417330015067,-0.12887982173391824,0.10069517491789207,0.0664994348872573,0.21749620437703643,0.11617489045592391,-0.15247811567122377,-0.03495264893066571,0.026181089580886118
-0.03695860533610873,0.04727724678201855,0.17890453727355815,0.02785580171413904,0.09315596786778255,0.06709989447973037,0.26638370783061033,0.0908205159579914,-0.12711697490649373,-0.0320097520807821,0.026159434360035035
0.09707882415279753,-0.006830372946416895,-0.10596078481599708,0.04224421086916263,0.06858632855283156,-0.11216286326857339,-0.15776738092370174,0.013035677575916541,-0.14326567753797914,0.003738108246491506,-0.038898645042494996
-0.08868989955483407,0.02170313565092753,-0.08866120258445409,0.04153791272297671,0.07559788127200592,-0.09308060469759241,-0.1373382812312958,-0.025094581608359673,-0.14176027008106332,0.0034655374244261204,-0.03948993399694585
-0.08578113059375968,0.017907165670800886,-0.07611783398845091,0.04354306779692161,0.07706280430832771,-0.09308060469759241,-0.13684945593252498,-0.027192777348190658,-0.14250444590162112,0.003536182691936752,-0.04114631243783319
-0.07451783021712768,0.030399624558253065,-0.09476810101979868,-0.051663071596494144,0.08235694901659851,-0.08352345035531186,-0.12154573059426782,-0.0002695241153636517,-0.16484406739886542,-0.0018538423193300495,-0.03830091672691187
-0.07764344872196603,0.02598157900839075,-0.08985020628280213,-0.10174253222313315,0.0789164396625707,-0.08827096073190185,-0.12207554155968177,-0.0020882018321506965,-0.16653966347208618,-0.0014034715143342062,-0.03844406046587287
-0.05415610554665278,0.04228932400248565,-0.08776341980208362,-0.02358145536378815,0.08539474684770626,-0.07980161187400561,-0.15749937708977765,0.07745242256020399,-0.19719314317520203,0.0037272535681585712,-0.021706889065876082
-0.057708308962886735,0.03995342446209756,-0.09060952538309228,-0.05536955440230229,0.08386111129695734,-0.0841126267956052,-0.15819947948736435,0.08677444037083694,-0.19849531362210748,0.004129990008745663,-0.020222096382014294
0.1105667076122131,0.04050234418635474,0.22758544318106952,0.0963933498802959,0.029519375412278774,-0.03179330453568263,-0.06464373589095682,0.044793129673188894,0.27071250484291093,-0.023035806688183627,0.016906454279845665
0.0068406647393895095,0.022493229154476366,0.19841235730600731,0.02022344460592061,0.014085311537149942,-0.03951763651992703,-0.06624060826960629,-0.13627381953586065,0.14547999954646684,-0.021098061384838024,0.02474815580837382
-0.014326090928638662,0.002904888252403061,0.19834250154157826,0.0776277733981219,0.013879483357464376,-0.0418294291770866,-0.0608029978513027,-0.09459332163245797,0.1681234521476044,-0.02080993429074064,0.024346280467834824
-0.012901215916992215,0.004711785077644506,0.23917195720317738,0.06125459823936473,0.025505020903376252,-0.042100526051350604,-0.07195084758782756,0.033700331611777594,0.27164007763814607,-0.021098061384838024,0.021069013785730423
-0.010562935619438206,-0.008197217660042434,0.19217019927279114,0.01826624090448349,0.014363727792896238,-0.047223592676784554,-0.06617343784389389,-0.13934219699641132,0.14547999954646684,-0.0250390414647521,0.02543771286462325
