MeanDiurnalRange,MeanTemperatureofWettestQuarter,Isothermality,BulkDensity,AnnualMeanTemperature,Longitude,SoilTypeWRB,CropClass,ContainsCereals
-0.045614667932936295,0.17201212728342025,-0.05562890858471915,0.2739048471434389,0.0029137304146563004,0.08305769091450363,0.01306566365076044,0.05746850224122918,-0.17674300076330796
-0.05153872850058362,0.12438177135361476,-0.05424905867540464,0.23753843819747697,-0.00784820987416068,0.059182388309498436,-0.022277631339311543,0.07168895764480783,0.02397508708943522
-0.07406568584912264,0.16646883015703434,-0.08114326324748226,0.021092151577134503,0.006180383210420925,0.048377147023760746,-0.0679747322569793,0.013658159108129215,-0.2159208570953705
-0.030748998688136877,0.21352051674443975,0.032519831807792755,-0.01129523944472477,0.031102784565737146,0.09602510617299174,0.022529040088451073,0.07015755813528701,0.14720374204127687
-0.03634498424130299,0.18079664758739725,0.004391606014112707,-0.15704961868650186,0.04255555850223973,0.12077824921158911,0.05898914585203127,-0.043881767602519835,0.1334419680335845
-0.038510502811543584,0.19674812197622035,0.007537565202547298,-0.1587312596559692,0.02914036893670428,0.10565915509246357,-0.02273554807430474,-0.03317748920638441,0.13804418452843606
-0.03634498424130299,0.18079664758739725,0.0071944291156822,-0.15696521852740591,0.043201901765535934,0.12077824921158911,0.05898914585203127,-0.03317748920638441,0.13643024644071322
-0.03998622639057889,0.17512825933847273,0.014525921624699628,-0.025404231323567263,0.042959452865482944,0.12497519633864115,0.09157236735904974,-0.0317901323824125,0.1430911928108651
-0.03783047467579959,0.17621668259113174,0.017726903455576443,-0.016521367947543608,0.0432741939576555,0.12497519633864115,0.09157236735904974,-0.025703658498983307,0.15209113808740904
-0.0329190490338468,0.17484796375460707,0.016485538424879178,0.024143340697179765,0.043798724419635206,0.12382843495900164,0.09423368721837214,-0.021656793879684246,0.15335305219807016
-0.034874965949252476,0.17534009988411986,0.017726903455576443,0.003085720423026309,0.043150456251173704,0.12380131375891604,0.0912155345921673,-0.02564196168893954,0.1525823034780258
-0.0329190490338468,0.17484796375460707,0.016485538424879178,0.024143340697179765,0.043798724419635206,0.12382843495900164,0.09423368721837214,-0.021656793879684246,0.15335305219807016
-0.034874965949252476,0.17534009988411986,0.017726903455576443,0.003085720423026309,0.043150456251173704,0.12380131375891604,0.0912155345921673,-0.02564196168893954,0.1525823034780258
-0.20075187503211542,0.03660952562326444,0.06168160162128145,-0.023005219784751185,-0.1573653205780625,0.12055007564196735,0.01596266638688914,0.058654975660705586,0.1577299663800697
-0.18483508431766663,0.04661581603611186,0.05430888676529129,0.043736535095939555,-0.14988036542536753,0.130952096649164,-0.0244673629177593,0.07784450778647134,0.13751238946261224
0.0408592028793276,0.07998962039731097,0.10266699566993776,0.022601585631314876,0.06452913611409043,0.19223087598528196,0.0005527750954891383,-0.04388288675179485,0.195603627085642
0.03972657867329949,0.07443418602846397,0.10358397550891676,-0.01658803306202531,0.05207784249497772,0.19658256810719266,0.09916890386444184,-0.029222252258894157,0.19107089799178512
0.041251086895615796,0.06893494038129247,0.10502392986843273,0.031552657057866244,0.052629214002162195,0.19947744922216126,0.09736705397814396,-0.0255208198785838,0.18824435322932476
0.04122277832302695,0.07298303667584237,0.1021530099214795,-0.00789132487471825,0.052852607501655297,0.19658256810719266,0.0979578653251977,-0.026798233043157715,0.19366580421917975
0.03972657867329949,0.07334576277580494,0.1021530099214795,-0.02192055252169555,0.05259395285731552,0.19658256810719266,0.09916890386444184,-0.027654985886739595,0.19408414033131707
0.041251086895615796,0.06893494038129247,0.10502392986843273,0.0313116315733468,0.05274972674442192,0.19947744922216126,0.09736705397814396,-0.0255208198785838,0.18836486597158447
0.041251086895615796,0.06893494038129247,0.10502392986843273,0.031552657057866244,0.052629214002162195,0.19947744922216126,0.09736705397814396,-0.0255208198785838,0.18824435322932476
0.16919393619184642,-0.15886063786491042,0.03173956077415503,0.023605890369429474,0.07928933794826418,0.10024672209895319,-0.014117390829487847,-0.015974594549693126,-0.06462878285567038
0.12779568967634633,-0.12700895724624214,-0.06232546414525723,-0.02873848938895449,0.0648906019054257,0.0803272113244169,-0.07088766560551993,-0.03557717977261935,0.11208162961820944
0.12944657472477672,-0.1288760774687784,-0.059527478929397214,0.013158877258373987,0.06874384924040781,0.0781970107017568,-0.07906474893237513,-0.03545388108244134,0.09966673851078442
0.14480674000234603,-0.151246199572802,0.009287770631886776,0.02542187101897204,0.07771112507914361,0.10266816017319369,-0.05186457865825904,-0.008940909153666533,-0.15631390890629387
0.12542924915339795,-0.12827760735554625,-0.06693430654174597,-0.02828026107138964,0.06562746505716638,0.08072267900358046,-0.06285246095644179,-0.030812608530510096,0.11455834490089975
0.12944657472477672,-0.1300769145108727,-0.05083730538754753,0.011337091029188298,0.06786871911463702,0.07662529954354441,-0.09681523568761266,-0.03614960132351695,0.09546193577202672
0.17254505595138528,-0.14797873165872344,0.027536487048520613,0.025353136650558297,0.08398136268082428,0.09266246982899044,-0.04648383213331775,-0.020112151205915276,-0.09423844518354269
0.13760859171063278,-0.1299188057251321,-0.05240966076547297,-0.03065729639691044,0.06401547177965491,0.07781087717766315,-0.09815165886680549,-0.03627290001369495,0.10910245671738633
0.15105530730610434,-0.1304824405399578,-0.04637341246159198,0.011011216851792863,0.07183912648210401,0.07626112307324937,-0.048348929248591944,-0.04059521971159981,0.09529064736829843
-0.11608124443243688,0.07082428041455047,-0.07559135097927988,-0.005249269461755024,0.011617360521271143,0.03124873968281161,-0.016096884884129584,-0.0562700603499133,0.1834006727534114
-0.12668194322128612,0.04972202699937917,-0.08055776896896752,-0.0632850528866852,0.011943150224980837,0.028520709177638978,-0.08832860989956032,-0.061589872540810435,0.17521595868011766
0.13832603250721898,0.07013533764064163,0.02990012245259958,0.01224179609580245,0.03177774431095186,0.09349406367117108,0.11801343499827999,-0.004019282849395081,0.17400715958961743
0.13995198290236352,0.0623859421010289,0.0352704848198083,-0.13532597954061917,0.06024028920939307,0.09137454681219512,0.10714215242859726,-0.0088141356532056,0.1652757698724906
-0.11029824002461149,-0.08093383710400315,0.06057050464022032,0.001384956503707531,-0.0014241664801227963,0.036817090388585466,-0.03186475264084301,-0.08651734438738608,0.1420677074432665
-0.12271686991445897,-0.07965844145184028,0.054359429391837175,-0.13087290299993987,0.024904896579828,0.032073607959208654,-0.028000907007870203,-0.06649690420853266,0.16752587992622175
-0.12271686991445897,-0.07927367318978987,0.05458588496723529,-0.13691276411317224,0.024747274454847132,0.032442254689562376,-0.019354382694605578,-0.0705650636068439,0.16816512768167935
-0.12271686991445897,-0.07927367318978987,0.05458588496723529,-0.13691276411317224,0.024747274454847132,0.032442254689562376,-0.019354382694605578,-0.0705650636068439,0.16816512768167935
-0.11025270563527009,-0.08131860536605356,0.05992613291849497,-0.0027961216976002006,-0.001137458872135636,0.035116212272031905,-0.050073390572864564,-0.08244918498907486,0.13923115677447012
-0.1226144753231989,-0.07965844145184028,0.054359429391837175,-0.13081450427883815,0.024904896579828,0.032073607959208654,-0.027283682590985264,-0.06649690420853266,0.16664786219697503
-0.12497635197384907,-0.07965844145184028,0.054359429391837175,-0.13081450427883815,0.024904896579828,0.032073607959208654,-0.027283682590985264,-0.07172613655891551,0.15723489340945468
-0.12497635197384907,-0.07965844145184028,0.05161456264608239,-0.13051307513920987,0.023889214308933964,0.032073607959208654,-0.027283682590985264,-0.06823157354429459,0.16279060097095313
-0.2596810993589653,0.031585404759928375,0.07186191233216353,0.18459553767085438,0.0005910462110173245,0.08780852086602058,-0.044407741430820866,-0.08667541504772258,0.14003699200886371
-0.24105167998809693,0.033272316921965264,0.04825552504637885,-0.14112474532638503,0.044617618570990634,0.04243881543475017,-0.019277391804780705,0.03827776269475745,0.1797882119360962
-0.2619028765791525,0.029271347404202706,0.049693595099939716,-0.06143095647106313,0.027384310215266217,0.04227816512874351,-0.019074694274318592,-0.06636169255107982,0.1818429716805467
-0.2465734846515444,0.032029806808225966,0.048269026866108726,-0.13172320406956384,0.044617618570990634,0.042753816835491024,-0.009705922241444925,-0.021531338556362023,0.17456006178965003
-0.25873435176759213,0.03376039760265871,0.07267550200360363,0.1846047886723777,0.0003043386030301807,0.08950939898257412,-0.021216595307002768,-0.09493160940032236,0.14329917212882728
-0.24765825972617247,0.03365708518401567,0.049552214633847645,-0.15136794085731425,0.0433316974884828,0.039599063149291375,0.0065843865960028385,0.03482442141353561,0.14700022501836477
-0.25687553059129153,0.029271347404202706,0.04992024713426035,-0.06465973282580413,0.026256011257739242,0.03906976611293099,-0.018485767070877478,-0.019677086100353118,0.15308947946487325
-0.24765825972617247,0.033272316921965264,0.04951462070884103,-0.1479436695809111,0.04359640160332284,0.03923041641893765,-0.002062137717261802,0.04107929917923581,0.14649390509209675
-0.10478790688912382,-0.07842047657051811,0.05779597817037952,-0.13702783470087057,0.02602342199735408,0.031753459207004585,-0.01065768541560983,0.09430249764552431,0.15824388268557027
-0.1050735093735179,-0.07866471062869204,0.058626713696548344,-0.14500909985265215,0.02638122590417705,0.03345450805431078,-0.011012671441475124,0.07115098398373006,0.16019070261509755
-0.11046223287108002,-0.07842047657051811,0.05257679188108297,-0.14260456926201429,0.022760915351406993,0.028550207542655272,-0.01772183304767632,0.041137380261656704,0.14105406209518181
-0.10629224364528927,-0.07842047657051811,0.05626024564537787,-0.1431304751598619,0.023579194711973464,0.028550207542655272,-0.014889002398147423,0.09599557772467045,0.15588566210559515
-0.1050735093735179,-0.07866471062869204,0.05941677978148254,-0.14500909985265215,0.02703369911317776,0.03345450805431078,-0.010286045508428229,0.07398200428598761,0.16044432099495692
-0.1050735093735179,-0.07494344434918655,0.057994623036956315,-0.1446835097488319,0.026702199952073243,0.03345450805431078,0.0028736270876265147,0.08087628971889349,0.16044432099495692
-0.11358081117141108,-0.08374175509314168,0.05316730477173672,-0.15399322372141347,0.022198916538482348,0.026485697003017557,-0.016511071368734205,0.03642357658388249,0.10366245041942942
