Method,BulkDensity,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,PrecipitationofDriestQuarter,AverageAridityIndex,SoilTextureUSDA,MeanTemperatureofWarmestQuarter,PrecipitationofColdestQuarter,SoilTypeWRB
0.06892115412354026,0.20116359027485822,0.0263009359045167,0.00825158926358506,-0.07492338836256399,-0.01777368402365758,0.06948047708657103,-0.039818590716605866,0.08730885800899418,-0.017723338796220414,-0.015102424456927938,0.008789583885687822,0.10400514867126766
0.04301606348932197,0.1842730226933071,0.024114187086452854,0.01060442061018404,-0.07536226933742532,-0.006146537846539655,0.07110303904250143,-0.039818590716605866,0.08523171563886603,-0.013391752816064112,-0.015858020821784533,0.007950038191823222,0.03488034910891808
-0.0017999543274376468,0.05639885114696095,0.02616719490813057,-0.009207468762034494,-0.07877449256673912,-0.015262987029102714,0.0553500214505737,-0.04082739513894439,0.07352054653707206,-0.014323242021301644,-0.022934599836125964,0.00940255244082804,-0.06215864068826938
0.04478628099488601,0.02246112326663416,0.04261131315599606,0.032130481163021016,0.1623192638733423,-0.004915378266601404,-0.04650350259575282,-0.031200178521052033,0.05022105678952351,-0.022006747284806984,0.040899314008646874,-0.03424142076149857,0.10578001862687236
-0.024277200262772202,0.06112819415994837,0.025679185221763906,0.027061448911353758,0.19606581840091516,-0.00507327452922352,-0.03424502458048237,-0.03142461829953965,0.03562852896910525,0.09196344147288882,0.027883476849230388,-0.03371477430197922,-0.06574241980048735
-0.03522710784640366,0.03051339257304235,0.01745847818928307,0.023402266213868858,0.20888741376661799,-0.021017518043678393,-0.031972554645915224,-0.03142461829953965,0.03349326240400666,0.09561903605680142,0.02359456068287775,-0.032954439963439955,-0.04442112817910309
-0.03522710784640366,0.016714000198304563,0.020630323584711494,0.023402266213868858,0.2040447636565957,-0.021017518043678393,-0.03465483400995875,-0.03142461829953965,0.03349326240400666,0.09561903605680142,0.02359456068287775,-0.033372225716800055,-0.04398494975922159
-0.02625808028928679,0.03059453388566183,0.01745847818928307,0.025297267117604688,0.20580682874739514,-0.004390621042893787,-0.03124889055617001,-0.03142461829953965,0.03349326240400666,0.09551735081552348,0.023550125073414908,-0.03329698854861912,-0.06679680217720811
-0.03512776173541138,0.027256863375466924,0.01745847818928307,0.023402266213868858,0.21121928760696215,-0.020731385489835212,-0.031972554645915224,-0.03142461829953965,0.03349326240400666,0.09561903605680142,0.02359456068287775,-0.032954439963439955,-0.04388195148670728
-0.02625808028928679,0.026375550259305512,0.01745847818928307,0.025297267117604688,0.21121928760696215,-0.004860432186359223,-0.031972554645915224,-0.03142461829953965,0.03349326240400666,0.09551735081552348,0.023550125073414908,-0.03329698854861912,-0.06679680217720811
-0.0233358218411111,0.031113388229740673,0.02416524421951754,0.026115746844967692,0.20580682874739514,-0.002089388002186357,-0.029640315353392822,-0.03171459458916798,0.03349326240400666,-0.023334011293373223,0.032798263073963003,-0.03103907358561151,-0.05509336926666005
