SoilTypeWRB,Method,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,BulkDensity,Longitude,AverageAridityIndex
0.07743673122415855,0.03565465854516248,0.014649881478086428,-0.14961440966356118,0.025882819015333583,0.1532612427485895,0.11800755487799189,0.06761047017413069,0.020967049606399862
0.0369184842362225,-0.011161855597260932,0.002896971886290323,-0.14888481480977764,0.025499651335446533,0.15274540597799188,0.11079176544440344,0.0557271850225278,0.017907436206950955
-0.04146935531408395,-0.03640696252079454,-0.021789777628338326,-0.14748606684618276,0.009169752789425254,0.1441378068726197,0.07266219575766045,0.03214548843129907,0.014156646643593644
0.06910616819179487,0.015656749550804608,-0.021170234323157802,0.24449260829958241,0.03198231799103591,-0.06074144471626576,0.054792988721555545,0.06540843393433735,-0.0007186902109299809
0.023822064018142342,-0.073043096207589,-0.004543480448034868,0.24252519241970105,0.021556673851547248,-0.05614080896310081,0.028419571827404465,0.04529897846459792,-0.009057669650225355
0.030684061020888324,-0.07075313892046306,-0.004543480448034868,0.24252519241970105,0.021556673851547248,-0.05626717534701415,0.028265270397456955,0.04541236877998266,-0.009057669650225355
0.030684061020888324,-0.07075313892046306,-0.004543480448034868,0.24252519241970105,0.021556673851547248,-0.05626717534701415,0.028265270397456955,0.04541236877998266,-0.009057669650225355
0.023822064018142342,-0.073043096207589,-0.004543480448034868,0.24252519241970105,0.021556673851547248,-0.05614080896310081,0.028419571827404465,0.04529897846459792,-0.009057669650225355
0.023822064018142342,-0.073043096207589,-0.004543480448034868,0.24252519241970105,0.021556673851547248,-0.05614080896310081,0.028419571827404465,0.04529897846459792,-0.009057669650225355
0.023806202904491872,-0.07251620676609914,-0.0069362958900013325,0.24290500242264293,0.021666728846223476,-0.05614080896310081,0.02964601246919763,0.04529897846459792,-0.008892188175509571
-0.007993525370752557,-0.07339795326871457,-0.0069362958900013325,0.24290500242264293,0.025831599954138723,-0.05614080896310081,0.02969768012374703,0.04529897846459792,-0.008892188175509571
-0.007993525370752557,-0.07339795326871457,-0.0069362958900013325,0.24290500242264293,0.025831599954138723,-0.05614080896310081,0.02969768012374703,0.04529897846459792,-0.008892188175509571
-0.0032622559502664236,-0.06030643604240391,-0.0066670419549668125,0.24372642913640435,0.026018235184085296,-0.05614080896310081,0.03217719745160054,0.04529897846459792,-0.008892188175509571
0.05494377505429494,0.05435289828968082,0.0867778854829406,0.15830270547353553,0.12374870247300705,-0.180376504361699,-0.06358474544271918,0.12867285720133156,0.1451552054893002
-0.016674610668198843,0.010096919284683174,0.07464079559919957,0.250368774135502,0.10491410834605704,-0.14435762452740425,0.0648923257466755,0.10793950313195619,0.1380420707054407
0.06463441961730838,-0.06992251611817828,-0.10975541003238282,-0.14553193656093374,-0.11604606835146171,-0.21194519589252667,0.01779082020420501,0.09465895028117918,-0.07565857195705045
-0.024633599256412095,-0.03909692377245104,-0.10432973382971142,-0.12892825984206616,-0.09689923782468106,-0.19726033064263326,0.018325779822456575,0.0872530217383982,-0.0800230000506236
-0.06162425983600843,-0.000784291041650047,-0.10451833405620434,-0.13172770413979246,-0.10012084522259296,-0.20334238857144263,0.026227467729102956,0.09076653395865238,-0.07550461872585294
