PrecipitationofDriestQuarter,Method,MeanTemperatureofWarmestQuarter,AverageAridityIndex,PrecipitationofColdestQuarter,Longitude,BulkDensity,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,SoilTypeWRB,MeanDiurnalRange
-0.014715785695724501,0.04390278294985614,-0.040518775120342826,0.003532432912730784,0.0066892069641868775,0.05996432616886888,0.17356488144469467,0.03767093122377628,-0.13125553289494996,-0.00932042069732875,0.056684595846176924,0.1720042591942064
-0.02163446763255038,0.03235074176006303,-0.040469521375793314,0.0021209694006308895,0.00011078766356848531,0.06225910661788214,0.16227366695967513,0.034650603381436516,-0.13042765244887006,0.0009613837160474513,0.021806287493252748,0.17402707003076068
-0.02449941169911933,0.018221075812900518,-0.060305359069559195,0.0021209694006308895,0.0006082107083924581,0.06214268344522883,0.059743703529192185,0.03411953129413721,-0.11410609096605752,-0.007468576826797768,-0.11715002194227743,0.17147625336201291
-0.006797823897947027,0.045976944452349844,0.03193758450394032,-0.004388574482429383,-0.060171932555959935,0.06848542238162396,0.012515073494893413,0.0015878155891595974,0.19876828422108858,0.06024509521471787,0.06409445109657275,-0.07720724403460698
-0.016835403883584267,0.018843676308272023,0.023777074526642114,-0.009101457265894265,-0.05463803008596019,0.06213077798856591,0.0575990844288973,0.008846226476584392,0.23052115727446243,0.05492626281031114,-0.06943637177645227,-0.049049659801283195
-0.01487932371098701,0.013328094992923091,0.023777074526642114,-0.0087747396534152,-0.05463803008596019,0.06213077798856591,0.03957890582531057,0.009902766057062322,0.23052115727446243,0.03625217878526427,0.0016615864642857581,-0.049049659801283195
-0.01487932371098701,0.004739043117157054,0.023777074526642114,-0.0087747396534152,-0.05463803008596019,0.06029026687233034,0.0211347535180649,0.009902766057062322,0.23052115727446243,0.03625217878526427,0.0016615864642857581,-0.049049659801283195
-0.016835403883584267,0.0019920971251845654,0.023777074526642114,-0.009101457265894265,-0.05463803008596019,0.06029026687233034,0.0211347535180649,0.008846226476584392,0.23052115727446243,0.05492626281031114,-0.06943637177645227,-0.049049659801283195
-0.01487932371098701,0.010937038969536848,0.023777074526642114,-0.009101457265894265,-0.05463803008596019,0.06213077798856591,0.03957890582531057,0.009902766057062322,0.23052115727446243,0.04018411795037347,-0.02586157541935654,-0.049049659801283195
-0.016835403883584267,0.0019920971251845654,0.023777074526642114,-0.009101457265894265,-0.05463803008596019,0.06029026687233034,0.0211347535180649,0.008846226476584392,0.23052115727446243,0.05492626281031114,-0.06943637177645227,-0.049049659801283195
-0.016835403883584267,0.0019920971251845654,0.023777074526642114,-0.009101457265894265,-0.05463803008596019,0.06029026687233034,0.0211347535180649,0.008846226476584392,0.23052115727446243,0.05492626281031114,-0.08572690542175714,-0.049049659801283195
-0.016835403883584267,0.0019920971251845654,0.023777074526642114,-0.009101457265894265,-0.05463803008596019,0.06029026687233034,0.0211347535180649,0.008846226476584392,0.23052115727446243,0.05492626281031114,-0.08572690542175714,-0.049049659801283195
-0.016835403883584267,0.0064930738437629105,0.023777074526642114,-0.009101457265894265,-0.05463803008596019,0.06029026687233034,0.021513617636038998,0.008846226476584392,0.23052115727446243,0.057544038691894075,-0.08633311453136246,-0.049049659801283195
-0.026387730701979778,0.104588882248452,-0.018869487895626678,0.1360057256433715,0.09116012635857768,0.10139787269562157,-0.09487544682311203,0.07335341202086641,0.18955484274234347,0.12857313471911638,0.045959721996695006,-0.13137509074128761
-0.027178929686429935,0.09463502352701189,-0.0028121507770869506,0.13840881584762052,0.09003326553904833,0.10049859792220318,-0.0455226615977095,0.06635985542588366,0.1925704747629113,0.13530227943807008,-0.059841821502505124,-0.1304060980293177
-0.034131228252942666,-0.00383659922286281,-0.049499589289421116,-0.08311900310851962,-0.021152292924992575,0.09308066665426602,0.043417192590150935,-0.10335741657555621,-0.12642079922133148,-0.038366554133670884,0.0641453227137466,-0.15967850992742477
-0.03104623065984,0.006308246449947693,-0.04169487895762537,-0.08663441416126666,-0.02490730397651802,0.08629877481562465,0.012669669982229891,-0.09517066081195989,-0.1284803628394004,-0.056712746696856116,-0.03817290095982788,-0.15957424911805565
-0.031137717947327063,0.010891555074211709,-0.033191543762705174,-0.08663441416126666,-0.02490730397651802,0.08666107180044565,0.006671377488887,-0.10130364662555917,-0.1303266518245183,-0.05689855710900859,-0.0715221489153535,-0.15957424911805565
-0.02748074379117836,0.026331760271619046,-0.031138248134495096,-0.08565891757878362,-0.02531363808731388,0.08997797575500112,-0.014788297998841658,-0.10317299094392125,-0.11436525703763288,-0.049578278782303635,-0.08561879816749354,-0.1685699778217579
-0.02648018195246487,0.025893068375297108,-0.031138248134495096,-0.08388277763363965,-0.02531363808731388,0.08932201813983079,-0.03259507573082829,-0.10440071691941025,-0.11436525703763288,-0.05121462747114705,-0.08796534767106376,-0.17040092758279726
-0.027266761683168356,0.015092540544409297,-0.03476241002577616,-0.07584360141092321,-0.017817661296094505,0.091685718327161,0.03522467871199001,-0.09877433020604065,-0.10743057510788133,0.062175665529141604,-0.07073138028676502,-0.16932915731683842
-0.025792412870905612,0.01426387646866717,-0.030199412098754704,-0.07467357256165791,-0.017817661296094505,0.09116474872455915,-0.01960245620733492,-0.10000205618152964,-0.11392794521384558,0.08071757751775067,-0.07512647005429535,-0.17123888878130367
-0.03193227422895647,0.051435782835650916,-0.0005303161484453724,0.16633139911382241,0.013289410145401616,0.09669760645870458,0.10584458134410414,-0.05802095598957127,-0.04960511231000357,0.07672760686471626,0.08116321083063313,0.2829358137824459
-0.03283183920145068,0.04243840864498622,-0.0006318614651995947,0.14393951843138364,0.008810512877586286,0.0960510670354436,0.0074307397570799035,-0.08451113359168824,-0.059332853950963695,-0.1745845981143914,0.12417951908851098,0.2098690528413443
-0.03153476867828085,0.050062054718903626,-0.0014822188717843565,0.1563992925169217,0.011972063943730345,0.09210764126953495,0.04996262947894956,-0.07709263475470345,-0.060409895660083486,-0.13175896269956083,0.10495502782578504,0.20939280082243705
-0.03275049770950867,0.041869102295882046,0.004079510124631597,0.1613426344274109,0.006710990844783228,0.09846590153395694,0.058083019168896494,-0.0640088347283205,-0.059603453635970166,0.07915857901126523,-0.02455017915780363,0.2817229578505931
-0.03521231243571277,0.04283574634715113,0.0007301510708901395,0.14393951843138364,0.008810512877586286,0.09591673767775614,0.002909386150347284,-0.08016405604748778,-0.06046095655314513,-0.1828550283984481,-0.033203424711547094,0.20502455884140824
-0.03892403804318751,0.03194991399549157,-0.00025675646480838993,0.15903860247691778,0.01252575644888354,0.09359569891196623,0.07065703564451882,-0.07399805925162478,-0.06123362223567078,-0.1432693482819511,-0.11613009823273415,0.20741105237728766
-0.03951527382720996,0.03461735890108215,0.004079510124631597,0.16398194438740699,0.006710990844783228,0.09846590153395694,0.05808301916889651,-0.06750034028061556,-0.059603453635970166,0.07425938237369245,-0.11056264724620767,0.2817229578505931
-0.03521231243571277,0.038947611045845563,0.0007301510708901395,0.14393951843138364,0.008810512877586286,0.09591673767775614,0.002909386150347284,-0.08016405604748778,-0.06046095655314513,-0.18348417688136975,-0.02855962991487745,0.20502455884140824
-0.03892403804318751,0.03194991399549157,-0.00025675646480838993,0.15903860247691778,0.01252575644888354,0.09359569891196623,0.07065703564451882,-0.07399805925162478,-0.06123362223567078,-0.1432693482819511,-0.11613009823273415,0.20741105237728766
-0.026214985193988523,-0.011051194719588072,-0.053558320526103854,-0.0751809845464155,-0.05588953392226906,0.07772883148970937,0.037842847386737,0.013059847958490274,-0.23517515204677042,-0.12080671299490436,0.022547424037304375,-0.15993334050245925
-0.015944797829733848,-0.11375593803848968,-0.03077437415209587,-0.08058721085540914,-0.049154392697860684,0.06480707405736459,-0.06422176302337664,0.015145077497731916,-0.23759887756827003,-0.13176994148292664,-0.08644213224615359,-0.17819230305085004
-0.01475934652902528,-0.05619717889334112,0.045780460037076434,-0.07303613810262904,0.07570673275145279,0.09436950136829016,-0.0046850230682523916,0.014564139230136138,-0.1371701907129706,0.17944742463063618,-0.06316142157348693,0.2852105133027452
-0.020317226515649146,-0.06937571418829172,0.0432712654389884,-0.07379202525408604,0.07219613814200382,0.0927682101498916,-0.0812517124870378,0.014560708264407163,-0.1271595201919585,0.1714652012820108,-0.06540680317848763,0.28719186125046564
-0.022046460893376744,-0.07061150984284575,0.013470581649949067,-0.07204058175975209,-0.043421336736118595,0.07859647339965038,0.11070129663127035,-0.0008072729014758878,-0.17975811962731095,0.06285770564268092,0.060405812782804574,-0.13102668267704312
-0.008099883556261962,-0.10591852634126665,0.02176756224867603,-0.07176743354679008,-0.04802410404990932,0.08720486610543302,-0.06295590690113315,0.03532856402664514,-0.15048155131394794,-0.11708011653957283,-0.04197423233722975,-0.17183665258276454
-0.01160357472141828,-0.09168793276235693,0.009947004162981238,-0.0727580624013,-0.041484222092220746,0.07987708510122407,-0.11047616582986546,0.006202041295015089,-0.14410709043887512,0.061100378574295476,-0.092310290489502,-0.16266901121973382
-0.007887641938577383,-0.10097583792854115,0.01184803149535581,-0.06707708512233587,-0.04802410404990932,0.08560357488703446,-0.10695220387161246,0.03014584592818627,-0.15338529410380602,-0.11455211989750758,-0.0859957728997508,-0.17051511120968113
-0.01866540516844828,-0.05945337160931267,-0.003237351081300053,-0.0752903826022143,-0.031979566682874314,0.0767660212394688,0.10011207601973306,-0.009103496556818602,-0.1776813303542398,0.054928909299187194,-0.10210976594737245,-0.1350568422125723
-0.007671804676373026,-0.08648544627975994,0.01537999707845654,-0.06985736445995513,-0.04473987953230035,0.08593347011184335,-0.06348566761332837,0.028092870932366294,-0.15338529410380602,-0.11551241012478726,-0.09804535030467502,-0.17079948343066056
-0.011175495841529338,-0.07561229631623757,0.008755921611879637,-0.07201840986617644,-0.03819999757461178,0.07860568910763441,-0.11100592654206067,0.006520524248851821,-0.14410709043887512,0.05500706337151434,-0.1036830472964451,-0.16163184206762984
-0.007459563058688447,-0.08970998035153581,0.010656948944254209,-0.06678334539088339,-0.042692043003030575,0.0843321788934448,-0.10642252534069829,0.03477799603844994,-0.15269854860290272,-0.11565097027963701,-0.09794466205433865,-0.1695126185204774
-0.014174579475539156,0.0015188770078380107,-0.006073650844087827,-0.07478099082761518,-0.02597455561262069,0.0674479962418362,0.1704854440048864,-0.00099784622373069,-0.23741026522738598,0.036307999799598055,-0.0726206008575682,-0.1401728430497437
-0.003055796474104752,0.01820883563231307,-0.012266212808689681,-0.06665521192426402,-0.03499589868372587,0.07840608642015211,-0.09033787620182746,0.0536930387376007,-0.19828371075174817,-0.1047331011369966,-0.06360434472949682,-0.1704888841505555
-0.0032680380917893296,0.026479786156712804,-0.020500322015406126,-0.07845654601667572,-0.03434382162062358,0.07867525151117795,-0.05887647552994519,0.054922250780718974,-0.19891432120424649,-0.09438658096278782,-0.0686192378927972,-0.17151941989621944
-0.003055796474104752,0.018481157637539145,-0.013373666318974351,-0.06665521192426402,-0.043343734044757665,0.07840608642015211,-0.08869023049610991,0.0536930387376007,-0.19824835435749605,-0.09021565525565754,-0.06289676314826934,-0.1704888841505555
-0.014174579475539156,0.007948239824136288,-0.006073650844087827,-0.07478099082761518,-0.02597455561262069,0.0674479962418362,0.1704854440048864,0.0004726811788014752,-0.23741026522738598,0.033568853511125304,-0.0726206008575682,-0.1401728430497437
-0.003055796474104752,0.025711926183251944,-0.012266212808689681,-0.06665521192426402,-0.03499589868372587,0.07840608642015211,-0.09033787620182746,0.05809638550123338,-0.19828371075174817,-0.10481125651142316,-0.0637452073759131,-0.1704888841505555
-0.0032680380917893296,0.022224363927119694,-0.020500322015406126,-0.07845654601667572,-0.03434382162062358,0.07867525151117795,-0.05887647552994519,0.05862454838073002,-0.19891432120424649,-0.09399847296965107,-0.06876010053921348,-0.17121354061335786
-0.003055796474104752,0.023464362087750643,-0.013373666318974351,-0.06665521192426402,-0.043343734044757665,0.07840608642015211,-0.08869023049610991,0.05984412895153587,-0.19824835435749605,-0.08982754726252076,-0.06303762579468561,-0.17018300486769392
-0.006599581161626796,0.038563152414261656,0.008755921611879637,-0.0706356397275744,-0.03424299481390312,0.0810596064562118,-0.10622533592687877,0.040732675134209695,-0.1394056989303665,0.021425437668869052,-0.09729494230131897,-0.15857563660539603
-0.0028003063023576014,0.06023335598271111,0.010656948944254209,-0.06530779123542237,-0.04706269652108268,0.08678609624202217,-0.10004305611169678,0.07191607339232528,-0.14868390259529748,-0.0903004106177536,-0.08948936817094097,-0.1662317694617767
-0.003012547920042179,0.06298310373372965,0.009560108637621894,-0.07573950160324001,-0.037275862081650055,0.08678609624202217,-0.10271134846210794,0.06525523712736227,-0.15409203213752795,-0.11681591320812902,-0.09776784973984916,-0.16748150097462366
-0.0022593218833372856,0.05497438674886717,0.009390792906587722,-0.07433526153550449,-0.042430408476610455,0.08654667855958044,-0.09836231633296466,0.06546488312606835,-0.14821123437725806,0.08807825356240499,-0.08912427443240808,-0.20716227004080154
-0.006599581161626796,0.038563152414261656,0.008755921611879637,-0.0706356397275744,-0.03424299481390312,0.0810596064562118,-0.10622533592687877,0.040732675134209695,-0.1394056989303665,0.021425437668869052,-0.09729494230131897,-0.15857563660539603
-0.0028003063023576014,0.06023335598271111,0.010656948944254209,-0.06530779123542237,-0.04706269652108268,0.08678609624202217,-0.10004305611169678,0.07191607339232528,-0.14868390259529748,-0.0903004106177536,-0.08948936817094097,-0.1662317694617767
-0.003012547920042179,0.06298310373372965,0.009560108637621894,-0.07573950160324001,-0.037275862081650055,0.08678609624202217,-0.10271134846210794,0.06525523712736227,-0.15409203213752795,-0.11681591320812902,-0.09776784973984916,-0.16748150097462366
-0.0017993963980615663,0.06148015942397049,0.009390792906587722,-0.07433526153550449,-0.04011422416220451,0.08654667855958044,-0.1000160225844832,0.06581028066771095,-0.14821123437725806,0.08807825356240499,-0.08912427443240808,-0.20604367513785193
-0.009802569404539154,-0.0030468980675426643,-0.0039001655462900953,0.16397850948118378,0.08756725611128598,0.11914410150256392,0.11096415086881452,0.0017616429431469324,-0.0964163555046848,0.01569469386944324,0.0793181681635138,-0.162840888057968
-0.013569154738301906,0.00022460744492207362,0.0017745240196662035,0.16175507562514124,0.0818095424046484,0.11502179040521716,0.1099601478299974,9.918709875995511e-05,-0.0941250695341228,0.005765481813786047,-0.10442006555387356,-0.16492800414705536
-0.016638910215451677,-0.021630616201216677,-0.0019117829613026736,0.16124378315122226,0.08569030581888742,0.12325522745034363,0.041941457306387764,-0.012280310194253222,-0.09468907178093965,0.015933820466162558,-0.09500269209611559,-0.16663398333258392
-0.01813371552812055,0.0238078493208365,-0.031884016120097815,-0.014737161061574605,-0.03549017863269677,0.054436395754573284,0.16126235153887614,-0.09244714006195401,0.11574047054887981,0.06464050833979025,-0.10586949108569589,0.0692461147774318
-0.033041157674254466,0.003429332727693239,-0.03239129636204061,-0.029465821091362667,-0.052352352995103206,0.053650769352616694,0.1565192005151443,-0.1380900652072648,0.11955638949360001,-0.19452592298712193,-0.11502497996523296,0.06934819983354706
