SoilTypeWRB,MeanTemperatureofWarmestQuarter,BulkDensity,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,PrecipitationofColdestQuarter,AverageAridityIndex,MeanDiurnalRange,Method
0.08716942628943308,-0.022126897636389958,0.19653578371601585,-0.011402645320025188,0.004232375750259809,-0.074865145374119,-0.02690213614662407,-0.011120928083495981,0.09831557896472773,0.1035930536606543,0.06388129400910969
0.01834701101195682,-0.026298386183841276,0.16152897828338733,-0.009187502670232283,0.0008740051553120104,-0.07503390426070292,-0.013083014205644452,-0.011156211474925142,0.09760414271442056,0.09686363785495274,0.053364861363791795
-0.09107566703529213,-0.031495966095389266,0.07434034893668831,-0.00238559571760521,-0.015118690072282566,-0.0843019204062745,-0.03657308790331035,-0.020722737907494737,0.08349395109756591,0.0918762683975022,0.0067847806560599085
0.08303707298906406,0.046556648713019504,0.01902823738857125,-0.00029425334876103824,0.028639779567355986,0.15115436195016846,-0.004128418563025315,-0.03071325911094333,0.0522947752069363,-0.051055650235788425,0.05715733994430335
-0.04082043573196818,0.047179413266767604,0.0747839790499491,-0.004286048615888352,0.02256800942944188,0.18670908906980813,-0.01754171953208659,-0.0264041599025977,0.04057074523205001,-0.036763086065536604,0.008634844778677282
-0.0022237573950257853,0.03360281676435864,0.024042647902654365,-0.0073270559755469885,0.023147750617622306,0.18762730286636314,-0.02688910139037819,-0.017169193330249716,0.03960117682180943,-0.03810458431909321,0.005878791688847061
-0.001983423998610614,0.03319301338537838,0.024039570934461005,-0.007289632872576918,0.023147750617622306,0.18762730286636314,-0.026422670080185503,-0.017169193330249716,0.03960117682180943,-0.038146208402092194,0.005589108309441749
-0.0588924294936242,0.032417585364079,0.04716391356587464,-0.006879019225045346,0.0226201223582088,0.19021904306103085,-0.019218593847195792,-0.013049496047738822,0.039299760331063166,-0.038068379622662435,0.009006202475591089
-0.0026676418752162928,0.03360281676435864,0.023964158173698947,-0.0073270559755469885,0.02326856877851594,0.18797444781708197,-0.027475177558693994,-0.016822048379530864,0.03958104046166049,-0.038068379622662435,0.006156065667695623
-0.04416397112127616,0.03360281676435864,0.023307373872937003,-0.0073270559755469885,0.023669646533687447,0.18797444781708197,-0.019218593847195792,-0.016822048379530864,0.039299760331063166,-0.038068379622662435,0.005185094281937625
-0.05909576610255713,0.032417585364079,0.04716391356587464,-0.006879019225045346,0.0226201223582088,0.19021904306103085,-0.019218593847195792,-0.012891448439448798,0.039299760331063166,-0.038068379622662435,0.009051491476233981
-0.060765815556417975,0.03224770999284586,0.048110166335452745,-0.006565673924577765,0.0226201223582088,0.17024679753843977,-0.015631787622188524,-0.015594575042144468,0.039299760331063166,-0.03530895197371106,0.007592016475979763
0.04789474847536665,0.033264320483756916,0.0774315669764481,-0.0031430510634528203,0.024554008074756363,0.16953365202006945,0.002435677214341351,-0.016599174934990992,0.03892235083153793,-0.03024848090758135,0.055643707446152046
0.0669515038285323,-0.03724283880626457,-0.1309821388182411,0.13812946876658555,0.06937559517134467,0.1775152616761183,0.1069176137915233,0.056327433761129905,0.15049837724559048,-0.12285504592989309,0.16715714858759012
-0.010021522032820631,-0.024615778841006738,-0.060485891072539606,0.13720283507885125,0.06920087230399057,0.1903808476724431,0.08949613794509167,0.05132188568956809,0.15813857902657247,-0.10946082577384153,0.1368539187749132
