Method,BulkDensity,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,SoilTypeWRB,MeanTemperatureofWarmestQuarter,SoilTextureUSDA,ContainsLegume
0.06572905474950774,0.09865083830089497,0.06397491201888053,0.1023798928116587,-0.12727128874112928,-0.054046818845710706,0.18827281126810366,0.0970165108124626,-0.0431267778183513,-0.04018426505175153,0.0692468413359974
0.03645604647506987,0.08706669724950349,0.0649152713710553,0.07920118983676948,-0.13019737217236618,-0.052365997925414014,0.2413376416508459,0.0784029438619354,-0.04772582097499934,-0.033009216616883455,-0.0710202336290573
0.03270105781245089,0.055319557869119546,0.06112744977440566,0.07920118983676948,-0.12926103253924237,-0.05754206809463793,0.2413376416508459,-0.04572125989134339,-0.04891447052750837,-0.028326452538768355,-0.07086127087938805
0.04031259014282332,0.062133202853161026,0.06362233461469384,-0.037780864290739825,0.26217591277133867,0.032518331782277865,-0.07557255569127222,0.10036235232020203,0.013122542883575186,-0.04835108970850277,-0.05661884129879955
0.027302743679548862,0.04737939248100326,0.05954562388318889,-0.038819474245837385,0.2565202295241968,0.013084045825464276,-0.07536894064464046,-0.0008870924151586878,0.000758401060891296,0.07761953519456243,-0.058326505597533364
0.037967912856625784,0.03552416450690238,0.053158216894079006,-0.03785864896397776,0.2546128216250623,-0.01085103769917685,-0.07536894064464046,0.08589474881525266,0.0016580282644408089,0.07761953519456243,-0.05561256352055938
0.01646452503491931,-0.01137370036139072,0.053158216894079006,-0.03785864896397776,0.2546128216250623,-0.01085103769917685,-0.07536894064464046,0.08589474881525266,0.0016580282644408089,0.07761953519456243,-0.05561256352055938
0.009854286245997773,-0.01137370036139072,0.053158216894079006,-0.041174161168529566,0.2565202295241968,0.013084045825464276,-0.07536894064464046,-0.0008870924151586878,0.000758401060891296,0.07761953519456243,-0.05596570388032105
0.03216818647145626,0.03552416450690238,0.053158216894079006,-0.03946573928634404,0.2546128216250623,-0.01085103769917685,-0.07536894064464046,0.046263033005189205,0.0015788021965550182,0.07761953519456243,-0.05572151591322845
0.004545827946095266,-0.01137370036139072,0.053158216894079006,-0.04180865195195843,0.2565202295241968,0.013084045825464276,-0.07536894064464046,-0.0008870924151586878,0.000758401060891296,0.07761953519456243,-0.058326505597533364
0.004545827946095266,-0.01137370036139072,0.053158216894079006,-0.04180865195195843,0.2565202295241968,0.013084045825464276,-0.07536894064464046,-0.0008870924151586878,0.000758401060891296,0.07761953519456243,-0.058326505597533364
-0.00046248260390817245,-0.008572447973746108,0.05570990124712689,-0.03891836951039859,0.2609309505836956,0.023606703960720857,-0.07568300640117832,-0.0008870924151586878,0.002538428444529912,-0.02781434437396332,-0.05525561541599234
0.00831492241111728,-0.008572447973746108,0.05570990124712689,-0.037889713561312904,0.26247164681782914,0.028528892857130825,-0.07568300640117832,-0.0008870924151586878,0.002538428444529912,-0.02781434437396332,-0.05525561541599234
0.07819881183548688,-0.03260117131229904,0.0979072323674365,0.16515657808158113,0.22663553093898536,0.11231819025509812,-0.19822371756766582,0.09876527941957267,0.01449857876570005,-0.011560598117370539,-0.07091864231582069
0.06846782987867006,0.03472944773483373,0.09731011483590143,0.16254383624425456,0.23938467459718402,0.11531258650217813,-0.18144243855910064,0.02083217764457709,0.02713208592058552,-0.008320310582372953,-0.06942391962564248
0.006933365386713581,0.04023041810753404,0.08529068800463328,-0.09811031366586823,-0.1383833562958257,0.001436634765100761,-0.20721718549153856,0.08903687454733855,-0.02781939898001058,-0.06037859258749737,-0.11085350418326581
0.011231138332783101,0.009856577755196223,0.07565198154311234,-0.09674023707148122,-0.13836889643660383,-0.022414089471933966,-0.19609871011514696,-0.07999137062491608,-0.0008446197589791094,-0.019164036165835795,-0.10980110353454747
0.012168622916871938,-0.02114461511677655,0.07413986580505316,-0.09723774937941126,-0.14006439896772443,-0.02437818155212206,-0.20597693254272878,-0.10898434158412364,-0.0014542062807385574,-0.06442434647018795,-0.10775263997715892
0.03536359889182628,0.04624457848495485,0.08213085665568659,-0.09391627260222628,-0.13685319612103192,-0.015120564711767256,-0.2092033029899417,-0.1052970560547692,0.002003973825253597,-0.019164036165835795,-0.11166684481102254
0.04098613152306415,-0.02022598209974887,0.08124656360915258,-0.09486370351463248,-0.13931609486051316,-0.016527095562313812,-0.2227726317231502,-0.10331816455575406,0.002003973825253597,-0.019164036165835795,-0.09612832402412178
0.031024834542175767,0.05347049470577845,0.08476968238576663,-0.08662617456329601,-0.14004145917650224,0.08671166590354204,-0.2155950616085398,-0.10162655614586465,0.003694425293921209,0.09542938321662153,-0.05174908609688285
0.027952532345037345,-0.013884215150576657,0.08496714096682284,-0.09648218484439824,-0.13940442817060994,0.09685927821381131,-0.22947845609828624,-0.10000075203050018,-0.0007731498405876517,-0.0302949701256669,-0.05195338693632781
0.055561263033056495,0.09679359740000869,0.07745629548829962,-0.024396535780347506,-0.04155077613585547,0.09301549459243884,0.3131434379729896,0.12213982558568588,0.008202832266617534,-0.01396084832586976,0.04481999440907121
0.050576325871086916,-0.007108417709565488,0.06239866768025734,-0.018676960312395637,-0.048692834204712515,-0.18493285599595066,0.2616551177824481,0.13128705679759595,0.02494687922103492,-0.0470397774556029,-0.006945939839397405
0.1105759859143966,0.04352123382695525,0.06555249791029599,-0.020501724364706726,-0.04866343960461725,-0.13841514851174233,0.26484305187944707,0.13019735805953447,0.025157357521279376,-0.042044921997884316,-0.04895880213819994
0.047834359847430626,0.06856280827237236,0.07343243159627617,-0.028684236894545523,-0.05053138691388201,0.09754276046594293,0.358996200950097,0.09145250188329027,0.025513685492948236,-0.03954888996425736,-0.05205904339511499
0.047131250250782436,-0.0026968405699127826,0.06430423448819417,-0.026745810791809436,-0.04881293716029703,-0.17833425109282086,0.26484305187944707,0.09548456444808708,0.02555650250805955,-0.014509879494303476,-0.05014947515640882
0.04487552479562602,0.060591157314592886,0.06455204472447022,-0.02593917246275144,-0.04839422587711179,-0.1485341424432261,0.26484305187944707,-0.020708521550709957,0.023200754861064547,-0.03672793492028554,-0.04923613749379593
0.04336490196855445,0.06223841358590803,0.07343243159627617,-0.030217131429232442,-0.05026217318637655,0.09235086123450688,0.358996200950097,-0.021438724348808773,0.0206473413011059,-0.031344014528401756,-0.052336378750710975
0.03583999614693239,-0.003387115623605566,0.06303017952553051,-0.026745810791809436,-0.049860855719789605,-0.17806755104253422,0.26484305187944707,0.09949584134235682,0.02555650250805955,-0.012034834964679612,-0.06382846084296954
0.033947355121420345,0.04790825827038423,0.06548669061996917,-0.02494162041489743,-0.049442144436604364,-0.14713924997481917,0.26484305187944707,-0.02013632939571873,0.023200754861064547,-0.026429461466129685,-0.0625883116242168
0.011970965110423025,0.044908225822068576,0.06198359847104098,-0.023986078468091792,-0.2687353064291362,-0.08199061535188025,-0.19668215078551135,0.07727393266195534,-0.03635721554201369,-0.04171718886562888,-0.10441230936712782
