ContainsCereals,MeanTemperatureofWettestQuarter,Isothermality,AnnualMeanTemperature,Longitude,MeanDiurnalRange,BulkDensity,SoilOrganicCarbon,SoilTypeWRB,CropClass
1.665302365136365,15.13333320617676,25.33687973022461,2.020833253860474,-106.0,11.90833377838135,0.82,0.059,1.665302365136365,1.6189172191961658
1.8402176361982354,15.13333320617676,25.33687973022461,2.020833253860474,-106.0,11.90833377838135,0.81,0.052,1.8402176361982354,1.7644580277668585
1.665302365136365,15.13333320617676,25.33687973022461,2.020833253860474,-106.0,11.90833377838135,1.11,0.036,1.9106698437411629,1.665302365136365
1.9106698437411629,11.85000038146973,43.70451354980469,16.46249961853027,-8.5,10.00833320617676,1.3916599999999995,0.073256,1.665302365136365,1.665302365136365
1.9853822087682889,11.85000038146973,43.70451354980469,16.46249961853027,-8.5,10.00833320617676,1.5037999999999994,0.073256,1.9374108344930159,1.9374108344930159
1.9629313911711581,11.85000038146973,43.70451354980469,16.46249961853027,-8.5,10.00833320617676,1.5048599999999996,0.073256,1.9159832632562226,1.9159832632562226
1.9652465060787774,11.85000038146973,43.70451354980469,16.46249961853027,-8.5,10.00833320617676,1.5231699999999992,0.073256,1.9311929675963853,1.9311929675963853
2.006590767373027,11.85000038146973,43.70451354980469,16.46249961853027,-8.5,10.00833320617676,1.4192999999999998,0.073256,1.9958856411048127,1.9958856411048127
2.0078957756697067,11.85000038146973,43.70451354980469,16.46249961853027,-8.5,10.00833320617676,1.3976899999999992,0.073256,1.9994098398784212,1.9994098398784212
2.0474298034352416,11.85000038146973,43.70451354980469,16.46249961853027,-8.5,10.00833320617676,1.3862199999999993,0.073256,2.051451580690007,2.051451580690007
2.0804086666924793,11.85000038146973,43.70451354980469,16.46249961853027,-8.5,10.00833320617676,1.3940799999999993,0.073256,2.0921724376047086,2.0921724376047086
2.0977461143064833,11.85000038146973,43.70451354980469,16.46249961853027,-8.5,10.00833320617676,1.3877799999999993,0.073256,2.1120555656982436,2.1120555656982436
2.115056637784577,11.85000038146973,43.70451354980469,16.46249961853027,-8.5,10.00833320617676,1.3889799999999994,0.073256,2.13139724873278,2.13139724873278
2.1083568059324675,19.0,41.60561370849609,17.8791675567627,-1.0,11.35833358764648,1.42,0.0062209,1.665302365136365,1.665302365136365
2.094978969749863,19.0,41.60561370849609,17.8791675567627,-1.0,11.35833358764648,1.36,0.0062209,1.7931847322561834,1.7931847322561834
2.082127935552776,15.76666641235352,35.87105560302734,10.57499980926514,1.8,8.716666221618652,1.3871290953600002,0.010291,1.665302365136365,1.9375056455543955
2.108910628586858,15.76666641235352,35.87105560302734,10.57499980926514,1.8,8.716666221618652,1.3986586308099993,0.010872,2.087976694617229,2.0873114974567097
2.1143442776748276,15.76666641235352,35.87105560302734,10.57499980926514,1.8,8.716666221618652,1.3564272616199997,0.010814,2.1257453507722657,2.074456426035286
2.1010304368944563,15.76666641235352,35.87105560302734,10.57499980926514,1.8,8.716666221618652,1.4300386308099993,0.010291,2.062982798986236,2.0802947406164236
2.134617791333482,15.76666641235352,35.87105560302734,10.57499980926514,1.8,8.716666221618652,1.4074886308099992,0.010291,2.1982242734361774,2.1034955263635964
2.149004408783185,15.76666641235352,35.87105560302734,10.57499980926514,1.8,8.716666221618652,1.3626372616199995,0.0057,2.2355785845847396,2.077947214410883
2.163774515224959,15.76666641235352,35.87105560302734,10.57499980926514,1.8,8.716666221618652,1.3582968948699996,0.0057,2.2675211645098377,2.0898813215579874
1.5508024909897822,24.39999961853027,41.58163452148438,13.72500038146973,-102.0,16.29999923706055,1.18,0.01,1.665302365136365,1.9276569555056897
2.1676741701277544,24.39999961853027,41.58163452148438,13.72500038146973,-102.0,16.29999923706055,1.25,0.013,1.790894738362986,1.989719505201207
2.1507566037081016,24.39999961853027,41.58163452148438,13.72500038146973,-102.0,16.29999923706055,1.17,0.0225,1.7867865397339031,2.0031011328460027
1.6726973645230572,24.39999961853027,41.58163452148438,13.72500038146973,-102.0,16.29999923706055,1.18,0.01,1.8496402946659274,1.9308971342750731
2.1460668101978473,24.39999961853027,41.58163452148438,13.72500038146973,-102.0,16.29999923706055,1.25,0.013,1.8295421136863133,1.9950589839818635
2.1174791387299177,24.39999961853027,41.58163452148438,13.72500038146973,-102.0,16.29999923706055,1.17,0.0225,1.763180931988528,1.9893237361512355
1.6918103708342571,24.39999961853027,41.58163452148438,13.72500038146973,-102.0,16.29999923706055,1.18,0.01,1.7271266494261235,1.919714988286122
2.09414536239614,24.39999961853027,41.58163452148438,13.72500038146973,-102.0,16.29999923706055,1.25,0.013,1.7593053326652086,1.9777093129510641
2.0736149711711387,24.39999961853027,41.58163452148438,13.72500038146973,-102.0,16.29999923706055,1.17,0.0225,1.7349186067380864,1.9934989702058292
2.063058817314641,18.38333320617676,25.12165451049805,6.3125,-75.0,10.32499980926514,1.384839999999999,0.0216,1.665302365136365,2.1219937555486323
2.052027363464937,18.38333320617676,25.12165451049805,6.3125,-75.0,10.32499980926514,1.3946399999999992,0.0216,1.7042245104047968,2.0904231638923485
2.029758474839027,18.89999961853027,27.77131843566895,6.945833206176758,-89.5,11.94166660308838,1.37,0.0052326,2.2652768843319167,2.036079897799679
2.05736579611933,18.89999961853027,27.77131843566895,6.945833206176758,-89.5,11.94166660308838,1.57,0.0046512,2.334200056575971,2.0967588647088737
2.076956734656107,19.8166675567627,30.32473754882812,11.02499961853027,-76.0,10.58333301544189,1.13,0.11,1.665302365136365,2.0555570003187698
2.062366320682687,19.8166675567627,30.32473754882812,11.02499961853027,-76.0,10.58333301544189,1.5,0.015,1.6303877193348029,1.9898663720731138
2.051255899494092,19.8166675567627,30.32473754882812,11.02499961853027,-76.0,10.58333301544189,1.58,0.03,1.6484624796466907,1.980891414999161
2.0390239776403303,19.8166675567627,30.32473754882812,11.02499961853027,-76.0,10.58333301544189,1.69,0.014,1.6421315183881242,2.0202170151661325
2.0200313829710166,19.8166675567627,30.32473754882812,11.02499961853027,-76.0,10.58333301544189,1.13,0.11,1.5847633286195066,2.009906613829239
2.0094226761892306,19.8166675567627,30.32473754882812,11.02499961853027,-76.0,10.58333301544189,1.5,0.015,1.5918876458570794,1.9461127377364582
1.9926757362984773,19.8166675567627,30.32473754882812,11.02499961853027,-76.0,10.58333301544189,1.58,0.03,1.5606235479261532,1.9363092300560971
