MeanTemperatureofWarmestQuarter,SoilTypeWRB,BulkDensity,Longitude,Isothermality,SiltContent,SoilOrganicCarbon,AnnualMeanTemperature,PrecipitationofDriestQuarter,AnnualPrecipitation,SoilTextureUSDA
0.00752536860032823,0.07058900135746399,0.2437203240900693,0.0783113009499492,-0.17095008470399026,0.11726080152701489,0.083506311238241,0.042117299383765607,0.09042895724447791,0.03734964404576116,-0.005674969785947219
0.008463545008737038,-0.027933420098826052,0.2133099047231546,0.07534279679879129,-0.1845752532013835,0.1093893446153826,0.07419130010182054,0.04060769644455836,0.09732578241131938,0.03914471434882329,0.029683795716969837
-0.009413759915149754,-0.1221622707666711,0.07948053013574748,0.06904525424235147,-0.17689600337409808,0.01404459677167308,0.038012450428437296,0.030421796649353725,0.06986977993155867,0.022076352904941456,0.030382702095703387
0.016145881075721943,0.06794154065509471,-0.09757870374691256,0.10960611719420738,0.040238194671993945,0.05409975534123579,0.0752202611668151,0.02728367310732629,0.0986069837188452,0.12327289957553414,0.01640579786950766
0.015110966562801162,-0.05553817361611288,-0.06927983439478821,0.0955761919114261,0.017054339665726337,0.03599117292963415,0.047598247232441694,0.026425954035843593,0.0892398193139311,0.09734923351732697,0.012730687841292233
0.015110966562801162,-0.05553817361611288,-0.06927983439478821,0.0955761919114261,0.017054339665726337,0.03599117292963415,0.047598247232441694,0.026425954035843593,0.0892398193139311,0.09734923351732697,0.012730687841292233
0.015110966562801162,-0.055631480609498976,-0.03316855779622769,0.09764624907799398,0.017054339665726337,0.04210807058466563,0.050982336057923884,0.026425954035843593,0.0892398193139311,0.09734923351732697,0.014528576038333412
0.015110966562801162,-0.055631480609498976,-0.03316855779622769,0.09764624907799398,0.017054339665726337,0.04210807058466563,0.050982336057923884,0.026425954035843593,0.0892398193139311,0.09734923351732697,0.014528576038333412
0.015110966562801162,-0.055631480609498976,-0.03316855779622769,0.09764624907799398,0.017054339665726337,0.04210807058466563,0.050982336057923884,0.026425954035843593,0.0892398193139311,0.09734923351732697,0.014528576038333412
0.015110966562801162,-0.055631480609498976,-0.03316855779622769,0.09764624907799398,0.017054339665726337,0.04210807058466563,0.050982336057923884,0.026425954035843593,0.0892398193139311,0.09734923351732697,0.014528576038333412
0.015110966562801162,-0.05553817361611288,-0.048995145729028224,0.09774627907040681,0.017054339665726337,0.03920113839918958,0.049049667880793284,0.026425954035843593,0.0892398193139311,0.09734923351732697,0.012730687841292233
