SoilTypeWRB,Method,AverageAridityIndex,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,BulkDensity,PrecipitationofColdestQuarter,MeanTemperatureofWarmestQuarter
0.05803968759983748,0.010564208957347783,0.013875612420822869,0.06826385997481488,0.018622622429627436,-0.15292615441018664,-0.0003816396846701663,0.15445344219446558,0.12785923472464242,0.00520273233203462,-0.0252374490515094
0.02697404655518526,-0.027763308640430816,0.013875612420822869,0.07316472825223715,0.013816359299840656,-0.14658613321245284,-0.006315171590518457,0.15445344219446558,0.10598204442300169,-0.0002867590040383743,-0.02364422681112243
-0.021152363144268785,-0.029167172007461623,0.013875612420822869,0.06967308192474678,0.013816359299840656,-0.14658613321245284,-0.01324164005253713,0.15445344219446558,0.09827368193793849,0.003649156723902475,-0.02364422681112243
0.06391212781398421,-0.005648057079695964,-0.004076095962233419,0.06594583793937323,0.01957904503097004,0.2147470775324325,0.07680354143481505,-0.08045910332594775,0.05078149904824894,-0.08048488093554966,0.026711674177382103
0.03884812123304354,-0.04565374998388421,-0.0015860220812782993,0.0633913563660016,0.00858849962537922,0.21044574962484425,0.06353735602511217,-0.08248161426601924,0.046079166667431566,-0.08041687784198515,0.01679779102601574
0.03884812123304354,-0.04565374998388421,-0.0015860220812782993,0.0633913563660016,0.00858849962537922,0.21044574962484425,0.06353735602511217,-0.08248161426601924,0.046079166667431566,-0.08041687784198515,0.01679779102601574
0.03884812123304354,-0.04565374998388421,-0.0015860220812782993,0.0633913563660016,0.00858849962537922,0.21044574962484425,0.06353735602511217,-0.08248161426601924,0.046079166667431566,-0.08041687784198515,0.01679779102601574
0.03884812123304354,-0.04565374998388421,-0.0015860220812782993,0.0633913563660016,0.00858849962537922,0.21044574962484425,0.06353735602511217,-0.08248161426601924,0.046079166667431566,-0.08041687784198515,0.01679779102601574
0.03884812123304354,-0.04565374998388421,-0.0015860220812782993,0.0633913563660016,0.00858849962537922,0.21044574962484425,0.06353735602511217,-0.08248161426601924,0.046079166667431566,-0.08041687784198515,0.01679779102601574
0.03954938434572956,-0.055306453782165726,-0.0015860220812782993,0.0633913563660016,0.009275751748826841,0.21044574962484425,0.06353735602511217,-0.08248161426601924,0.05434335522957947,-0.08041687784198515,0.01679779102601574
-0.01940737281457332,-0.05569969364613085,-0.004076095962233419,0.0633913563660016,0.014224683353390324,0.21044574962484425,0.06359605258308383,-0.08248161426601924,0.0522884557154046,-0.08041687784198515,0.015635752710350864
-0.01940737281457332,-0.05569969364613085,-0.004076095962233419,0.0633913563660016,0.014224683353390324,0.21044574962484425,0.06359605258308383,-0.08248161426601924,0.0522884557154046,-0.08041687784198515,0.015635752710350864
-0.01940737281457332,-0.05569969364613085,-0.004076095962233419,0.0633913563660016,0.014224683353390324,0.21044574962484425,0.06359605258308383,-0.08248161426601924,0.0522884557154046,-0.08041687784198515,0.015635752710350864
0.04389164024223475,0.02161535859959833,0.05477061436225377,0.0887651256216359,0.08316693715335172,0.16192362484387615,0.1465934954347314,-0.19824230987638172,-0.054672089989480255,0.1081879046881721,0.0022432708846543002
0.017387700640775855,0.015135177431569138,0.05477061436225377,0.0926259290355504,0.08876672617372115,0.19170231325044979,0.15319472603011378,-0.18397732145890874,0.0029178517120435517,0.1108842928458052,0.01129498259627663
0.05028930405324682,-0.036113390530518916,-0.05618325992111141,0.08325267399006721,-0.12101771194988785,-0.12058132301524356,-0.046713329939048726,-0.18214179244861045,0.06825792124493138,-0.0250347779133205,-0.025028301748883507
-0.05641566774855593,-0.031062183169790945,-0.05174468124375108,0.07687124256785903,-0.12174118548605217,-0.11970384984629996,-0.049963238055429876,-0.18192604926519967,0.0441606588542055,-0.04009854957309556,-0.02231302672473076
-0.0985131706283017,-0.005855723662887344,-0.05174468124375108,0.07687124256785903,-0.11972458920538845,-0.11861300050724656,-0.052865926689757356,-0.18270519064867627,0.03359839385371401,-0.04239313590992972,-0.02231302672473076
-0.0985131706283017,-0.025161087064328822,-0.05174468124375108,0.07687124256785903,-0.1256626734169574,-0.11861300050724656,-0.05402564048498813,-0.18270519064867627,0.027934693721941933,-0.04435092159995047,-0.02231302672473076
-0.10748810233672439,-0.027303104761570007,-0.05174468124375108,0.07687124256785903,-0.1256626734169574,-0.1349243296291295,-0.054139645123611226,-0.19386366322849405,-0.07134480690181472,-0.04674785870917617,-0.02170023023170037
-0.09691463429299602,-0.030261264218967052,-0.05174468124375108,0.08906433369080176,-0.12025584343861294,-0.11861300050724656,0.08756718195998975,-0.194265221106214,0.017990161992109278,-0.03701943113050141,-0.01366606897770212
-0.10005892169236476,-0.029883077597073343,-0.05174468124375108,0.08906433369080176,-0.12025584343861294,-0.1399850454333906,0.11496117712890742,-0.21142951920072056,-0.07891905479046017,-0.03787559763544636,-0.01305327248467173
0.06901489438033362,0.009259718798567929,0.07590352203893863,0.09554534824640408,-0.10588326012376881,-0.053063891691764634,0.05496389648616728,0.3594547688853627,0.09380487599404533,0.020828441775273546,0.014765815751815185
0.1364544327527217,0.09602267382311554,0.06205488740776104,0.08092213289391195,-0.09136854474895857,-0.0541315448086444,-0.174684470825758,0.2769697381004466,0.0036235396647430005,0.023926283288903574,0.013972657921532482
0.11968159350652531,0.10096472280386126,0.06116486471188784,0.08242717360678817,-0.08150617424854319,-0.0541315448086444,-0.1600705269029139,0.27502510115777096,0.05454527512173388,0.0026263336292851104,0.011418928514952185
0.030528617302731164,-0.016472674470372067,0.07160226736803486,0.09695457019633598,-0.10449898661079525,-0.05390580428701132,0.056393420500152336,0.35760812011050364,0.05464993783442862,0.023803310961809696,0.01680539477019864
0.03532480368739154,-0.01029382255096999,0.06205488740776104,0.09036680238498393,-0.11546743980133896,-0.0541315448086444,-0.19245247519030168,0.2866586564467251,0.0012580593941864317,0.023803310961809696,0.02090208498133109
0.029492310692519164,-0.013179287505748065,0.06116486471188784,0.09031656293732941,-0.10596603285835315,-0.0541315448086444,-0.18609565502882072,0.27749657075157347,0.0631201411025015,0.0025033613021912308,0.0183483555747508
0.030528617302731164,-0.016472674470372067,0.07160226736803486,0.09695457019633598,-0.10449898661079525,-0.05390580428701132,0.056393420500152336,0.35760812011050364,0.05464993783442862,0.023803310961809696,0.01680539477019864
