MeanTemperatureofWarmestQuarter,SiltContent,BulkDensity,Isothermality,Longitude,PrecipitationofColdestQuarter,SoilTypeWRB,AnnualMeanTemperature,PrecipitationofDriestQuarter,SoilOrganicCarbon,SoilTextureUSDA,MeanTemperatureofDriestQuarter
0.04485832233718767,0.1883549208405532,0.1670072730193943,-0.23496927799852788,0.11194408734757802,0.04490272996404383,0.035523671216880354,0.0519142727476616,0.05203766980353703,0.08489871099847275,0.00903808921029215,-0.014075896638680948
0.04452303931545227,0.19179922560349602,0.13717848399669924,-0.2350919146023322,0.11163674084443817,0.0548662709312037,-0.07910018842553276,0.0519142727476616,0.037781630558830596,0.08317691523117739,-0.0023637614692690414,-0.01162891566294828
0.04452303931545227,0.05554606998194364,0.13717848399669924,-0.24705977285684588,0.11163674084443817,0.05190070838086531,-0.07910018842553276,0.050693681669356845,0.037781630558830596,0.08583354035215718,-0.004255684692047146,-0.01162891566294828
-0.06686157597645688,0.06138624834108837,-0.12484545140014905,0.11921979037321871,0.1303856686208643,-0.03919218646631789,0.04160261869497822,0.03455001490243589,0.038824891336474994,0.12491401502834426,0.007841141033355517,0.02332758743928571
-0.06383400614285593,0.06198856239104048,-0.0655848617028427,0.11906810134418722,0.12895207251561472,-0.04855656638208294,-0.04610547699943297,0.03473533794980629,0.03277619232942118,0.12319221926104888,-0.0012936422382329774,0.02235520437410327
-0.06383400614285593,0.06198856239104048,-0.0655848617028427,0.11906810134418722,0.12895207251561472,-0.04855656638208294,-0.04610547699943297,0.03473533794980629,0.03277619232942118,0.12319221926104888,-0.0012936422382329774,0.02235520437410327
-0.06383400614285593,0.06198856239104048,-0.0655848617028427,0.11906810134418722,0.12895207251561472,-0.04855656638208294,-0.04610547699943297,0.03473533794980629,0.03277619232942118,0.12319221926104888,-0.0012936422382329774,0.02235520437410327
-0.06383400614285593,0.06198856239104048,-0.0655848617028427,0.11906810134418722,0.12895207251561472,-0.04855656638208294,-0.04610547699943297,0.03473533794980629,0.03277619232942118,0.12319221926104888,-0.0012936422382329774,0.02235520437410327
-0.06383400614285593,0.06198856239104048,-0.0655848617028427,0.11906810134418722,0.12895207251561472,-0.04855656638208294,-0.04610547699943297,0.03473533794980629,0.03277619232942118,0.12319221926104888,-0.0012936422382329774,0.02235520437410327
-0.06383400614285593,0.06198856239104048,-0.0655848617028427,0.11906810134418722,0.12895207251561472,-0.04855656638208294,-0.04610547699943297,0.03473533794980629,0.03277619232942118,0.12319221926104888,-0.0012936422382329774,0.02235520437410327
-0.06383400614285593,0.06198856239104048,-0.0655848617028427,0.11906810134418722,0.12895207251561472,-0.04855656638208294,-0.04610547699943297,0.03473533794980629,0.03277619232942118,0.12319221926104888,-0.0012936422382329774,0.02235520437410327
-0.06383400614285593,0.06198856239104048,-0.0655848617028427,0.11906810134418722,0.12895207251561472,-0.04855656638208294,-0.04610547699943297,0.03473533794980629,0.03277619232942118,0.12319221926104888,-0.0012936422382329774,0.02235520437410327
-0.06383400614285593,0.06198856239104048,-0.0655848617028427,0.11906810134418722,0.12895207251561472,-0.04855656638208294,-0.04610547699943297,0.03473533794980629,0.03277619232942118,0.12319221926104888,-0.0012936422382329774,0.02235520437410327
-0.06796736665495551,0.12789917073263518,-0.08287702872116699,0.10380919326834825,0.16987505322816665,0.08588234467434563,0.03573853119509914,-0.11656018590732914,0.004186494231943882,0.07181746904114795,0.00311879867722473,0.02210906682876065
-0.06907336364605833,0.1297039483970671,-0.031732428551848525,0.10621597268124525,0.16831539883573107,0.09725786715061448,-0.04755714878313332,-0.11656018590732914,0.0017107057141863206,0.06583473447043205,0.00015675622341056173,0.018194846378518214
0.06723923758242176,-0.114408666722061,0.0222856793402463,0.02037422321717609,0.1392925197577146,-0.07168382385219622,0.05215815576069832,0.018365854147261013,-0.1172997022759166,0.001172186988337613,0.006537967500193484,-0.012682080139982763
0.06723923758242176,-0.11267197962968344,-0.0012579312274107765,0.008052286103205953,0.1263968837205447,-0.0795623522721414,-0.07752085750983773,0.019936214556488172,-0.13092942198772003,-0.16470662037751277,0.010496314532292503,-0.009113923864304898
0.06723923758242176,-0.11703988793740415,-0.0002824801935052879,0.008052286103205953,0.1263968837205447,-0.0795623522721414,-0.07752085750983773,0.019936214556488172,-0.1307636315231281,-0.16664364061572004,0.015660001579723054,-0.009113923864304898
0.06723923758242176,-0.11004075841434029,0.016957894254538745,0.02037422321717609,0.13130558127569647,-0.07168382385219622,0.016643380229301043,0.018365854147261013,-0.11746549274050855,0.0031092072265449,0.0013742804527629364,-0.012682080139982763
0.06723923758242176,-0.11004075841434029,-0.05554073383301354,0.02037422321717609,0.1336520828153339,-0.07168382385219622,0.04539565872701638,0.018365854147261013,-0.12980320935412634,0.0031092072265449,0.0013742804527629364,-0.012682080139982763
0.061866799835475564,0.12360432895957875,-0.0296695523561542,0.033077143940527076,0.1404557153638336,-0.07137245587047977,0.008750985365351106,0.027048646540180386,-0.11543352847883824,0.039778358143377754,0.00015675622341056173,-0.012682080139982763
0.061866799835475564,0.12360432895957875,-0.0296695523561542,0.033077143940527076,0.1404557153638336,-0.07137245587047977,0.008750985365351106,0.027048646540180386,-0.11543352847883824,0.039778358143377754,0.00015675622341056173,-0.012682080139982763
-0.0645097664061964,0.04078256995075053,0.1777962652862996,0.0767712151414821,0.13862257000012068,0.09699120155990983,0.03514393321329093,0.0343083158911102,0.01566519547245127,0.03175975048419664,0.0030229492400512194,-0.009452426496454702
-0.08090887421435061,0.05181437506077217,-0.0031574120507281435,0.07292023906476039,0.12563793973448562,0.11099293799743991,-0.06447520687439642,0.03587867630033735,0.005094219339675951,-0.11255842359840262,0.009158096853777355,-0.007005445520722033
-0.06033108203572763,0.04735459322394884,0.14878886020042195,0.06865420878307617,0.10901529929469346,0.08209478698534663,-0.0758986856261491,0.03587867630033735,0.02647517424741618,-0.017804176143819787,0.004866349387482421,-0.0036022587542503945
-0.06436444355505888,0.04021880033062268,0.14878886020042195,0.07964502618065164,0.13922009568319213,0.10900757760548647,-0.0758986856261491,0.0343083158911102,0.002035475760647798,0.025798905718482226,-0.001735166999367543,-0.007005445520722033
-0.08090887421435061,0.05181437506077217,-0.0031574120507281435,0.07292023906476039,0.12563793973448562,0.11099293799743991,-0.06447520687439642,0.03587867630033735,0.00492842887508399,-0.11062140336019533,0.007386867080162024,-0.007005445520722033
-0.06033108203572763,0.06023673078929112,0.14878886020042195,0.05577207121773389,0.10901529929469346,0.08209478698534663,-0.0758986856261491,0.03587867630033735,0.02647517424741618,-0.017804176143819787,0.004866349387482421,-0.0036022587542503945
-0.06436444355505888,0.04021880033062268,0.14878886020042195,0.07964502618065164,0.13922009568319213,0.10900757760548647,-0.0758986856261491,0.0343083158911102,0.002035475760647798,0.025798905718482226,-0.001735166999367543,-0.007005445520722033
-0.08090887421435061,0.05181437506077217,-0.0031574120507281435,0.07292023906476039,0.12563793973448562,0.11099293799743991,-0.06447520687439642,0.03587867630033735,0.00492842887508399,-0.11062140336019533,0.007386867080162024,-0.007005445520722033
-0.06033108203572763,0.04735459322394884,0.14878886020042195,0.06865420878307617,0.10901529929469346,0.08209478698534663,-0.0758986856261491,0.03587867630033735,0.02647517424741618,-0.017804176143819787,0.004866349387482421,-0.0036022587542503945
0.059401284931269914,-0.06160026398064822,-0.05023421512959596,-0.21249578448366407,0.05187412676918081,-0.06726946209410806,0.043842814707518364,0.034837934545377584,-0.10504005659642021,0.005269917927001641,0.006758272610260526,-0.013673028980528338
0.059401284931269914,-0.06160026398064822,-0.0643216661848831,-0.21249578448366407,0.050621818879885074,-0.06726946209410806,0.043842814707518364,0.034837934545377584,-0.10504005659642021,0.005269917927001641,0.006758272610260526,-0.013673028980528338
0.06135471330053961,0.19947289993566733,-0.04124976707662183,-0.27094475636335275,0.10813401218043837,0.07668694699315594,0.03872383620218552,0.04988359825866546,-0.12481534957007354,0.03749878938407847,0.010015942057761653,-0.008538164100959872
0.060656652877023,0.2042874012375279,-0.09391650000802793,-0.26359289515480255,0.10782666567729852,0.08375182450094426,-0.025041321517483058,0.045706021841345486,-0.1355920521468094,0.04226414822062663,0.00311879867722473,-0.004302815751544304
-0.08726616491037086,-0.1014469047850429,0.2077326754098634,0.005036671901168217,0.07042230335275876,-0.04415180533753332,0.04291870010275641,0.016958947177592772,-0.08871151963824951,0.11239681376438057,-0.0023637614692690414,-0.02256126261847085
