Method,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,BulkDensity,SoilTypeWRB,MeanTemperatureofWarmestQuarter
0.03353446810479205,0.037944190691771754,0.08300858186672994,-0.14857230929047172,-0.044202759683241534,0.17811305359537502,0.24914460291985777,0.04949114108175066,-0.03872905795813122
0.02605991663161555,0.031815601215744435,0.07769855361031927,-0.14764208168900814,-0.03573939904459633,0.18295112896086643,0.24087524644758723,-0.0399316061107286,-0.03494797053729421
0.020708990955428025,0.01822915795908324,0.06817323954381363,-0.14969016595588483,-0.04655946402180966,0.1541949699679828,0.06390132204909463,-0.09500075474163916,-0.04770186847415503
0.06021889554649404,0.025130026976558632,-0.028592501375276018,0.28041025167427347,-0.029583037612412516,-0.0539462504248345,0.09086574891090453,0.058444885948874946,0.049701307758895884
0.03311837038217006,0.02024621667869252,-0.028845239081339333,0.27680459301913135,-0.024011815151843627,-0.05343930203651302,0.053557973141594564,-0.05564008847272474,0.03514766350000863
0.0013035788342892112,0.01808473610657688,-0.023933945015518415,0.2826367668696393,-0.03138365058476964,-0.05343930203651302,-0.00185015859636679,0.03332813545678718,0.0319443264991371
0.0013035788342892112,0.01808473610657688,-0.023933945015518415,0.2826367668696393,-0.03138365058476964,-0.05343930203651302,-0.00185015859636679,0.03332813545678718,0.0319443264991371
0.012943233612085665,0.01808473610657688,-0.028845239081339333,0.27936840159036,-0.025770686800840943,-0.05343930203651302,-0.0012208525002008212,-0.05564008847272474,0.033696013517456914
0.0013035788342892112,0.01808473610657688,-0.023933945015518415,0.2826367668696393,-0.03138365058476964,-0.05343930203651302,-0.00185015859636679,0.02476098678916199,0.0319443264991371
0.012943233612085665,0.01808473610657688,-0.028845239081339333,0.27936840159036,-0.025770686800840943,-0.05355589065341834,-0.002409212145204411,-0.05638655295227614,0.033696013517456914
0.012943233612085665,0.01808473610657688,-0.028845239081339333,0.27936840159036,-0.025770686800840943,-0.05355589065341834,-0.002409212145204411,-0.06096083764480366,0.033696013517456914
0.016444033357913976,0.01935228996553049,-0.028083947126180068,0.2845505320063027,-0.025770686800840943,-0.05014923222968415,0.011106960475920422,-0.06096083764480366,0.033696013517456914
0.03499589038762724,0.01935228996553049,-0.026212094906124587,0.2862039755781981,-0.02173330134911427,-0.05014923222968415,0.014578150277408082,-0.05842517342205579,0.033696013517456914
0.09224887665886822,0.06994079670559766,0.1521996661413601,0.2264672824267845,0.1298055884255764,-0.1751229003494893,-0.09263817439965304,0.062151066528181295,-0.003916219493810941
0.07146731749136288,0.061104145360277924,0.16936139934918668,0.2924860867846447,0.11245266419770591,-0.13632481847581165,0.06997949129042241,-0.06310382669208146,0.007938994390992766
-0.020197304587191236,0.047311908316175856,-0.10982765326291502,-0.13166811001127862,0.005524727146276231,-0.19001707277785812,0.01329505311207005,0.08498372932476272,-0.07506861645377023
-0.002471382486213865,0.03881317103129887,-0.10540697169125451,-0.13089625216611442,-0.027150435188993228,-0.20300744840187504,-0.010761365227836347,-0.05765784098379656,-0.07098459570417331
0.0056914591110042165,0.041883254640271476,-0.10555220601993737,-0.1366534977194607,-0.02886632571904254,-0.20967687724898654,-0.04791155723004118,-0.10061194926834949,-0.06016587699589491
0.0270432622292607,0.036836989316908805,-0.10414711365028008,-0.14817716534369918,-0.025642734017306965,-0.22499032568161803,-0.013227378221906805,-0.09224999922439531,-0.0636426389744181
0.02610307583627669,0.04190205115912169,-0.1053984797011451,-0.11146123870669161,-0.019973969411650683,-0.2264340741286953,-0.022924432046657645,-0.10362192648680799,-0.060833233650321304
0.04165331169425274,0.04698730463737739,-0.10115975808494974,-0.16769250789846035,0.05045970451570348,-0.24657936065313912,0.03601171823278614,-0.06943552562599034,-0.05962285359759467
0.04068343444354069,0.04527538042690163,-0.09815662267312958,-0.14452752742773467,0.06935087080358836,-0.2597737984087965,-0.007352427484580043,-0.05909492997760645,-0.05681344827349788
0.048835275919167,0.05050784989941941,0.03613084728160286,-0.04817739500008718,0.08683929189805771,0.3324191673242862,0.0849703413017568,0.08791887289396604,0.03283919792912734
0.014669748059999144,0.026394930371335598,-0.0066070782346422195,-0.0400165462938732,-0.18119670534039764,0.20877170436895162,-0.033514501327564526,0.15558335338978843,0.03291761292415798
0.034233567757999885,0.022861047033446005,-0.0027321386024194154,-0.03657615953644725,-0.08690798698946675,0.22322185712949916,0.033733929696005395,0.12181854073512281,0.026708018572988403
0.0024072021216219983,0.042068035098290345,0.028420414632770546,-0.05007200986723878,0.08423104589603858,0.342550436592798,0.05120420738198011,0.031757873191662435,0.03363124123090002
0.013231892739171414,0.028788765922270348,0.01374057293887315,-0.04119964666243541,-0.18889810098609833,0.20877170436895162,-0.033514501327564526,0.046231897194988186,0.03291761292415798
0.007601685939462778,0.0270236952410259,0.012672260642820182,-0.03694482160698482,-0.09660985711819353,0.22322185712949916,0.039352028387535,-0.08070147977961568,0.026963388297420995
0.013730713176862322,0.042068035098290345,0.02380116167682392,-0.04893357259688498,0.08365290184516329,0.342550436592798,0.05613135863202742,-0.07755640405704779,0.034712135837760436
0.013231892739171414,0.028788765922270348,0.01374057293887315,-0.04119964666243541,-0.18889810098609833,0.20877170436895162,-0.033514501327564526,0.046231897194988186,0.03291761292415798
0.019019705746729947,0.0270236952410259,0.012672260642820182,-0.03694482160698482,-0.09660985711819353,0.22322185712949916,0.04121680619095091,-0.08070147977961568,0.027788913179848832
0.018084914801930325,0.02437689010944271,-0.0362418055609294,-0.2918661851600193,-0.06287008154795808,-0.21057759206834625,0.03140919012224097,0.04687792449673992,-0.07608856175145504
-0.15563275316271685,0.00494903413003224,-0.03328624511373031,-0.2940564763968758,-0.08347546982639689,-0.2128385577935541,-0.05740157482420006,-0.07996632597168757,-0.07347745252460074
-0.09626461089590864,0.023478405069913923,-0.01904799199987838,-0.14502195407760438,0.23155767034213004,0.29978563994272284,-0.011096634344734813,-0.04731150628243655,0.04923065662444104
-0.09633209999951273,0.02529535405852298,-0.012148088063676116,-0.11406051253619223,0.21195545767765084,0.2946200502186855,-0.13892388707602224,-0.04168967564108676,0.051019251739849926
-0.09720095349773673,0.03222194353635568,-0.05442638068147646,-0.22066191027094867,-0.015956974206677913,-0.18127865829918072,0.11432122941761051,0.05088461541565877,0.020715641549402575
-0.13367758105078825,0.03157899853518973,0.00779801590667823,-0.17894408018030325,-0.07608046450298243,-0.17804860519709728,-0.07969985744898044,-0.034887780619371964,0.04182549329123092
-0.11511886700302003,0.029121822096483792,-0.022512123210496216,-0.1680247852730169,0.01472698650635158,-0.20514896491014112,-0.17256166622841632,-0.03364132083628053,0.04182017432523816
-0.11961921350392493,0.029966271744152208,0.0035517735821853956,-0.16816920797813498,-0.08169220098395866,-0.174845160275138,-0.1694818403614469,-0.04591344802078931,0.04168586457291443
-0.10375434395634099,0.036965757536878203,-0.05178691225551637,-0.2139028198909562,-0.004679912012081938,-0.17135913956073165,0.11146666692711478,-0.056247266135857406,0.02623550301287787
