PrecipitationofDriestQuarter,SoilTypeWRB,Method,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,BulkDensity,AverageAridityIndex,SoilTextureUSDA,MeanDiurnalRange
-0.007358336306066453,0.09092917654342345,0.04916498782302779,0.0061440429686578785,0.02179611448230448,-0.12387776569331448,-0.013355395216702544,0.27142105628193713,0.02396393034250752,-0.057722664469357775,0.13949957003387345
-0.010063704219709915,0.009236949099462882,0.03356229203415281,-0.0007257166451782117,0.01566599918947769,-0.11333417976033597,-0.02450421876606507,0.26827601401748546,0.02627395429007864,-0.022351360468578056,0.1489190546638416
-0.046113586396805295,-0.07316088576546888,-0.0017278204098687365,1.0950900338290858e-05,-0.007740596766505043,-0.12436633061646253,-0.014914457981886215,0.04938462982272523,-0.004294404781267416,-0.01614294322905854,0.14610270512342388
-0.017611662794652032,0.09929556881983993,0.06575182803380335,0.05051908041700745,0.009785197472345766,0.265528701775995,-0.020168523043307494,0.07993044436440422,-0.04366311575921736,-0.04844330555384763,-0.04416012714977827
-0.02311596948801114,-0.06380135360909761,0.012259231527058066,0.030439490937658437,0.01218779399774884,0.2394295440443868,-0.03027676421467823,0.05592715618182462,-0.04368079099740021,0.09264807421836496,-0.049314184117904135
-0.024210605214951404,-0.04144087030177025,-0.01271852125538855,0.02495199845503676,0.006917337009971439,0.2459799774900966,-0.018426261938980122,0.042622489161046585,-0.030039174757485257,0.09680729821631565,-0.05068073989796054
-0.02340148752567183,-0.05360580132157631,-0.014942718667786277,0.02572935802337894,0.01007855293029317,0.2459799774900966,-0.018159244622530393,0.044535749620870396,-0.029708209929347112,0.09680729821631565,-0.05049160132097124
-0.023284573674185,-0.06503552132151276,0.006781656348648648,0.0233079029450875,0.011672514965507655,0.24933564874751435,-0.018426261938980122,0.06824154584317511,-0.02964860774935824,0.09759456754189651,-0.04491414521651111
-0.023284573674185,-0.050556704953596716,-0.013861930234634095,0.0233079029450875,0.01007855293029317,0.2459799774900966,-0.018426261938980122,0.0441482128324655,-0.030429786548146143,0.09680729821631565,-0.050940814171644755
-0.023284573674185,-0.06392299377991657,0.005627944423029543,0.0233079029450875,0.011672514965507655,0.2394295440443868,-0.018426261938980122,0.04304904223765448,-0.02964860774935824,0.09759456754189651,-0.05040100460539465
-0.021859245312749007,-0.06398714501645711,0.011336023930486338,0.0324047500670138,0.012673707378425877,0.2528028868985651,-0.020130116809107333,0.07320066195826413,-0.02964860774935824,-0.018151620563052133,-0.04106715697355698
-0.021859245312749007,-0.06495928071033266,0.01356082306792488,0.03125813211474432,0.012673707378425877,0.2400711749331416,-0.020480513493736557,0.07400785855284568,-0.02964860774935824,-0.01775574570020451,-0.03905281274820343
-0.02214479893355781,0.02317106350921781,0.047514438425342996,0.034412176962882006,0.012969425655767971,0.2584093819293253,-0.01819495297187463,0.09122830922694575,-0.027227741183318617,-0.017747719018712402,-0.03845646066710166
-0.00920335700795636,0.09531170985302581,0.10554535896723329,0.07363637980541107,0.0792215570929926,0.20855340746225332,0.08988032734174403,-0.11320090151955113,0.21286769144369738,-0.0079558742119226,-0.15133755816345668
-0.010348268517063332,-0.038181215471454956,0.07341314507381266,0.06458243172081769,0.072542942566025,0.269077771056027,0.06929543623860558,0.047967461755746905,0.20710015695928627,-0.005724098578992099,-0.1188640419609742
0.007782802467617043,0.10118164596804843,0.028832691417049135,0.06156767969996809,-0.124995287515153,-0.1721928076031804,0.006110049129641658,0.03769071664172175,-0.09311936040006435,-0.07064748111901198,-0.15693168231428425
0.006772870261085939,-0.06741555394071079,0.03967537771681185,0.062233528639228715,-0.1110007578970515,-0.15591428244460717,-0.01815998772986954,0.02884652714968912,-0.09131485495646492,0.01745578753359847,-0.14568564973991285
0.005713118319448078,-0.0699707202348861,0.04029061439489848,0.06646938794506603,-0.11343962743787517,-0.1654239518470052,-0.029210332626919886,0.014634971604054406,-0.08067687411532977,-0.07434089350343873,-0.16033238704113092
0.00770095850402797,-0.02132291567798923,0.06315268922115022,0.07882258953915607,-0.11211864014680128,-0.13737873733395534,-0.004040783612626686,-0.046912452964462996,-0.09595799818561551,-0.032141157753778044,-0.16634191255958478
