SoilTypeWRB,Method,AverageAridityIndex,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,BulkDensity,MeanTemperatureofWarmestQuarter
0.0570020743057072,0.01262888029283952,0.015944637561874288,0.0601710512523581,0.04022809830384958,-0.14611708257965214,0.015181740544503297,0.19876605492841834,0.11096953135821175,-0.029206292594494362
0.04404614721443889,-0.04106395449727746,0.01539848234120681,0.06101556392513832,0.038705418485653335,-0.14291140676772748,0.013772528330207152,0.18903589443361404,0.103759346168421,-0.030994758108003465
-0.031041660630236355,-0.0509163682531309,0.006455669237618165,0.060841382060430244,0.038705418485653335,-0.1354707914776893,0.004394849934983463,0.18903589443361404,0.05439173579044691,-0.04459524131147593
0.07077210223574623,0.011612076509535264,-0.01572112213213055,0.058757581494771005,-0.004598856275044657,0.24612611337107013,0.049341160562705676,-0.061028826540169646,0.057675541714430234,0.006458242247459802
0.016122580141525907,-0.05295804783254218,-0.02624679370813844,0.0627983344349222,-0.009879078780418436,0.23355482065313726,0.025732080873481864,-0.05673040460883501,0.04384378754141549,0.003441160585715464
0.016122580141525907,-0.05295804783254218,-0.02624679370813844,0.0627983344349222,-0.009879078780418436,0.23355482065313726,0.025732080873481864,-0.05673040460883501,0.04384378754141549,0.003441160585715464
0.016122580141525907,-0.05295804783254218,-0.02624679370813844,0.0627983344349222,-0.009879078780418436,0.23355482065313726,0.025732080873481864,-0.05673040460883501,0.04384378754141549,0.003441160585715464
0.016122580141525907,-0.05295804783254218,-0.02624679370813844,0.0627983344349222,-0.009879078780418436,0.23355482065313726,0.025732080873481864,-0.05673040460883501,0.04384378754141549,0.003441160585715464
0.016122580141525907,-0.05295804783254218,-0.02624679370813844,0.0627983344349222,-0.009879078780418436,0.23355482065313726,0.025732080873481864,-0.05673040460883501,0.04384378754141549,0.003441160585715464
0.0123826413787568,-0.054418857877872595,-0.02624679370813844,0.0627983344349222,-0.009879078780418436,0.23355482065313726,0.025857168061305738,-0.05673040460883501,0.048919449161691164,0.003441160585715464
-0.02375975857024724,-0.05601610112486041,-0.0264865973002828,0.0627983344349222,-0.008198882119415175,0.23355482065313726,0.03539261004757146,-0.05673040460883501,0.048682574606466994,0.003441160585715464
-0.02375975857024724,-0.05601610112486041,-0.0264865973002828,0.0627983344349222,-0.008198882119415175,0.23355482065313726,0.03539261004757146,-0.05673040460883501,0.048682574606466994,0.003441160585715464
