Method,BulkDensity,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,SoilTypeWRB,MeanTemperatureofWarmestQuarter,SoilTextureUSDA,ContainsLegume
0.9321215927452601,0.82,-106.0,397.0,-12.43333339691162,0.059,11.90833377838135,0.9321215927452601,17.08333396911621,0.9321215927452601,0.9321215927452601
1.1023832406686214,0.81,-106.0,397.0,-12.43333339691162,0.052,11.90833377838135,1.1023832406686214,17.08333396911621,1.1023832406686214,1.1023832406686214
1.1403154586214737,1.11,-106.0,397.0,-12.43333339691162,0.036,11.90833377838135,1.1403154586214737,17.08333396911621,1.1403154586214737,1.1403154586214737
0.9321215927452601,1.3377029095399993,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,0.9321215927452601,22.26666641235352,0.9321215927452601,1.0818590218318453
1.1885122998140585,1.2954920537899997,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.1885122998140585,22.26666641235352,1.1885122998140585,1.1544678188420476
1.2360994660206404,1.2878420537899995,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.2360994660206404,22.26666641235352,1.2360994660206404,1.1839354821073405
1.242080037388874,1.2839420537899997,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.242080037388874,22.26666641235352,1.242080037388874,1.1948049491625166
1.2139008124709394,1.2842420537899997,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.2139008124709394,22.26666641235352,1.2139008124709394,1.183102319617102
1.2208547407790495,1.2847720537899996,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.2208547407790495,22.26666641235352,1.2208547407790495,1.1911603265840462
1.1889641486076463,1.2820420537899997,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.1889641486076463,22.26666641235352,1.1889641486076463,1.1718063534835645
1.1569780200283573,1.2819303667499997,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.1569780200283573,22.26666641235352,1.1569780200283573,1.1501035140735434
1.1495287699765444,1.28125036675,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.1495287699765444,22.26666641235352,1.1495287699765444,1.1450894520309183
1.1391231342766361,1.2804603667499999,-8.5,692.0,21.98333358764648,0.073256,10.00833320617676,1.1391231342766361,22.26666641235352,1.1391231342766361,1.1374266028729603
0.9321215927452601,1.42,-1.0,303.0,25.26666641235352,0.0062209,11.35833358764648,0.9321215927452601,25.45000076293945,1.0818590218318453,1.1571716752809311
1.1590342777751406,1.36,-1.0,303.0,25.26666641235352,0.0062209,11.35833358764648,1.1590342777751406,25.45000076293945,1.1426766100264805,1.1724233611158705
