SoilTypeWRB,Method,BulkDensity,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,AverageAridityIndex
0.0760335295177102,0.03819846928326044,0.11661075812671104,0.06976933274639496,0.012851648143174476,-0.1496207051155511,0.025870843885016332,0.14766835256505845,0.021145381503304236
0.04013507235075913,-0.012116956523649003,0.1100378126734056,0.05774053844576092,0.0018480204089575038,-0.14888840301664155,0.027241279757761732,0.14766587333951914,0.01810118410525887
-0.04203387483300961,-0.03958429513816733,0.07152393028018927,0.0310256173394359,-0.022677336373440625,-0.14748965505304668,0.011293762442829897,0.1426414911632379,0.014350394541901557
0.06701733184238548,0.02161780754945349,0.05211802293396707,0.06195428299029592,-0.02003287857578083,0.24450316778230635,0.03435099745208243,-0.059593933843070684,-0.0005196279184765906
0.02666591556944499,-0.0761620638865815,0.028157579613204097,0.04408442218151091,-0.00422437017102412,0.24253342462152724,0.02536591599900513,-0.056089393226390165,-0.00828009693855913
0.03541714889201834,-0.071874826120104,0.027939113472727477,0.0442796125059283,-0.00422437017102412,0.24253342462152724,0.02536591599900513,-0.05610843644709434,-0.00828009693855913
0.03541714889201834,-0.071874826120104,0.027939113472727477,0.0442796125059283,-0.00422437017102412,0.24253342462152724,0.02536591599900513,-0.05610843644709434,-0.00828009693855913
0.02666591556944499,-0.0761620638865815,0.028157579613204097,0.04408442218151091,-0.00422437017102412,0.24253342462152724,0.02536591599900513,-0.056089393226390165,-0.00828009693855913
0.02666591556944499,-0.0761620638865815,0.028157579613204097,0.04408442218151091,-0.00422437017102412,0.24253342462152724,0.02536591599900513,-0.056089393226390165,-0.00828009693855913
0.02665005445579452,-0.07563517444509164,0.029392394734824395,0.04408442218151091,-0.00662182332082722,0.24290817594885641,0.025476261715950754,-0.056089393226390165,-0.008113584282490526
-0.0051496738194499155,-0.07651692094770707,0.029444062389373794,0.04408442218151091,-0.00662182332082722,0.24290817594885641,0.029641132823866,-0.056089393226390165,-0.008113584282490526
-0.0051496738194499155,-0.07651692094770707,0.029444062389373794,0.04408442218151091,-0.00662182332082722,0.24290817594885641,0.029641132823866,-0.056089393226390165,-0.008113584282490526
-0.0004189921222839182,-0.06343900878687743,0.03192271733991646,0.04408442218151091,-0.006352569385792697,0.24372960266261784,0.029826873739115384,-0.056089393226390165,-0.008113584282490526
0.053761771982053945,0.058216925179645815,-0.06317444181209947,0.12668466506881612,0.085995503066226,0.1583145843774473,0.12558758189301478,-0.18041213695522115,0.14540302325433427
-0.01681729853762556,0.006571317447269355,0.06581194090185842,0.1064406016259778,0.0755065210037969,0.25037832575851604,0.10409634421848397,-0.14516546076462097,0.13884982728593695
0.06359940105766121,-0.06908705028253734,0.017481555424782032,0.09085519341602943,-0.10809796689520176,-0.14555031613191538,-0.11693115592577154,-0.2113731311152494,-0.07547453042246689
-0.025653141248590593,-0.03942106954460879,0.015469942824098807,0.08338442797758777,-0.10450176901605755,-0.1289466394130478,-0.09622950806570535,-0.1975960903221353,-0.07983895851604005
-0.062359286442008444,0.0008107594144271973,0.025772144670228862,0.08825286997570664,-0.10469036924255047,-0.1317460837107741,-0.10003948819964754,-0.20353733601340024,-0.07532057719126939
-0.0894431181181769,0.004532854044463882,0.059014465410375375,0.08760036373309447,-0.10263727321531851,-0.14583155295165942,-0.13403388048172102,-0.21220653065338746,-0.07561758526208394
-0.10149761724821327,-0.0046875467486831674,-0.026408486006392444,0.0828009518779078,-0.10085431311890292,-0.16629183376203557,-0.12057398783862266,-0.24061203542692602,-0.06966185802552431
-0.04882832402227345,0.01722360519425604,0.05347803830526924,0.09322323433673473,-0.09768592704931309,-0.13964428063388468,0.06677015396362616,-0.2200754295973924,-0.06891512086989576
-0.05953675887489481,-0.043436073742944316,-0.03923361212556356,0.09178705046411899,-0.08912679618889978,-0.12564561058786083,0.09443439100068333,-0.2524461893044837,-0.06260977269491796
0.0783605971825471,0.016961625176108122,0.051716232181994656,0.07703853867840121,0.02034658023343274,-0.04545347998695621,0.050916550555121017,0.34153223293992907,0.17205074839978193
-0.006800385620618752,0.08911546348836491,-0.009969236044208548,0.06452132817924092,-0.020171323914607485,-0.03968442491909638,-0.24526288161974144,0.22331270688059637,0.14396781335236217
-0.01381722731381603,0.0654272098854819,0.016285918835192745,0.06219843971261576,-0.005514861357865026,-0.048395495438820504,-0.13064647089341497,0.26874189989482805,0.15502938418043577
0.0023379758576290576,-0.0534563282982179,0.03292097990070585,0.061236518260853454,-0.0034588793816307892,-0.05290109708695436,0.06371157475154812,0.3329181279552348,0.16600459345413424
-0.00805033758660229,-0.04115243796956531,-0.01928388092039758,0.05900633641724906,-0.026154944265919133,-0.04111985833407585,-0.24760161997122354,0.22277787602360433,0.1439155966825638
-0.027071236024389364,-0.06291715794644498,0.02284877322079302,0.05605271027633357,-0.009797729507351274,-0.04649391483569476,-0.13469585191763608,0.26881282452219407,0.1549771675106374
-0.017333162290144772,-0.06190027806896494,0.03319166186078074,0.061198506707620795,-0.0034588793816307892,-0.05290109708695436,0.0635034205161783,0.33352388343959305,0.16600459345413424
-0.019556954675457018,-0.04407190725789425,-0.01913830451824667,0.05900633641724906,-0.026154944265919133,-0.04111985833407585,-0.24780977420659336,0.22277787602360433,0.1439155966825638
-0.027071236024389364,-0.06291715794644498,0.02284877322079302,0.05605271027633357,-0.009797729507351274,-0.04649391483569476,-0.13469585191763608,0.26881282452219407,0.1549771675106374
0.05035890322092079,-0.07594069751379856,0.022884283064128087,0.06193054986359955,-0.0018081744312500021,-0.28583311699339714,-0.12686178415495647,-0.20374273212679536,-0.07325978302088751
-0.0951185102626727,-0.11767768433749447,-0.078015449798859,0.038509664557124526,-0.006435435701915915,-0.28985234733471726,-0.14052688397323077,-0.23265068427478242,-0.07786251025750658
-0.054109120212084055,-0.04834731510985274,-0.005331374631203278,0.057170509069113515,0.02756653527095959,-0.1485740389793957,0.19267297149463644,0.21935233096730788,-0.053297842370423947
-0.0371413023334986,-0.05432261996993268,-0.06796035457904635,0.062357080323873645,0.02839681689106846,-0.12385051935271317,0.199689548453457,0.20632330870473262,-0.051395872964467806
0.052411200010300155,-0.059596205479093195,0.1066290477237566,0.05624565505688313,-0.03361526872258714,-0.1968406616931666,0.042463214601225145,-0.18519327323019052,-0.051769730755249384
-0.048588563712736024,-0.09433814507580525,-0.05983017435808844,0.07487115516275132,0.03362188779497332,-0.15273006511360654,-0.10695358280553778,-0.19040979573349115,-0.04041343490136863
-0.03511708229297935,-0.07425490422739921,-0.12682806097983426,0.07161391764507692,-0.019779856993444252,-0.15569186945855767,0.021512705080689396,-0.22609046381706469,-0.04682460673813965
-0.0379819579308775,-0.07090864393486812,-0.12078842808511936,0.07709665739903677,0.02785209304705992,-0.1471754222601102,-0.10522909232679398,-0.1880275144642351,-0.03766899086955402
-0.0715892988454231,-0.07794690066746365,0.09679676190643235,0.052731509782241386,-0.032566844712665195,-0.1953166084389693,0.04182256355081603,-0.2013463875585415,-0.04834927539112709
-0.07699865026775263,-0.08191675165935278,-0.04833057729755947,0.07131266533913543,0.03871887604878105,-0.15645525833737206,-0.10582353511365526,-0.19196522987241382,-0.036937747419471915
-0.06801375970017134,-0.07967480063643474,-0.1345873992587089,0.06578980231737963,-0.012885965800894314,-0.15566147958632276,0.029033836411256436,-0.2277326808408461,-0.044784615349904605
-0.09693378062093727,-0.07444861398627531,-0.12512463938347063,0.0762192509867992,0.03251155294221718,-0.1431003785844233,-0.11112425320709839,-0.1859398397248093,-0.034523736132450474
-0.07759021018487752,0.001828429871774448,0.10172749938470663,0.0698238202360023,0.0002661615969861863,-0.2857810286558478,0.027756544926701786,-0.20706779279488383,-0.05126730527692932
-0.08504780340603568,0.0022058912199475296,-0.10705684027307992,0.07647263244183788,0.07037056443171208,-0.2003833174056268,-0.1038944640321921,-0.2042548970185079,-0.036899898183887066
-0.08368044594486111,0.0059754290749991675,-0.017334155208318224,0.0759262481607618,0.07319846396469208,-0.2222254049167828,-0.05569470676082157,-0.22746438892894635,-0.050350661476079944
-0.08196584705792179,0.0006943663382071397,-0.10830091753771762,0.0784288247808735,0.07456186148133503,-0.20162811540950526,-0.09266566093229987,-0.20358596851449254,-0.03671384195633774
-0.05777963135879977,0.001828429871774448,0.10084584516054657,0.0698238202360023,0.0002661615969861863,-0.28666268288000785,0.030091627217360733,-0.2068668274937885,-0.05126730527692932
-0.08504780340603568,0.0022058912199475296,-0.10705684027307992,0.07647263244183788,0.07037056443171208,-0.2003833174056268,-0.1038944640321921,-0.2042548970185079,-0.036899898183887066
-0.08366269743460365,0.006630584650381426,-0.017334155208318224,0.0759262481607618,0.07325509877288798,-0.22259017436370063,-0.056059476207739364,-0.22746438892894635,-0.050350661476079944
-0.08200358281873842,-0.0001584087772229536,-0.10932506689778214,0.07805118599307266,0.07839641437534867,-0.2032425336456825,-0.09242868038739487,-0.20358596851449254,-0.03687865813496711
-0.09359850735608555,-0.0019680044300872308,-0.13245256329641797,0.072583513145604,0.03380930672879813,-0.16219263119489954,0.009278822393150856,-0.22510263819946888,-0.04495361264252602
-0.08824796314628192,0.0029000662661140134,-0.12092373391008807,0.08138436547457441,0.08623641845718433,-0.14954628773346063,-0.09337391829107444,-0.18531903622224435,-0.03442275336070786
-0.09454271063304827,-0.001402444254200792,-0.1172868566705042,0.07523778651156175,0.06642714384709587,-0.15401123593294153,-0.10730811580567083,-0.21184926586343775,-0.048066586310256135
-0.06187246361399084,-0.006736728349736591,-0.0986893422270929,0.07390361880104775,0.07858621176641961,-0.151458459063358,0.13613178371863957,-0.25344063976418885,-0.04999756398899501
-0.08185694349359865,-0.0019680044300872308,-0.12879315599824853,0.072583513145604,0.03380930672879813,-0.15792287079044762,0.009278822393150856,-0.22203835973421435,-0.04495361264252602
-0.08824796314628192,0.0029000662661140134,-0.12092373391008807,0.08138436547457441,0.08623641845718433,-0.14954628773346063,-0.09337391829107444,-0.18531903622224435,-0.03442275336070786
-0.09804825220991178,-0.019542226937411315,-0.11857852034211772,0.0737731830427809,0.06642714384709587,-0.15401123593294153,-0.10876874231514981,-0.21184926586343775,-0.04893659440325613
-0.07634200367328227,-0.01595559780456954,-0.10401216362158916,0.07243901533226689,0.078569774454802,-0.15572821946781,0.13991480688022706,-0.2564481060146408,-0.05065330367939065
0.09693948848951855,-0.04094206347752214,0.12095153962737926,0.15536523233544922,0.02039628609782268,-0.059022832114248885,0.02668195273030021,-0.18585594053332663,0.17902173345702813
0.031425418119389044,-0.029201149778540613,0.16358193924190378,0.13611075150500576,0.00143744478556579,-0.05303423821834252,0.025484392213946154,-0.17641274998930537,0.172279331596923
0.028733678276534582,-0.043119919882170184,0.03250352322066065,0.15074735417821422,-0.023846238479412196,-0.07490132347390242,0.01481975292060032,-0.18501878087308407,0.16791421795036568
-0.01438011308102775,0.04723536748335647,0.10107535520060229,0.05362902860925908,-0.05177311233848994,0.1256650599219851,0.07661841419791438,0.1326219676433312,-0.006759560823334778
-0.020011008481419193,-0.04585392410548364,0.0881717106198968,0.04562036016383977,-0.1377967238128034,0.12043827140220686,-0.3048122508227636,0.07884864701537031,-0.02603059577896288
-0.036368179068085996,-0.0364076263619472,0.10853577016440491,0.05109679172871327,-0.13195972206790216,0.1238462468927345,-0.22115579340752642,0.09343897924740054,-0.010620628659244812
0.02496353353620144,-0.012412399352029369,0.12198503074635218,0.057268224053241785,-0.03276689705917765,0.12303243254494874,0.10583000299039308,0.13424950038369216,-0.002306681193449921
-0.05218967467324465,0.02318971862766364,-0.022621166960550255,0.04118242888123379,-0.15854540212338292,0.11178752138548807,-0.3189249429156396,0.08138191869206937,-0.026590887722933887
0.023414329971352878,-0.04307530560314185,-0.009926285675186823,0.047189491694802514,-0.1657189257688101,0.11038063872755566,-0.32145754165692375,0.08460688582766701,-0.02238967761408188
0.054667051951854596,-0.006649984983135222,0.12866323547992822,0.06466234058518001,-0.039570367170486516,0.12516753581856213,0.09370302478955202,0.13745480939302068,-0.0024505289461902017
0.03264473929805261,0.014883252823609189,0.10397440042059285,0.062128614947221626,-0.14233908685435953,0.1231339571085565,-0.3114380410676725,0.08681860419672728,-0.019610300191818805
0.02863687094641884,-0.02905790409583867,0.11280020732070398,0.0610158913388969,-0.13657058260285432,0.12624155682300725,-0.21640541826137885,0.10303716664939043,-0.0053099066717115515
0.053466394886698285,-0.013155596383938114,0.12958896012356372,0.059890789992183176,-0.039213619797047954,0.12536297758047707,0.1084720117298713,0.13769574211161836,-0.002072893706156428
0.045363211248535706,0.012701910922779764,-0.010937051309424201,0.0473945767515277,-0.15690250043571274,0.1158643952339025,-0.31468549400240825,0.08659522960917777,-0.021280165735400636
0.06080794261422799,0.05747031316634559,0.1156239114005962,0.06354812821944268,-0.04795082903600409,0.12990646702573447,0.09747780913128647,0.1429773540436872,-0.0021521882396269396
0.033058074541528454,0.03835405662758113,0.10397440042059285,0.06636086184199876,-0.14456063072233896,0.1231339571085565,-0.3108996089974462,0.09210021612879611,-0.019610300191818805
0.04377840960975898,0.06654281281103953,0.11058076472804915,0.06496400363837321,-0.04523379846750588,0.1292141052775264,0.09728150975647201,0.14222015504532107,-0.0017919611419615806
0.02583738569321024,0.054940631101011134,0.10212582102251332,0.0643908021456695,-0.1374445677222628,0.12356620381465622,-0.3041376084993795,0.08941117339923597,-0.0184664956345081
0.026671815319163333,0.05460846587184138,0.1007038114962333,0.06348316359406994,-0.13404967555227557,0.12930729839143418,-0.20937519890491202,0.10562973585189912,-0.0038996704023228105
0.024009196258843627,0.05460846587184138,0.1007038114962333,0.06610572953301136,-0.13446717684757437,0.12930729839143418,-0.2090512373782849,0.10576332874194916,-0.0038996704023228105
0.034400982805899295,0.06648340755611935,0.1095231477100623,0.06234143769943177,-0.04443848145867238,0.12849261655835764,0.09567737251255926,0.13953111231576099,-0.0020257486292550742
-0.0467476158843689,0.04488399668625431,-0.021973537445182816,0.042464145376972975,-0.15378401650880621,0.11428163195413932,-0.3107069994949298,0.08107158355557319,-0.024401002226096417
-0.10732906856715187,-0.06962649395185883,-0.02133839450065656,0.07325780138255347,-0.21908249079217357,-0.1306365138526789,-0.21301494077837207,-0.17696391400131076,0.009338662042160472
-0.10716914733547894,-0.08144759511689446,-0.06838687513794443,0.06576906301987615,-0.227481644096703,-0.10885885021545959,-0.20284834460602078,-0.1953186678195173,0.00285660347947171
-0.11084853173903794,-0.09561895218965262,-0.06972537445288852,0.06430445955109527,-0.22737880007697478,-0.10885885021545959,-0.20503983269216317,-0.19653320910973596,0.0014560448842704564
-0.05359441491768249,-0.16813168079734872,-0.20308973779412712,0.03450700026890166,-0.22038749042121697,0.16911817182114075,-0.06674588107391977,-0.18913385359940807,0.0014742858830785318
-0.053098728131464115,-0.17220283537646788,-0.2020819113599646,0.03491629109315494,-0.22038749042121697,0.16911817182114075,-0.06686058428564974,-0.18913385359940807,0.0010437418854669597
-0.09945989586098021,-0.15629500316815034,-0.19545850211385007,0.03314326454339227,-0.2204918095601036,0.1612715937854819,-0.19152053812564193,-0.13240557292694158,-0.016369636901441685
0.0013192073997516129,-0.15392698659330334,-0.20505049549351384,0.04907640434489791,-0.21487306979378437,0.16243248578297412,-0.014885650311759315,-0.18597723331961905,-0.0028456435525997287
