ContainsCereals,MeanTemperatureofWettestQuarter,Isothermality,AnnualMeanTemperature,Longitude,MeanDiurnalRange,BulkDensity,SoilOrganicCarbon,SoilTypeWRB,CropClass
-0.1803196093249825,0.06033290082218605,-0.0176524180826494,0.11098054267822699,0.07067089485537378,-0.14611058849220018,0.23633845036234072,0.07116678209934646,0.011937988778851962,0.08721704917397315
0.02988461305650314,0.07535556009125094,-0.005102703353322614,0.10524494429209057,0.07594630272995041,-0.1596207559202492,0.17511957109878554,0.0777235889991241,-0.041720946052233775,0.024502155920264553
-0.2309741508715924,0.050276306647677856,-0.03738998772950393,0.09504116929937677,0.06268753619124391,-0.17720489839727535,0.0991435127873652,0.009899218403761382,-0.052105050350411186,0.021138830757836246
0.1821269255534986,0.1477275328178857,0.059193979989822995,-0.013745692986076993,0.08786296878600977,-0.062022282914327646,-0.018196097728809053,0.08760705829748207,-0.004015479509688621,0.09022934567682916
0.16711699851067288,0.12168160421834628,0.025521018366200403,-0.0005614828596526659,0.11787492478105112,-0.06628015180198431,-0.1623982613084626,0.11858537371254467,0.07013941793639009,-0.04470923498955159
0.16711699851067288,0.13761515951429446,0.025521018366200403,-0.016559939017958082,0.10182947063932633,-0.06755165421001368,-0.1602237987952939,0.11569997637552441,-0.03495390001366366,-0.03182662266322448
0.16711699851067288,0.12168160421834628,0.025521018366200403,-0.0005614828596526659,0.11787492478105112,-0.06628015180198431,-0.1602237987952939,0.11858537371254467,0.07013941793639009,-0.03231825019228861
0.17295917062999358,0.1254693292036157,0.0409486436483151,0.0042032547793381505,0.11626582945644176,-0.06842675184213447,-0.024382790205859053,0.11891201903164068,0.08846424750469892,-0.04099939471057508
0.16877885762626213,0.1266045642538983,0.042757390922206075,0.003036676120171661,0.11590732453195521,-0.06872301219540562,-0.013659682186085754,0.11906815679873463,0.08831033890766342,-0.03906847010345152
0.16877885762626213,0.12410512225917499,0.04289202701301318,-0.0027359158680820336,0.1170882072437269,-0.06627890902326143,0.0177283331136329,0.11230301302548615,0.08996762676823815,-0.03277065910071298
0.16877885762626213,0.1266045642538983,0.042757390922206075,0.0009037251628468941,0.11691276242546375,-0.06627890902326143,0.005389825367473718,0.10846097952137439,0.08844393675765747,-0.035088876201948546
0.16877885762626213,0.12410512225917499,0.04289202701301318,-0.0027359158680820336,0.1170882072437269,-0.06627890902326143,0.0177283331136329,0.11230301302548615,0.08996762676823815,-0.03277065910071298
0.16877885762626213,0.1266045642538983,0.042757390922206075,0.0007241865004780146,0.11691276242546375,-0.06627890902326143,0.003350266162963237,0.10846097952137439,0.08844393675765747,-0.032869778335069204
0.1768507031379368,0.019451656962976217,0.04772766512588556,-0.14973775880630694,0.08501676021005368,-0.22036015007306817,-0.030472903903955937,0.12001686478317398,0.011362536712207714,0.10240813600825671
