PrecipitationofDriestQuarter,SoilTypeWRB,Method,BulkDensity,AverageAridityIndex,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,SoilTextureUSDA,MeanTemperatureofWarmestQuarter
-0.006283716462826427,0.09497072982053746,0.05569266139420612,0.2570830816936639,0.03829516586088363,0.004325241837413393,0.018815272200378323,-0.11567289724806672,-0.02660861921655456,0.1346868445119274,-0.06050152828288051,-0.013592353009745196
-0.00933541380491968,0.03145087091873303,0.05706187857804247,0.2533154904256568,0.038583163580309686,-0.0035204587136226577,0.013768226913404564,-0.09453109735078301,-0.022413270953195612,0.13800618419882918,-0.02922493305970546,-0.011106992216440155
-0.025861186646146585,-0.07741638092529166,0.0018943192412387618,0.04087168578385896,0.023231408737349687,-0.0030762082002155663,-0.0002770103697121558,-0.09443233613375827,-0.027092246688398904,0.1384701924612852,-0.0032214450732623067,-0.032143661726191985
-0.02046575517021565,0.12670331742128327,0.05382060180559051,0.07196653051443357,-0.008453143740898273,0.07448942647410882,0.019085225646484877,0.24413439128251843,-0.02972436570276846,-0.07949292023948347,-0.040129533490852604,0.06648297130490925
-0.02510783571846355,-0.06773910853006097,-0.006774579920896755,0.057026889913736514,-0.011366436856221594,0.05466541518065073,0.011269830874791647,0.21077123285923424,-0.033466990579500144,-0.07884362014389566,0.11287162018403774,0.05295786857235944
-0.027682786215116162,-0.05185646137757522,-0.04406855253818638,0.02643816731990205,-0.005231364703255175,0.04946607419000316,0.009045534085564643,0.21020209866449915,-0.03305988383831998,-0.08002391291903137,0.11790650232789004,0.0450112068803179
-0.027682786215116162,-0.05236418821268127,-0.04430083406107424,0.030149906794605993,-0.005231364703255175,0.050334684652291316,0.009045534085564643,0.21061472883103396,-0.03334068819538841,-0.07989192347818083,0.11380234549857499,0.0450112068803179
-0.027682786215116162,-0.08248572872539987,-0.009551633756835992,0.06472462778686486,-0.0032878358760126815,0.04857204761443314,0.012980083575266945,0.2252958833783619,-0.027465269704828762,-0.07095166097071351,0.11939782642988007,0.045833813660473274
-0.027682786215116162,-0.05133607718291947,-0.04406855253818638,0.027079381375249133,-0.005231364703255175,0.04780788600567338,0.009045534085564643,0.21049044970025554,-0.03309724716253478,-0.08002391291903137,0.11819485336364641,0.04496845806734698
-0.027682786215116162,-0.07407174835077832,-0.014564408079441512,0.025324713797360603,-0.0032878358760126815,0.047479860389123434,0.014538864508140067,0.20821204894633694,-0.027400343102121392,-0.0789756095847462,0.11991054876467502,0.045833813660473274
-0.027682786215116162,-0.0781999525216673,-0.0070669765617291025,0.060671998790204434,-0.0031083583581635174,0.05653997571761823,0.01739116450121244,0.22695595164739454,-0.027283588165247858,-0.07110083392933209,-0.022296365529546922,0.05000349989032654
-0.027682786215116162,-0.08105885721550264,-0.007678637092953461,0.058169424899708694,-0.0031083583581635174,0.05653997571761823,0.01947325788358738,0.2187834552454053,-0.027161654701857857,-0.07011728433759723,-0.02102742304727973,0.05000349989032654
-0.02921078886160039,0.04548403923836576,0.05373704123739083,0.08112701703625512,-7.223624300805643e-05,0.058039311733308306,0.02249889984753722,0.2224600840292069,-0.02621136960191747,-0.06864380284310997,-0.01768066413413278,0.0545064042317961
-0.0066995614210150645,0.13368668701048697,0.096774875448029,-0.11711546319475251,0.21641748798574587,0.0870442694651299,0.05470247224453498,0.2337567336557419,0.08308580050878057,-0.14549095002598236,-0.017428044229181813,-0.026854052245543852
-0.008302370535799963,-0.05476109473590949,0.04343286965181489,0.038536295585588506,0.20945239849684547,0.07767214370926855,0.07288639070786262,0.2677556363206496,0.06750957257089252,-0.11856349834623943,-0.006341498887466195,-0.020624538817113104
0.015529762664754124,0.10625834795085412,0.005251033178414438,0.030353075848380623,-0.09906879448014792,0.06757824592893182,-0.1000406751306623,-0.15061885552987178,0.01731797511952313,-0.1594781426164114,-0.0924467708039458,-0.044075939364585856
0.012414573431740869,-0.07488948147803182,0.03171272546261985,0.05597775986993178,-0.07205286930728629,0.06965409167827386,-0.06893618530539236,-0.11503948777052402,-0.008556237046099022,-0.1467313704837106,0.013290727837243449,-0.03242983591081499
0.012414573431740869,-0.07613001243265477,0.034282851305270576,0.050252552427291465,-0.06888302017488322,0.07033525177415965,-0.07114069399490974,-0.12908115536630707,-0.01768579962332956,-0.16018681924610934,-0.08889802929180297,-0.03562715136466471
0.01145243805411716,-0.038050145049263455,0.03601340704030083,-0.0581530031290308,-0.08934478810355577,0.07162169141419272,-0.07155159718665757,-0.10533305441391219,0.0005165261233931961,-0.1706498435655283,-0.03424797097072317,-0.02807873837108599
0.010715123391638508,-0.03983805632128524,0.045031555674260426,-0.1023579349109812,-0.08815617964094509,0.06890905593757687,-0.07710169600257141,-0.10289320703693375,-0.0022862818484373263,-0.17297800060995966,-0.04279796188707208,-0.02543304268157214
0.012848042068738094,-0.04018878107588448,0.04844883573824676,-0.03318065787964438,-0.09982190482853519,0.05785122242360802,-0.06546464420038026,-0.15468591698729278,-0.006079425114598929,-0.20257243552172033,0.133632822534307,-0.012900066174162284
0.018254632071731842,-0.021973967079956278,0.050716029535339054,-0.05041169107911727,-0.10506298794345956,0.06751386196959686,-0.07135467837090038,-0.14696097145548662,0.011363252518315084,-0.2029332971038868,-0.02522606013588407,-0.02419548939379957
-0.004253415748855113,0.1541055429390051,0.08295362864359813,0.08732621023206817,0.24824728222347528,0.03714700217571683,0.02884479533193877,-0.05956289298994184,0.057681806013298885,0.2611793953190918,-0.05380616999238767,-0.007705571105363778
-0.009770441966380354,-0.016910144211642816,0.09086513914908774,0.015542331172678895,0.20010587879234315,0.018502041566597165,0.00997932911843461,-0.0530528222790566,-0.16342879561519394,0.14646393020855877,-0.03602114954972385,-0.01625232832555278
-0.01019130243178684,-0.03933387433201425,0.06396837581544833,0.0610701845363364,0.19933250461895538,0.018617087905285396,0.013255629258790456,-0.04976885050762609,-0.0689628778140401,0.16653154656098604,-0.05787151918815178,-0.016450245770455993
-0.0071066200748247255,-0.044819252802503325,0.0632576919052187,0.0493652516915272,0.24068807058496458,0.029682663544144897,0.012896981458654203,-0.06289012617441575,0.04646940208999815,0.2636396903695642,-0.07226579375563673,-0.012974731165084115
-0.012896611730583873,-0.04156024934811412,0.014089244233242267,0.013413634773087017,0.20519388684357903,0.017862055354438144,0.0073497231330431,-0.05446770073569719,-0.16697889844139405,0.14187329314429745,-0.053355994364402276,-0.016490913621087202
-0.01288903593500139,-0.06816150830456265,0.01964411662443459,0.05998647842382307,0.19734556811460766,0.018806046502083076,0.01202665647655463,-0.049642067624864984,-0.07219500533919375,0.16710927383110594,-0.05051885839431315,-0.01611296942147569
-0.010342181415352354,-0.0673251753621898,0.02551220086257206,0.0556761919478475,0.2400237737502717,0.02964817190741351,0.014548766739457855,-0.06120513120500399,0.05155277952753313,0.2642174176396842,-0.06165936074679727,-0.012538835797726874
-0.012896611730583873,-0.03817714648340128,0.012776320346949255,0.014133000157292052,0.2081452703950265,0.017886552353035923,0.006951480638366878,-0.054317148159840234,-0.17861195635750624,0.14196294302553572,-0.046423467950821404,-0.01683532647828605
-0.01288903593500139,-0.07116028267677486,0.019850034538616747,0.05990850112733101,0.20029695166605513,0.018830543500680856,0.012252041597892395,-0.04949151504900803,-0.0835822936884394,0.1671989237123442,-0.0389904447023786,-0.01682472913812073
-0.02075556872041943,0.11404083303374737,-0.07661367757226027,0.029685695254846003,-0.08728157859119638,0.06545513705759853,0.007416498722544159,-0.2258834302689182,-0.032346267403884854,-0.17399614402608926,-0.06779293421470312,-0.02775841207385973
-0.017814333256780467,-0.13518900805725093,-0.10151030440727146,-0.0461290225225981,-0.09177494675719314,0.04433034265440091,-0.006815174638246661,-0.23066178596569864,-0.043871021441423345,-0.19345492812381412,-0.10357741835205062,-0.020887824531405363
-0.012989480955466953,-0.03347815878416244,-0.06035599268572113,-0.00962400872533954,-0.11271874494692918,0.1069138164153351,0.01947096863428333,-0.12346391785469296,0.1475782756624258,0.36019906180574585,-0.023500708428137156,0.07391861010424877
-0.021177413503404637,-0.08636472465512098,-0.06498070191889811,-0.15608574245908152,-0.11333663083471071,0.10381055015782809,0.017616732924252847,-0.11295389838685706,0.12649218507631843,0.35870086519620537,0.13468395525107937,0.06395145472432363
-0.018308385318623124,0.10686926871244214,-0.07364193742466707,0.10138133267559256,-0.0880157849433097,0.05508150933495101,-0.009046465564591672,-0.2083418579773532,0.035824883688575164,-0.16231524890494614,-0.0640677032049745,0.04556991540440614
-0.014063002077774304,-0.09177488608563904,-0.09899070909466662,-0.0972717852925518,-0.08839624201177664,0.05149251006662386,0.012303470901828198,-0.15369956205895036,-0.06060368747172287,-0.1579828533228074,-0.05278299829330799,0.07570526813556877
-0.01015951289983536,-0.042607111815736294,-0.08185123724035871,-0.1987308141457338,-0.07873371518543079,0.04514503151509617,-0.0064180654751832145,-0.1425663588208177,0.0524663695910273,-0.19447394683257274,-0.0488736266682685,0.07283705904810174
-0.015471941408753492,-0.05238151070523878,-0.108270254451855,-0.19765526484326257,-0.07884602527069531,0.046791594662605525,0.012282147650679372,-0.14397218319846897,-0.0618331028064479,-0.1563322605647998,-0.053520387031288696,0.07465310812466781
-0.015975653684215753,-0.04070712094402465,-0.10066098672745954,0.08631898684186246,-0.07793458238558158,0.03578005163051162,-0.026711660553517574,-0.18654354731294745,0.04737541369119029,-0.16947343779478824,-0.06793307053449836,0.06849662781321465
-0.013852171414535288,-0.04642320990989679,-0.11740570987677143,-0.09511119616124117,-0.08006431922049921,0.04973264353554359,0.012466041040618046,-0.14079399780830879,-0.06165660375858939,-0.15671157612070338,-0.05870967194529394,0.07865038133067734
-0.01015951289983536,-0.04060163112033294,-0.10157344553620393,-0.20962723679702974,-0.06994857406342343,0.04237703084956853,-0.011213499009299861,-0.142290347165183,0.05317296049198417,-0.19462687630596084,-0.015929804567651466,0.07312360362772163
-0.015471941408753492,-0.07278912244116043,-0.09841494802351954,-0.1959070661210748,-0.07956506703280432,0.055991298159683206,0.014484283620419017,-0.13755784386650743,-0.06138828425811172,-0.1509808900398417,-0.05328366277584322,0.07594414205826279
0.008894138613622666,-0.07828619618088876,0.02173724038905738,0.2059752818896853,-0.0746528635247191,0.03428390609124757,-0.0017267568313993342,-0.19540325119480587,0.03745336414381636,-0.1932354247243776,-0.06065275835800359,-0.008189024070158753
0.012950609241886733,-0.07385925704456188,0.043057617555580935,-0.1893122202222991,-0.07686690270228946,0.04469907632175949,0.06135633032698796,-0.13918355374387584,-0.05324033183816331,-0.17176610822026975,-0.04266613901783134,-0.01214716717601054
0.017274657684855334,-0.0651606406551177,0.050441757471518925,-0.07740973912740091,-0.07833968920620807,0.04508631804029877,0.060241980702343836,-0.15428134306360522,-0.02981546318417193,-0.20623756969863116,-0.0559559760932757,-0.01570461126477865
0.013670816450031039,-0.04507991483904396,0.04609455534834615,-0.19604878651235558,-0.07686690270228946,0.03907990418441028,0.06241592987140615,-0.13918355374387584,-0.0337888308650255,-0.17741229760151292,-0.022207837142623546,-0.012053164394694345
0.009503998396658697,-0.046733973967741885,0.02361412223917103,0.2059752818896853,-0.0746528635247191,0.027496540469630935,-0.000682010360759825,-0.19540325119480587,0.03977855030848549,-0.1936588916396751,-0.05949012798695611,-0.008189024070158753
0.013113549274658383,-0.047532782530516855,0.04376075728700672,-0.1893122202222991,-0.07686690270228946,0.03791171070014285,0.061640474823611735,-0.13918355374387584,-0.05614089337259596,-0.17414987340223273,-0.04150350864678386,-0.01214716717601054
0.017274657684855334,-0.0651606406551177,0.050441757471518925,-0.07740973912740091,-0.07833968920620807,0.04508631804029877,0.060241980702343836,-0.15428134306360522,-0.02981546318417193,-0.20623756969863116,-0.0559559760932757,-0.01570461126477865
0.013908608732813018,-0.07159854667346979,0.04769313529371941,-0.2020485607945823,-0.07679418616686719,0.04586726980602692,0.06254369810407072,-0.13829810630562103,-0.0358470210916789,-0.1832904682098061,-0.04058932060858289,-0.012053164394694345
0.01357036431874955,-0.06356343060013012,0.045070957766145364,-0.1929208861136585,-0.06771565054358537,0.04997831819279142,0.03918064890140167,-0.12744724451088874,0.037574406721085224,-0.18395836582155442,-0.03607981450005969,0.07290805888772083
0.012753570127709344,-0.05901602938781717,0.04770676889384767,-0.20528915248512755,-0.07576303355613279,0.05243822912922961,0.06824673659219745,-0.13178514461518706,-0.05106882072973282,-0.15136081882140884,-0.033406784900102605,0.07517294304711172
0.012753570127709344,-0.059820211601789686,0.05043696182364836,-0.1989958080285226,-0.07553380349016205,0.051626511022884486,0.061688589450856764,-0.13236854820927438,-0.03547811096408829,-0.17755862610366976,-0.05228362494984033,0.0742928641307424
0.010193863470407582,-0.04689240806971476,0.0440673179865028,-0.1796491100736406,-0.10408943318647632,0.051844430272211604,0.05589682649899233,-0.1576758263254369,0.019802360727405873,-0.21024100980603452,0.14747511615313819,0.06429538658864235
0.014180224101785583,-0.0546632910439466,0.046847795483326016,-0.191882102403699,-0.06771565054358537,0.04986390656515217,0.040519734785542924,-0.1274995097047863,0.039899592885754356,-0.1843818327368519,-0.037362889248035575,0.07287499109645564
0.012753570127709344,-0.03636394673085395,0.04810620550141384,-0.20425036877516797,-0.07576303355613279,0.04553645187997372,0.0685410760056992,-0.13183740980908462,-0.05106882072973282,-0.15136081882140884,-0.033527229277031,0.07513987525584653
0.012753570127709344,-0.06092698913212456,0.05150254539347662,-0.19915783442569293,-0.07553380349016205,0.051626511022884486,0.061688589450856764,-0.13236854820927438,-0.03541106221397352,-0.17755862610366976,-0.05214745334227815,0.0742928641307424
0.010193863470407582,-0.060584015693005644,0.04089450965026139,-0.17976871567097966,-0.1099492361251173,0.05669735501204757,0.06500516496017945,-0.16138384855987117,0.026576285963522017,-0.2109602617517393,-0.027331451406138203,0.0693317673256031
-0.007888328350818171,0.14623393922882097,-0.07040799259829834,0.14909773433080253,0.20501303879832916,0.0854712425018994,-0.003864641900172422,-0.08967768167086762,0.040005831502622866,-0.15536192281451006,-0.023864454443818225,0.00047741440416699296
-0.014191066258882975,0.057497024441990306,-0.05338154813096836,0.15780275405526917,0.20288387825871879,0.08278624220175239,-0.0011729468487543233,-0.09061639201835556,0.03804266002037219,-0.15369625324403685,-0.03291664420679358,0.00044534491244316765
-0.015954555730263068,-0.05115918216228062,-0.06874313471404181,0.04705410873729562,0.18558882624884057,0.08530766253407393,-0.011210884972980065,-0.09564100750903899,0.026513951136317174,-0.1663424879503259,-0.010079299541926124,-0.008558994611794312
-0.015069861486997889,-0.09676626233171395,0.031616894149523345,0.2506708528781561,-0.05380569699000619,0.010195791924346529,-0.06030491707320253,0.1282248231863874,0.025714753013514224,0.06959068736669326,-0.05329971345666196,-0.02721543979307738
-0.042065189060361545,-0.10673192126695782,0.051779335110372325,0.06594147757213559,-0.07184162091580504,0.004913614920361497,-0.13427140552976488,0.1303044397953373,-0.185579678440438,0.023398783391413946,-0.056316611916804295,-0.04599977891470984
-0.051308547538814205,0.004389339394358175,-0.06899582596364748,0.07919965250937017,-0.06721501282453075,0.009340186198966075,-0.13486444926655583,0.12877812063977706,-0.15485321670681076,0.03826566157182167,-0.06107928553517216,-0.04837065366329497
-0.01547759529347305,0.02429820429639357,-0.024026124613039563,0.3002108752381199,-0.047597103206919594,0.006502245912976094,-0.0736322164525874,0.12487756702574423,0.052050194483397046,0.06850750366333573,-0.053638797820756166,-0.026803749401463905
-0.05153103892808648,0.0004921879338836003,-0.0493265921816345,0.0006364712215017583,-0.07537739645554346,0.004271764108704785,-0.1385095461208324,0.12801111633174816,-0.20852833835897994,0.02518962863818874,-0.0682562756037649,-0.04908183017795883
-0.04975147271783335,0.11218930860331353,-0.06430734352307749,0.020389177476695886,-0.06953325713286183,0.0055961834856493795,-0.1704760198524405,0.13951883835523943,-0.20499375645377513,0.026895903294487447,-0.057414594130975063,-0.048516164591038365
-0.009647566474335732,0.14039637378763428,-0.026041738899335844,0.3133890404843179,-0.04400654269712065,0.009059869001036117,-0.07075796837073034,0.13929516817447285,0.04539032468732931,0.0705224546016671,-0.0471604943288008,-0.026429041659422885
-0.0440438668806799,0.12620220649811753,-0.06061861818375365,0.09410555701351551,-0.06693489198922761,0.012653263470820592,-0.1297368770902216,0.13981613370310575,-0.2064736902646811,0.023903941327812095,-0.056355618294345544,-0.04823810471719215
-0.050034342789736265,0.13948720891252547,-0.07335510783754545,0.10645036072974973,-0.06425701143389566,0.010315843130588528,-0.15544828254886958,0.1380715930888146,-0.152710378527114,0.041312122539026254,-0.05204563818714464,-0.04823810471719215
-0.00966499716145809,0.13397346335483543,-0.031948821418154874,0.3096625868532878,-0.04400654269712065,0.009116240493105412,-0.07120002748267858,0.13950528617595254,0.045862630612968115,0.07056409272701689,-0.04864867626028528,-0.02654861032064451
-0.04426635826995217,0.1423928457780043,-0.058161205330589896,0.014725327469262845,-0.06372918829230773,0.011946884125022091,-0.13158141696992084,0.1437330909737744,-0.20680307880801735,0.027907876966124984,-0.05796305893549586,-0.04995268305005809
-0.008291918313380137,0.1485606497190091,-0.03791441457015028,0.29046922138667725,-0.04292910200181199,0.013467061278177503,-0.04982023783748876,0.14530435355150806,0.05048781021297559,0.07479178331110951,-0.036902639263536256,-0.0264518108079497
-0.0440438668806799,0.1545764916879525,-0.032709950431516976,0.10317990467555731,-0.07119668540869176,0.011525703212647384,-0.13025425079520195,0.14208061397247945,-0.20176190714889314,0.026685873884947232,-0.04330730186261793,-0.04634275095214199
-0.008291918313380137,0.15218536884075218,-0.01456667395975211,0.298300925051552,-0.05069971093286127,0.011431480510143593,-0.05035710113770074,0.1451971808047785,0.05051013211431075,0.07529232937922241,-0.0381869379504542,-0.026109590512277424
