Longitude,SoilTextureUSDA,BulkDensity,Isothermality,SoilOrganicCarbon,SoilTypeWRB,AnnualPrecipitation,UpperD_m,SiltContent,PrecipitationofDriestQuarter,AnnualMeanTemperature,MeanTemperatureofDriestQuarter,TillageClass
0.06734753090727405,0.010429751369398697,0.28381159396213085,-0.030939820538231043,0.04110754558550779,0.0627520358361358,0.026274317394750057,0.11189074710562232,0.07004335570636179,0.004754198288942668,-0.00620532461174761,-0.012320948045852063,-0.02314784452676753
0.05403053541301313,0.09939118673811947,0.27811452671311554,-0.03161803289400132,0.028751733965204408,-0.04782572714583719,0.015524034893147125,0.11367710967098661,0.08138494455704272,-0.005538708267043989,-0.006853290201753471,-0.013058296693045097,-0.055891813239640424
0.021448369870456858,0.09558473905926851,0.023419267298685473,-0.03161803289400132,0.02546969099202746,-0.10859260763261129,-0.0059510141738409635,0.11239047859102726,0.051390115417343535,-0.022658892460170162,-0.012076073529994978,-0.018659117284097856,-0.08141745626203249
0.07371887861323477,0.011289133954900925,-0.0513449985929105,0.02544054051828314,0.03439246206357308,0.08623448745951386,0.03234297167031284,0.02467145176608917,0.07182092814440526,-0.10086090548891814,-0.017058465200726725,0.11964299982163863,-0.043470663808667674
0.07909421083145514,0.1298525178605913,-0.02974423545728712,0.028101882596160033,0.011642833667209978,-0.017735169898329007,0.028283325912925945,0.032249465530136905,0.08489722461827068,-0.0925594525185185,-0.009375261405196917,0.10202875777920649,0.0742422117295659
0.07909421083145514,0.1298525178605913,-0.02974423545728712,0.028101882596160033,0.011642833667209978,-0.017735169898329007,0.028283325912925945,0.032249465530136905,0.08489722461827068,-0.0925594525185185,-0.009375261405196917,0.10202875777920649,0.0742422117295659
0.07909421083145514,0.1298525178605913,-0.02974423545728712,0.028101882596160033,0.011642833667209978,-0.017735169898329007,0.028283325912925945,0.032249465530136905,0.08489722461827068,-0.0925594525185185,-0.009375261405196917,0.10202875777920649,0.0742422117295659
0.07909421083145514,0.1298525178605913,-0.02974423545728712,0.028101882596160033,0.011642833667209978,-0.017735169898329007,0.028283325912925945,0.032249465530136905,0.08489722461827068,-0.0925594525185185,-0.009375261405196917,0.10202875777920649,0.0742422117295659
0.05946655083362768,0.1298525178605913,-0.038942102837055195,0.02826642533399262,0.0208286107092591,-0.0344567371301509,0.027757433150320268,0.032249465530136905,0.07330868904810559,-0.10042651942129822,-0.006761622321763752,0.12649686200944463,-0.06426738637081937
0.06131132680278021,0.1298525178605913,-0.03538900542772976,0.02826642533399262,0.0208286107092591,-0.0344567371301509,0.03066027146957937,0.032249465530136905,0.08383891304732688,-0.09384722846259781,-0.006761622321763752,0.12257102445197489,-0.017457910967845488
0.061500934464588077,0.1296790590977311,-0.027748425058243993,0.02826642533399262,0.020216671264357146,-0.04000536764103771,0.02814339913979044,0.032249465530136905,0.08574367704778418,-0.09378995064527516,-0.007880458277967078,0.12257102445197489,-0.012035308817594029
0.06666521099675808,0.1296790590977311,-0.022290755166031493,0.028101882596160033,0.020216671264357146,-0.027187720380609532,0.02814339913979044,0.032249465530136905,0.08800325442923274,-0.09280192889558099,-0.008526818784893869,0.10202875777920649,0.03283311238085458
0.06666521099675808,0.1296790590977311,-0.022290755166031493,0.028101882596160033,0.020216671264357146,-0.027187720380609532,0.02814339913979044,0.032249465530136905,0.08800325442923274,-0.09280192889558099,-0.008526818784893869,0.10202875777920649,0.03283311238085458
0.06782968826621459,0.12858416472533232,-0.03564718919143452,0.022375986697973773,0.08418050849391082,0.042682692114454225,0.06410863156568464,0.06766584359159965,0.06213996035677776,-0.11032836167411943,-0.08093189529863393,0.10224902941540374,0.060643350463416984
