ContainsCereals,SoilTypeWRB,MeanDiurnalRange,MeanTemperatureofWettestQuarter,Isothermality,SoilOrganicCarbon,BulkDensity,AnnualMeanTemperature,Longitude,PrecipitationofWettestMonth,CropClass,MeanTemperatureofWarmestQuarter,PrecipitationofWarmestQuarter
-0.1377763442554239,0.05255341265832511,-0.16860534944999803,0.0035412566319661196,-0.026973974364871943,0.06558869778767157,0.20494098494645308,0.045447822038293756,0.06537565128272124,-0.004727702341253125,0.043508329363177806,0.08012409336843622,0.0938229849397882
0.05641235307414472,-0.04916474354935923,-0.17538019297157562,0.011005624997479618,-0.029061547102452918,0.0669215235648094,0.1585204033359092,0.04515467009909681,0.08071267446438128,0.002319260301946391,0.043067233463627425,0.07030670339674487,0.08378199545606954
-0.17566414568191951,-0.06883011997993847,-0.23865373590579964,-0.0013878923668779496,-0.03466347475140794,0.042359721200637634,0.04898388166700747,0.03614517492370606,0.06393090157362598,-0.007985628581312916,0.021685121979691073,0.07516120667175868,0.09486409333504886
0.12703175115659204,0.04618647318206172,-0.02702049349788702,0.08851982041752766,-0.0014063388386513366,0.13445612560392634,0.0007630707425389005,-0.014501177687148767,0.12140531817220475,0.018348495063345537,0.04379968960131239,-0.008518433747319505,0.07079902630399926
0.1091821964712508,0.039496810625936934,-0.0374276825377495,0.06682701200948493,-0.024768094207102458,0.13866514098494975,-0.1600282479402833,-0.0037787575068235556,0.13604542289340832,0.015670075578559862,0.005862563159840158,-0.027830402178925285,0.06208181511326795
0.11017808886118319,-0.0445651552555528,-0.0374276825377495,0.08111792457568373,-0.024768094207102458,0.13646953151573663,-0.1606544110197046,-0.01940771890193922,0.12103732784443952,0.015670075578559862,0.005862563159840158,-0.021524144743295715,0.06225220648715116
0.1091821964712508,0.039496810625936934,-0.0374276825377495,0.06682701200948493,-0.024768094207102458,0.13866514098494975,-0.1600282479402833,-0.0037787575068235556,0.13604542289340832,0.015670075578559862,0.005862563159840158,-0.027830402178925285,0.06208181511326795
0.12187453896144011,0.047010505270551436,-0.04107782171237023,0.06692967596917357,-0.0127202552389264,0.15223589772631058,-0.031478800373978155,-0.002985990782455563,0.1386559324661557,0.013887722288012046,0.0014063048423676222,-0.022798457411047794,0.06791164606242556
0.12377631548282024,0.048780618196874515,-0.041240313004038257,0.06997065968155752,-0.01133635490735852,0.15320983182584832,0.0035596235856023644,0.000705468301047889,0.1386559324661557,0.013125365435817249,0.0046682296687390315,-0.022798457411047794,0.07152516515052232
0.1272241399346632,0.05146655767572127,-0.03878203039572439,0.07132137673124417,-0.007690566350397261,0.14565610845357346,0.04834412051792244,0.0017306660625232752,0.13990355076319955,0.01599895354480755,0.006618617750574351,-0.022086150377424334,0.07152516515052232
0.12377631548282024,0.050879572097975334,-0.03924520066718745,0.06997065968155752,-0.008094498738927087,0.14623040627157233,0.034028904316561234,0.0017306660625232752,0.139612574235492,0.015197688795903103,0.006368417627729555,-0.022086150377424334,0.07152516515052232
0.1272241399346632,0.05146655767572127,-0.03878203039572439,0.07132137673124417,-0.007690566350397261,0.14565610845357346,0.04834412051792244,0.0017306660625232752,0.13990355076319955,0.01599895354480755,0.006618617750574351,-0.022086150377424334,0.07152516515052232
0.12377631548282024,0.050879572097975334,-0.03924520066718745,0.06997065968155752,-0.008094498738927087,0.14623040627157233,0.034028904316561234,0.0017306660625232752,0.139612574235492,0.015197688795903103,0.006368417627729555,-0.022086150377424334,0.07152516515052232
0.12155599106606484,0.06116227570864401,-0.21309080285221868,0.009978165281184429,-0.0565862973093387,0.07434541335252633,-0.047689691788835205,-0.07628686407895115,0.14728741096238032,-0.0027095084836904508,0.0528718172431047,0.047426404380284094,0.05735776915656305
0.11450089213377591,-0.050376361719433736,-0.21697819267205662,0.01233506575784759,-0.052772045239235524,0.07301624746922873,0.010992225473285936,-0.0668353676909481,0.1491404835234458,-0.003667816145062673,0.059142111979105995,0.04085779915838691,0.05659336188912097
