Method,AverageAridityIndex,BulkDensity,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,SoilTextureUSDA,SoilTypeWRB,MeanTemperatureofWarmestQuarter
0.0428102029463971,0.03131992523750844,0.1357137122677297,0.06176575704351784,0.019605078864276693,-0.1506004309437732,0.017676006057938648,0.1491703004135341,-0.04235867583965198,0.09343063172663767,0.011187554050872347
-0.00793633852245362,0.03067107484865477,0.13488475426922059,0.05902147120361575,0.016408493253665495,-0.14470741079579683,0.007572556115106528,0.14653907692797838,-0.032132988426735086,0.05674774674285068,0.011699660745674804
-0.017947863578148614,0.01680745400640265,0.0735765212987898,0.047010195444269286,-0.00860707314440333,-0.13958217322790634,-0.0018331143679385258,0.13137331188878484,-0.031481515793213594,-0.060136749199602206,0.00631029018017048
0.025660091205280563,8.848693953123214e-05,0.06588377158143933,0.0660941908665323,-0.019440494405244417,0.24653388776531007,0.030523870883543695,-0.06793550139556813,-0.03991001570918264,0.10078294219626356,-0.016605330888571194
-0.04880281873809301,-0.010689681617396713,0.0418861617183235,0.055667648125589685,-0.0021065205426067856,0.24332383017409223,0.003853365858021451,-0.06550082755984628,-0.01713131878453822,0.007486698279284094,-0.023293422743213842
-0.048955320240807475,-0.012607381610187294,0.04009670017916328,0.050056360783161474,-0.002402747451543571,0.23922767093434122,-0.005474444783493794,-0.06627463311631292,0.09719670260389568,-0.01148072103739284,-0.022233385420263093
-0.04847779958691802,-0.012607381610187294,0.03923245544649705,0.050056360783161474,-0.002402747451543571,0.23922767093434122,-0.004996924129604344,-0.06627463311631292,0.09712302175678249,-0.01149783676539229,-0.022233385420263093
-0.05314975745631977,-0.012607381610187294,0.04009670017916328,0.05007995587071115,-0.002402747451543571,0.23922767093434122,-0.005290124011525598,-0.06627463311631292,0.09726742282427492,-0.016310608921822938,-0.022233385420263093
-0.05314975745631977,-0.012607381610187294,0.04009670017916328,0.05007995587071115,-0.002402747451543571,0.23922767093434122,-0.005290124011525598,-0.06627463311631292,0.09726742282427492,-0.016310608921822938,-0.022233385420263093
-0.04925718644646839,-0.010689681617396713,0.043407218957941404,0.055667648125589685,-0.0024465032688396537,0.24332383017409223,0.0033758452041320044,-0.06550082755984628,-0.017057637937425013,0.00716383128105068,-0.023293422743213842
