Isothermality,SoilOrganicCarbon,AnnualMeanTemperature,Longitude,BulkDensity,ContainsCereals,CropClass,MeanTemperatureofWarmestQuarter,SoilTypeWRB,MeanDiurnalRange,MeanTemperatureofWettestQuarter
-0.0658758909757303,0.1484253198313267,-0.014933033676325808,0.08706072990777924,0.27072417676219146,-0.11106614377277271,0.05478941280362802,0.10139934191731281,-0.01381939297109299,-0.14680647325608062,0.029410988257625767
-0.07481569901630349,0.1381992688863583,-0.0025876495877952153,0.0742829444313659,0.25380035018304975,-0.0033678430982654853,0.046054685992959865,0.08647884227413245,-0.012678091122830661,-0.15641463515396115,0.021440239937866604
-0.08676280863020254,0.003725205387973632,0.007903946962872013,0.05162918846566594,-0.0007303601007562652,-0.1371043125041326,0.022612944923818025,0.09193565435487423,0.010363245247490197,-0.19307502537151727,0.029613160186334916
0.012002783275460305,0.14987198378073388,0.007486370267363929,0.1633420239383305,-0.021801586269944325,0.1224376403615211,0.06870612994070617,0.011604695331825827,0.024009216919492146,-0.03478733893289043,0.09732786020167293
0.00445462394908967,0.18484755290363616,0.010556448863103784,0.19167097625275567,-0.17747209533855215,0.08075857190418737,-0.013113314303311242,-0.007615806221577998,0.01845365449159028,-0.04208105440358892,0.05792595535077963
0.003151346380259005,0.1877968953286598,0.005182958327918088,0.18194067190605784,-0.1807501201156339,0.08448548124995772,-0.0066512340279891655,-0.0014809611669632393,-0.013074207841354686,-0.041639496756317756,0.07283447813773446
0.00445462394908967,0.1852029480060902,0.0106157409647679,0.19167097625275567,-0.17779685787661534,0.08217126307250096,-0.00886983081436939,-0.007615806221577998,0.018351718631630525,-0.04208105440358892,0.05798186897986448
0.005025640158192403,0.17699032388861632,0.015206412462895419,0.1932202124114473,-0.040036382888525256,0.09123821549392616,-0.0011038123498227402,0.006694140432528911,0.04612242472350363,-0.05022117368533523,0.05729150107599878
0.0051210746074556585,0.1771572871564239,0.01888052621551234,0.1932202124114473,-0.0327180256858743,0.09165994824452685,0.007630005925560379,0.008644213312413431,0.04996963589760952,-0.050549284730268845,0.05776760665368826
0.0057448827612198656,0.1699931248227393,0.019749534366873885,0.19417515566373286,0.012251338674485529,0.09338856883741044,0.008462661590113347,0.009238281128311257,0.05573746133040072,-0.04047365022664272,0.058376556107485315
0.004592484010730593,0.1670828186763614,0.01888052621551234,0.19417515566373286,-0.012846938287015896,0.09165994824452685,0.007937834226872484,0.008989786401053612,0.04996963589760952,-0.0425708913493803,0.05776760665368826
0.0057448827612198656,0.1699931248227393,0.019749534366873885,0.19417515566373286,0.012251338674485529,0.09338856883741044,0.008462661590113347,0.009238281128311257,0.05573746133040072,-0.04047365022664272,0.058376556107485315
0.004592484010730593,0.1670828186763614,0.01888052621551234,0.19417515566373286,-0.012846938287015896,0.09165994824452685,0.007937834226872484,0.008989786401053612,0.04996963589760952,-0.0425708913493803,0.05776760665368826
0.04018625529008906,0.08140038366462957,-0.14835561972384168,0.1637576409147099,-0.029352639602582255,0.13519825094143195,0.08233586084271632,0.039236702635831414,0.010203806330973637,-0.22997350353438512,0.007906572522734058
0.029438273470660532,0.0731016646658853,-0.1196309148605381,0.17011297488695007,0.00469962212130935,0.09550988862884158,0.05873478006115261,0.044511387369369305,-0.039952495241047506,-0.22547038371803715,0.002717377578358473
0.10260255154456076,0.05309133340704014,0.0622846940638807,0.16474221480648144,-0.0010938370973334378,0.16675232231895187,-0.014129810414695628,0.07247411044290765,0.02617936569963415,0.07637374939677613,0.061688959258492625
0.08911758799276587,-0.025889908927913867,0.04866823389691053,0.1780315560198608,-0.030284332186712757,0.14889448943737102,-0.002126374639012146,0.07128770601069577,0.04963546468700109,0.07726372135701874,0.04585634272288298
0.09033998860931047,-0.03133559035298593,0.0488273417666388,0.17894664653646256,-0.0010218768866022915,0.14856108288183456,-0.0019998231881502393,0.06598165316087179,0.05470736197916448,0.07110571385719784,0.04664024799733832
0.10121483768572503,0.03975314846363632,0.05147094940143166,0.18131459005878378,-0.0226618829609883,0.15118023068413805,-0.002144143008965559,0.07209572214314318,0.045803518377807446,0.076511678608601,0.047649213272467385
0.10123989387057641,0.04019400861144117,0.05147094940143166,0.18131459005878378,-0.021789959092720756,0.15078252194705716,-0.0015888815413263825,0.07151865976032021,0.04924004460633377,0.07289470983976415,0.04808327879688507
